,id,id,projectName,test_name,isFlaky,java_keywords,prediction
4,7709.0,1.0,doanduyhai-Achilles,info.archinnov.achilles.schemabuilder.createtest.should_create_simple_table_with_list,0.0,"['final', 'public', 'void', 'throws']",False
25,7730.0,0.0,doanduyhai-Achilles,info.archinnov.achilles.schemabuilder.createtest.should_fail_if_same_partition_and_static_column,0.0,"['class', 'static', 'public', 'void', 'throws']",False
27,7732.0,0.0,doanduyhai-Achilles,info.archinnov.achilles.schemabuilder.createtest.should_fail_if_same_simple_and_static_column,0.0,"['class', 'static', 'public', 'void', 'throws']",False
34,7739.0,0.0,doanduyhai-Achilles,info.archinnov.achilles.schemabuilder.createtest.should_fail_if_static_column_is_a_reserved_keyword,0.0,"['class', 'static', 'public', 'void', 'throws']",False
44,7749.0,0.0,doanduyhai-Achilles,info.archinnov.achilles.schemabuilder.altertest.should_fail_if_added_column_is_a_reserved_keyword,0.0,"['class', 'new', 'public', 'void', 'throws']",False
46,7751.0,0.0,doanduyhai-Achilles,info.archinnov.achilles.schemabuilder.altertest.should_fail_if_renamed_column_is_a_reserved_keyword,0.0,"['class', 'public', 'void', 'throws']",False
56,7761.0,0.0,doanduyhai-Achilles,info.archinnov.achilles.type.optionstest.should_duplicate_with_new_consistency_level,0.0,"['public', 'void', 'throws']",False
64,7769.0,0.0,doanduyhai-Achilles,info.archinnov.achilles.type.typedmaptest.should_return_default,0.0,"['new', 'public', 'void', 'throws']",False
80,7788.0,0.0,doanduyhai-Achilles,info.archinnov.achilles.query.slice.rootslicequerybuildertest.should_exception_when_partition_components_do_not_match,0.0,"['class', 'do', 'public', 'void', 'throws']",False
89,7797.0,0.0,doanduyhai-Achilles,info.archinnov.achilles.query.slice.rootslicequerybuildertest.should_exception_when_null_consistency_level,0.0,"['class', 'for', 'for', 'null', 'null', 'public', 'void', 'throws']",False
90,7798.0,0.0,doanduyhai-Achilles,info.archinnov.achilles.query.slice.rootslicequerybuildertest.should_set_limit,0.0,"['public', 'void', 'throws']",False
100,7808.0,0.0,doanduyhai-Achilles,info.archinnov.achilles.query.slice.rootslicequerybuildertest.should_get_last_n,0.0,"['public', 'void', 'throws']",False
101,7809.0,0.0,doanduyhai-Achilles,info.archinnov.achilles.query.slice.rootslicequerybuildertest.should_get_last_n_with_clustering_components,0.0,"['new', 'public', 'void', 'throws']",False
104,7812.0,0.0,doanduyhai-Achilles,info.archinnov.achilles.query.slice.rootslicequerybuildertest.should_get_iterator_with_batch_size,0.0,"['public', 'void', 'throws']",False
105,7813.0,0.0,doanduyhai-Achilles,info.archinnov.achilles.query.slice.rootslicequerybuildertest.should_get_iterator_with_batch_size_and_components,0.0,"['new', 'public', 'void', 'throws']",False
112,7820.0,0.0,doanduyhai-Achilles,info.archinnov.achilles.query.slice.rootslicequerybuildertest.should_remove_last,0.0,"['public', 'void', 'throws']",False
126,7837.0,0.0,doanduyhai-Achilles,info.archinnov.achilles.query.slice.slicequeryvalidatortest.should_exception_when_components_are_not_equal_case2,0.0,"['new', 'null', 'new', 'class', 'null', 'false', 'class', 'for', 'public', 'void', 'throws']",False
128,7840.0,0.0,doanduyhai-Achilles,info.archinnov.achilles.query.slice.cqlslicequerytest.should_get_fixed_components_when_start_same_as_end,0.0,"['new', 'public', 'void', 'throws']",False
131,7843.0,0.0,doanduyhai-Achilles,info.archinnov.achilles.query.slice.cqlslicequerytest.should_get_last_components_when_start_same_as_end,0.0,"['new', 'public', 'void', 'throws']",False
141,7853.0,1.0,doanduyhai-Achilles,info.archinnov.achilles.query.slice.cqlslicequerytest.should_get_varying_component_name,0.0,"['new', 'public', 'void', 'throws']",False
143,7855.0,0.0,doanduyhai-Achilles,info.archinnov.achilles.query.slice.cqlslicequerytest.should_get_achilles_ordering,0.0,"['new', 'public', 'void', 'throws']",False
145,7857.0,0.0,doanduyhai-Achilles,info.archinnov.achilles.query.slice.cqlslicequerytest.should_exception_when_limit_set_for_remove,0.0,"['true', 'new', 'class', 'public', 'void', 'throws']",False
162,7878.0,0.0,doanduyhai-Achilles,info.archinnov.achilles.persistence.persistencemanagertest.should_update,0.0,"['true', 'public', 'void', 'throws']",False
188,7904.0,0.0,doanduyhai-Achilles,info.archinnov.achilles.persistence.persistencemanagertest.should_get_indexed_query,0.0,"['final', 'new', 'class', 'class', 'true', 'false', 'class', 'new', 'class', 'class', 'public', 'void', 'throws']",False
191,7908.0,0.0,doanduyhai-Achilles,info.archinnov.achilles.persistence.persistencemanagerfactorytest.should_bootstrap_persistence_manager_factory,0.0,"['class', 'new', 'new', 'true', 'final', 'this', 'true', 'true', 'class', 'class', 'class', 'class', 'class', 'class', 'public', 'void', 'throws']",False
192,7909.0,0.0,doanduyhai-Achilles,info.archinnov.achilles.persistence.persistencemanagerfactorytest.should_create_persistence_manager,0.0,"['new', 'class', 'public', 'void', 'throws']",False
194,7911.0,1.0,doanduyhai-Achilles,info.archinnov.achilles.persistence.persistencemanagerfactorytest.should_serialize_to_json,0.0,"['new', 'class', 'final', 'public', 'void', 'throws']",False
215,7934.0,0.0,doanduyhai-Achilles,info.archinnov.achilles.configuration.argumentextractortest.should_init_default_object_factory_mapper,0.0,"['class', 'class', 'class', 'class', 'class', 'public', 'void', 'throws']",False
218,7937.0,0.0,doanduyhai-Achilles,info.archinnov.achilles.configuration.argumentextractortest.should_init_force_update_map,0.0,"['true', 'true', 'public', 'void', 'throws']",False
262,7984.0,1.0,doanduyhai-Achilles,info.archinnov.achilles.internal.table.tableupdatertest.should_update_table_with_new_indexed_simple_field,0.0,"['class', 'class', 'new', 'new', 'true', 'final', 'public', 'void', 'throws']",False
271,7994.0,1.0,doanduyhai-Achilles,info.archinnov.achilles.internal.table.tablevalidatortest.should_validate_simple_indexed_field_for_entity,0.0,"['class', 'class', 'class', 'class', 'new', 'null', 'class', 'public', 'void', 'throws']",False
287,8010.0,0.0,doanduyhai-Achilles,info.archinnov.achilles.internal.table.tablevalidatortest.should_exception_when_no_counter_value_column,0.0,"['class', 'class', 'class', 'class', 'class', 'class', 'true', 'class', 'true', 'class', 'true', 'class', 'public', 'void']",False
288,8011.0,0.0,doanduyhai-Achilles,info.archinnov.achilles.internal.table.tablevalidatortest.should_exception_when_counter_value_column_bad_type,0.0,"['class', 'class', 'class', 'class', 'class', 'class', 'true', 'class', 'true', 'class', 'true', 'class', 'class', 'public', 'void']",False
289,8012.0,0.0,doanduyhai-Achilles,info.archinnov.achilles.internal.table.tablenamenormalizertest.should_exception_when_even_class_name_exceeeds_48_characters,0.0,"['class', 'long', 'public', 'void', 'throws']",False
296,8020.0,1.0,doanduyhai-Achilles,info.archinnov.achilles.internal.metadata.transcoding.compoundtranscodertest.should_decode_from_components_with_injection_by_setters,0.0,"['class', 'class', 'class', 'class', 'class', 'class', 'new', 'class', 'public', 'void', 'throws']",False
297,8021.0,0.0,doanduyhai-Achilles,info.archinnov.achilles.internal.metadata.transcoding.settranscodertest.should_encode,0.0,"['class', 'public', 'void', 'throws']",False
299,8023.0,0.0,doanduyhai-Achilles,info.archinnov.achilles.internal.metadata.transcoding.simpletranscodertest.should_encode,0.0,"['class', 'public', 'void', 'throws']",False
307,8031.0,0.0,doanduyhai-Achilles,info.archinnov.achilles.internal.metadata.transcoding.maptranscodertest.should_decode_key,0.0,"['class', 'class', 'public', 'void', 'throws']",False
309,8034.0,0.0,doanduyhai-Achilles,info.archinnov.achilles.internal.metadata.transcoding.abstracttranscodertest.should_encode_primitive_byte_type,0.0,"['byte', 'class', 'byte', 'class', 'byte', 'public', 'void', 'throws']",False
310,8035.0,0.0,doanduyhai-Achilles,info.archinnov.achilles.internal.metadata.transcoding.abstracttranscodertest.should_encode_object_byte_type,0.0,"['class', 'new', 'byte', 'class', 'byte', 'public', 'void', 'throws']",False
329,8054.0,0.0,doanduyhai-Achilles,info.archinnov.achilles.internal.metadata.transcoding.abstracttranscodertest.should_exception_by_default_on_decode_object,0.0,"['new', 'class', 'class', 'for', 'public', 'void', 'throws']",False
333,8058.0,0.0,doanduyhai-Achilles,info.archinnov.achilles.internal.metadata.transcoding.abstracttranscodertest.should_exception_by_default_on_decode_map,0.0,"['new', 'class', 'class', 'for', 'public', 'void', 'throws']",False
355,8080.0,0.0,doanduyhai-Achilles,info.archinnov.achilles.internal.metadata.holder.clusteringcomponentstest.should_exception_when_component_not_comparable_for_clustering_component,0.0,"['new', 'class', 'class', 'class', 'null', 'null', 'null', 'null', 'null', 'new', 'class', 'class', 'for', 'interface', 'public', 'void', 'throws']",False
379,8110.0,0.0,doanduyhai-Achilles,info.archinnov.achilles.internal.metadata.holder.entitymetatest.should_test,0.0,"['false', 'null', 'public', 'void', 'throws']",False
386,8117.0,1.0,doanduyhai-Achilles,info.archinnov.achilles.internal.metadata.holder.counterpropertiestest.should_to_string,0.0,"['class', 'class', 'new', 'public', 'void', 'throws']",False
396,8128.0,0.0,doanduyhai-Achilles,info.archinnov.achilles.internal.metadata.holder.propertymetatest.should_get_fqcn,0.0,"['class', 'public', 'void', 'throws']",False
412,8144.0,1.0,doanduyhai-Achilles,info.archinnov.achilles.internal.metadata.holder.propertymetatest.should_get_component_classes,0.0,"['class', 'class', 'class', 'class', 'class', 'public', 'void', 'throws']",False
419,8151.0,0.0,doanduyhai-Achilles,info.archinnov.achilles.internal.metadata.holder.propertymetatest.should_force_encode_to_json,0.0,"['new', 'public', 'void', 'throws']",False
433,8165.0,0.0,doanduyhai-Achilles,info.archinnov.achilles.internal.metadata.holder.propertymetatest.should_get_clustering_component_classes,0.0,"['class', 'class', 'class', 'class', 'class', 'class', 'public', 'void', 'throws']",False
444,8176.0,1.0,doanduyhai-Achilles,info.archinnov.achilles.internal.metadata.holder.embeddedidpropertiestest.should_get_clustering_component_names_and_classes,0.0,"['new', 'class', 'new', 'class', 'class', 'new', 'class', 'class', 'public', 'void', 'throws']",False
449,8182.0,0.0,doanduyhai-Achilles,info.archinnov.achilles.internal.metadata.parsing.propertyparsertest.should_determine_allowed_native_types,0.0,"['byte', 'class', 'class', 'byte', 'class', 'class', 'class', 'boolean', 'class', 'class', 'class', 'double', 'class', 'class', 'class', 'float', 'class', 'class', 'class', 'class', 'int', 'class', 'class', 'long', 'class', 'class', 'class', 'class', 'public', 'void', 'throws']",False
465,8198.0,0.0,doanduyhai-Achilles,info.archinnov.achilles.internal.metadata.parsing.propertyparsertest.should_parse_list,0.0,"['public', 'void', 'throws', 'class', 'private', 'private', 'public', 'return', 'public', 'void', 'this', 'public', 'return', 'public', 'void', 'this', 'class', 'class', 'class', 'class', 'class', 'class', 'class', 'class', 'class']",False
469,8202.0,0.0,doanduyhai-Achilles,info.archinnov.achilles.internal.metadata.parsing.propertyparsertest.should_infer_value_class_from_list,0.0,"['class', 'private', 'class', 'class', 'class', 'public', 'void', 'throws']",False
476,8209.0,0.0,doanduyhai-Achilles,info.archinnov.achilles.internal.metadata.parsing.propertyparsertest.should_infer_entity_class_from_interceptor,0.0,"['public', 'void', 'throws', 'class']",False
484,8222.0,0.0,doanduyhai-Achilles,info.archinnov.achilles.internal.metadata.parsing.entityparsertest.should_exception_when_entity_has_duplicated_column_name,0.0,"['class', 'class', 'for', 'class', 'public', 'void', 'throws']",False
498,8237.0,1.0,doanduyhai-Achilles,info.archinnov.achilles.internal.metadata.parsing.embeddedidparsertest.should_exception_when_embedded_id_has_inconsistent_compound_partition_key,0.0,"['class', 'for', 'class', 'class', 'class', 'public', 'void', 'throws']",False
504,8243.0,0.0,doanduyhai-Achilles,info.archinnov.achilles.internal.metadata.parsing.propertyfiltertest.should_match_annotation,0.0,"['class', 'class', 'public', 'void', 'throws']",False
505,8244.0,0.0,doanduyhai-Achilles,info.archinnov.achilles.internal.metadata.parsing.propertyfiltertest.should_match_annotation_and_name,0.0,"['class', 'class', 'public', 'void', 'throws']",False
525,8264.0,0.0,doanduyhai-Achilles,info.archinnov.achilles.internal.metadata.parsing.entityintrospectortest.should_get_inherited_field_by_annotation_and_name,0.0,"['public', 'void', 'throws', 'class', 'class', 'class']",False
531,8270.0,0.0,doanduyhai-Achilles,info.archinnov.achilles.internal.metadata.parsing.entityintrospectortest.should_find_consistency_level_by_default,0.0,"['class', 'null', 'null', 'class', 'public', 'void', 'throws']",False
536,8275.0,0.0,doanduyhai-Achilles,info.archinnov.achilles.internal.metadata.parsing.context.entityparsingcontexttest.should_determine_schema_update_status_for_table_from_map,0.0,"['false', 'final', 'boolean', 'public', 'void', 'throws']",False
539,8278.0,0.0,doanduyhai-Achilles,info.archinnov.achilles.internal.metadata.parsing.validator.propertyparsingvalidatortest.should_exception_when_duplicate_property_meta,0.0,"['new', 'null', 'class', 'class', 'for', 'class', 'public', 'void', 'throws']",False
551,8291.0,0.0,doanduyhai-Achilles,info.archinnov.achilles.internal.metadata.discovery.achillesbootstrappertest.should_build_meta_data_with_field_level_constrained_bean,0.0,"['class', 'class', 'class', 'true', 'class', 'public', 'void', 'throws']",False
557,8297.0,0.0,doanduyhai-Achilles,info.archinnov.achilles.internal.metadata.discovery.achillesbootstrappertest.should_add_event_interceptors_to_entity_metas,0.0,"['final', 'new', 'final', 'new', 'final', 'final', 'class', 'class', 'public', 'void', 'throws']",False
559,8306.0,1.0,doanduyhai-Achilles,info.archinnov.achilles.internal.proxy.entityinterceptortest.should_return_key_when_invoking_id_getter,0.0,"['class', 'class', 'null', 'public', 'void', 'throws']",False
570,8317.0,0.0,doanduyhai-Achilles,info.archinnov.achilles.internal.proxy.entityinterceptortest.should_set_simple_value,0.0,"['class', 'new', 'public', 'void', 'throws']",False
572,8319.0,0.0,doanduyhai-Achilles,info.archinnov.achilles.internal.proxy.entityinterceptortest.should_set_list_value_to_null,0.0,"['null', 'class', 'new', 'public', 'void', 'throws']",False
578,8325.0,1.0,doanduyhai-Achilles,info.archinnov.achilles.internal.proxy.entityinterceptorbuildertest.should_build_interceptor_with_eager_fields_already_loaded,0.0,"['class', 'class', 'new', 'new', 'new', 'class', 'public', 'void', 'throws']",False
596,8344.0,0.0,doanduyhai-Achilles,info.archinnov.achilles.internal.proxy.wrapper.mapwrappertest.should_not_mark_dirty_on_remove_non_existing,0.0,"['public', 'void', 'throws']",False
601,8353.0,0.0,doanduyhai-Achilles,info.archinnov.achilles.internal.proxy.wrapper.setwrappertest.should_not_mark_dirty_on_empty_add_all,0.0,"['new', 'new', 'public', 'void', 'throws']",False
604,8356.0,0.0,doanduyhai-Achilles,info.archinnov.achilles.internal.proxy.wrapper.setwrappertest.should_return_true_on_contains,0.0,"['public', 'void', 'throws']",False
619,8373.0,0.0,doanduyhai-Achilles,info.archinnov.achilles.internal.proxy.wrapper.listwrappertest.should_mark_dirty_on_add_all,0.0,"['new', 'public', 'void', 'throws']",False
627,8381.0,0.0,doanduyhai-Achilles,info.archinnov.achilles.internal.proxy.wrapper.listwrappertest.should_get_element_at_index,0.0,"['public', 'void', 'throws']",False
634,8388.0,0.0,doanduyhai-Achilles,info.archinnov.achilles.internal.proxy.wrapper.listwrappertest.should_return_true_on_is_empty,0.0,"['public', 'void', 'throws']",False
648,8405.0,0.0,doanduyhai-Achilles,info.archinnov.achilles.internal.proxy.wrapper.builder.mapwrapperbuildertest.should_build,0.0,"['new', 'public', 'void', 'throws']",False
667,8428.0,0.0,doanduyhai-Achilles,info.archinnov.achilles.internal.proxy.dirtycheck.dirtycheckchangesettest.should_generate_update_for_remove_element_at_index,0.0,"['new', 'null', 'public', 'void', 'throws']",False
672,8433.0,0.0,doanduyhai-Achilles,info.archinnov.achilles.internal.proxy.dirtycheck.dirtycheckchangesettest.should_generate_update_for_remove_all,0.0,"['false', 'null', 'public', 'void', 'throws']",False
674,8435.0,0.0,doanduyhai-Achilles,info.archinnov.achilles.internal.proxy.dirtycheck.dirtycheckchangesettest.should_generate_update_for_assign_list_value,0.0,"['false', 'public', 'void', 'throws']",False
685,8447.0,0.0,doanduyhai-Achilles,info.archinnov.achilles.internal.consistency.consistencyoverridertest.should_get_write_level_from_entity_meta,0.0,"['final', 'public', 'void', 'throws']",False
691,8453.0,0.0,doanduyhai-Achilles,info.archinnov.achilles.internal.consistency.consistencyconvertertest.should_exception_when_no_cql_level,0.0,"['null', 'public', 'void', 'throws']",False
720,8485.0,0.0,doanduyhai-Achilles,info.archinnov.achilles.internal.context.configurationcontexttest.should_get_mapper_for_type,0.0,"['new', 'new', 'class', 'final', 'class', 'public', 'void', 'throws']",False
728,8496.0,0.0,doanduyhai-Achilles,info.archinnov.achilles.internal.context.daocontexttest.should_push_insert,0.0,"['new', 'null', 'public', 'void', 'throws']",False
736,8504.0,0.0,doanduyhai-Achilles,info.archinnov.achilles.internal.context.daocontexttest.should_load_property,0.0,"['class', 'class', 'class', 'public', 'void', 'throws']",False
738,8506.0,0.0,doanduyhai-Achilles,info.archinnov.achilles.internal.context.daocontexttest.should_execute_query,0.0,"['class', 'public', 'void', 'throws']",False
864,8648.0,0.0,doanduyhai-Achilles,info.archinnov.achilles.internal.persistence.operations.counterpersistertest.should_not_persist_counters_if_no_delta,0.0,"['final', 'long', 'final', 'public', 'void', 'throws']",False
870,8654.0,0.0,doanduyhai-Achilles,info.archinnov.achilles.internal.cql.typemappertest.should_get_string_value_from_row,0.0,"['class', 'class', 'public', 'void', 'throws']",False
879,8667.0,0.0,doanduyhai-Achilles,info.archinnov.achilles.internal.statement.wrapper.regularstatementwrappertest.should_throw_exception_on_cas_error,0.0,"['final', 'new', 'null', 'new', 'public', 'void', 'public', 'void', 'null', 'new', 'class', 'new', 'false', 'true', 'true', 'false', 'false', 'final', 'false', 'public', 'void', 'throws']",False
899,8692.0,1.0,doanduyhai-Achilles,info.archinnov.achilles.internal.statement.slicequerystatementgeneratortest.should_generate_where_clause,0.0,"['public', 'void', 'throws']",False
909,8705.0,0.0,doanduyhai-Achilles,info.archinnov.achilles.internal.statement.cache.statementcachekeytest.should_be_equals,0.0,"['new', 'class', 'new', 'class', 'public', 'void', 'throws']",False
915,8711.0,1.0,doanduyhai-Achilles,info.archinnov.achilles.internal.statement.prepared.preparedstatementgeneratortest.should_prepare_update_fields_with_clustered_id_ps,0.0,"['class', 'class', 'class', 'class', 'class', 'class', 'new', 'public', 'void', 'throws']",False
916,8712.0,0.0,doanduyhai-Achilles,info.archinnov.achilles.internal.statement.prepared.preparedstatementgeneratortest.should_exception_when_preparing_select_for_counter_type,0.0,"['class', 'class', 'new', 'class', 'for', 'public', 'void', 'throws']",False
921,8717.0,1.0,doanduyhai-Achilles,info.archinnov.achilles.internal.statement.prepared.preparedstatementgeneratortest.should_remove_entity_having_counter,0.0,"['class', 'class', 'class', 'class', 'new', 'public', 'void', 'throws']",False
934,8731.0,1.0,doanduyhai-Achilles,info.archinnov.achilles.internal.statement.prepared.preparedstatementbindertest.should_bind_for_insert_with_simple_id,0.0,"['long', 'long', 'class', 'class', 'class', 'class', 'class', 'class', 'false', 'public', 'void', 'throws']",False
942,8739.0,1.0,doanduyhai-Achilles,info.archinnov.achilles.internal.statement.prepared.preparedstatementbindertest.should_bind_for_clustered_counter_increment_decrement,0.0,"['class', 'class', 'new', 'public', 'void', 'throws']",False
944,8741.0,1.0,doanduyhai-Achilles,info.archinnov.achilles.internal.statement.prepared.preparedstatementbindertest.should_bind_for_clustered_counter_delete,0.0,"['class', 'class', 'new', 'public', 'void', 'throws']",False
946,8743.0,1.0,doanduyhai-Achilles,info.archinnov.achilles.internal.statement.prepared.preparedstatementbindertest.should_bind_for_assign_value_to_set,0.0,"['class', 'class', 'new', 'final', 'final', 'public', 'void', 'throws']",False
954,8751.0,0.0,doanduyhai-Achilles,info.archinnov.achilles.internal.statement.prepared.preparedstatementbindertest.should_bind_for_set_element_at_index_to_list,0.0,"['public', 'void', 'throws']",False
983,8781.0,0.0,doanduyhai-Achilles,info.archinnov.achilles.internal.reflection.reflectioninvokertest.should_not_set_value_when_null_field,0.0,"['class', 'null', 'public', 'void', 'throws']",False
988,8786.0,1.0,doanduyhai-Achilles,info.archinnov.achilles.internal.reflection.reflectioninvokertest.should_get_primary_key,0.0,"['new', 'class', 'class', 'public', 'void', 'throws']",False
990,8788.0,1.0,doanduyhai-Achilles,info.archinnov.achilles.internal.reflection.reflectioninvokertest.should_return_null_key_when_null_entity,0.0,"['class', 'class', 'null', 'public', 'void', 'throws']",False
998,8796.0,0.0,doanduyhai-Achilles,info.archinnov.achilles.internal.reflection.objectinstantiatortest.should_instantiate_class_without_public_constructor,0.0,"['class', 'class', 'public', 'void', 'throws']",False
1005,8805.0,0.0,doanduyhai-Achilles,info.archinnov.achilles.integration.spring.persistencemanagerfactorybeantest.should_exception_when_no_keyspace_name_set,0.0,"['class', 'public', 'void', 'throws']",False
1012,8812.0,1.0,doanduyhai-Achilles,info.archinnov.achilles.junit.achillesresourcetest.should_bootstrap_embedded_server_and_entity_manager,0.0,"['new', 'public', 'void', 'throws']",False
1029,8832.0,0.0,doanduyhai-Achilles,info.archinnov.achilles.test.integration.tests.clusteredentityit.should_persist_with_ttl,1.0,"['new', 'new', 'class', 'class', 'public', 'void', 'throws']",True
1036,8839.0,1.0,doanduyhai-Achilles,info.archinnov.achilles.test.integration.tests.clusteredentityit.should_query_with_default_params,0.0,"['long', 'class', 'class', 'class', 'new', 'new', 'public', 'void', 'throws']",False
1046,8849.0,1.0,doanduyhai-Achilles,info.archinnov.achilles.test.integration.tests.clusteredentityit.should_remove_with_default_params,0.0,"['long', 'class', 'class', 'public', 'void', 'throws']",False
