,id,id,projectName,test_name,isFlaky,java_keywords,prediction
11,7338.0,0.0,ninjaframework-ninja,ninja.resultstest.testresultshtmlwithstatuscode,0.0,"['public', 'void']",False
12,7339.0,0.0,ninjaframework-ninja,ninja.resultstest.testresultsjson,0.0,"['public', 'void']",False
25,7352.0,0.0,ninjaframework-ninja,ninja.resulttest.testredirect,0.0,"['new', 'public', 'void']",False
33,7361.0,0.0,ninjaframework-ninja,ninja.resulttest.testrendermultipleobjects,0.0,"['new', 'new', 'new', 'instanceof', 'new', 'boolean', 'false', 'try', 'catch', 'true', 'new', 'new', 'new', 'public', 'void']",False
41,7369.0,0.0,ninjaframework-ninja,ninja.routebuilderimpltest.testbasicrouteswithregex,0.0,"['new', 'public', 'public', 'public', 'void']",False
56,7386.0,0.0,ninjaframework-ninja,ninja.cookietest.testthatbuilderrejectsnullvalues,0.0,"['boolean', 'false', 'try', 'null', 'catch', 'true', 'public', 'void']",False
59,7396.0,0.0,ninjaframework-ninja,ninja.lifecycle.lifecyclesupporttest.serviceshouldbestartedwhenlifecycleserviceisstarted,0.0,"['class', 'public', 'void']",False
72,7420.0,0.0,ninjaframework-ninja,ninja.postoffice.commonsmail.commonsmailhelperimpltest.testdosetserverparameter,0.0,"['true', 'true', 'true', 'public', 'void', 'throws']",False
73,7421.0,0.0,ninjaframework-ninja,ninja.postoffice.commonsmail.commonsmailhelperimpltest.testcreatelistofaddresses,0.0,"['new', 'null', 'public', 'void', 'throws']",False
88,7446.0,0.0,ninjaframework-ninja,ninja.template.templateenginemanagerimpltest.testoverridehtml,0.0,"['class', 'class', 'public', 'void']",False
97,7460.0,0.0,ninjaframework-ninja,ninja.utils.resulthandlertest.testcachecontroldoesnotgettouchedwhenset,0.0,"['new', 'public', 'void']",False
98,7461.0,0.0,ninjaframework-ninja,ninja.utils.resulthandlertest.testrenderplainstringandsetdefaultcontenttype,0.0,"['final', 'this', 'public', 'void']",False
102,7465.0,0.0,ninjaframework-ninja,ninja.utils.resulthandlertest.testthatnohttpbodyworks,0.0,"['new', 'new', 'public', 'void']",False
103,7466.0,0.0,ninjaframework-ninja,ninja.utils.ninjamodehelpertest.testninjamodehelperworkswithnomodeset,0.0,"['false', 'public', 'void']",False
108,7471.0,0.0,ninjaframework-ninja,ninja.utils.httpcachetoolkitimpltest.testaddetag,0.0,"['new', 'false', 'true', 'false', 'true', 'public', 'void']",False
123,7488.0,0.0,ninjaframework-ninja,ninja.utils.ninjapropertiesimpltest.testgetbooleanwithdefault,0.0,"['new', 'true', 'true', 'true', 'false', 'public', 'void']",False
127,7492.0,0.0,ninjaframework-ninja,ninja.utils.cookiedatacodectest.bake_in_multiple_headers_and_values,0.0,"['final', 'new', 'final', 'final', 'new', 'public', 'void', 'throws']",False
136,7502.0,0.0,ninjaframework-ninja,ninja.utils.cookiedatacodectest.decode_values_with_gibberish_in_them,0.0,"['final', 'final', 'new', 'public', 'void', 'throws']",False
171,7539.0,0.0,ninjaframework-ninja,ninja.params.controllermethodinvokertest.intparamshouldhandlenull,0.0,"['public', 'void', 'throws']",False
180,7548.0,0.0,ninjaframework-ninja,ninja.params.controllermethodinvokertest.primlongparamshouldbeparsedtolong,0.0,"['public', 'void', 'throws']",False
197,7565.0,0.0,ninjaframework-ninja,ninja.params.controllermethodinvokertest.customargumentextractorwithguiceshouldbeinstantiated,0.0,"['new', 'public', 'void']",False
199,7567.0,0.0,ninjaframework-ninja,ninja.params.controllermethodinvokertest.validationshouldfailwhenbadrequest,0.0,"['null', 'public', 'void']",False
216,7590.0,0.0,ninjaframework-ninja,ninja.session.sessioncookietest.testhttpsonlyworks,0.0,"['new', 'true', 'public', 'void', 'throws']",False
221,7595.0,0.0,ninjaframework-ninja,ninja.session.sessioncookietest.testthatcorrectmethodofninjapropertiesisusedsothatstuffbreakswhenpropertyisabsent,0.0,"['null', 'new', 'public', 'void']",False
240,7616.0,0.0,ninjaframework-ninja,ninja.servlet.contextimpltest.testcontenttypegetsconvertedproperlyuponfinalize,0.0,"['public', 'void']",False
244,7620.0,0.0,ninjaframework-ninja,ninja.servlet.contextimpltest.testgetrequestcontenttype,0.0,"['null', 'public', 'void']",False
248,7624.0,0.0,ninjaframework-ninja,ninja.servlet.contextimpltest.testgetacceptcharset,0.0,"['null', 'public', 'void']",False
250,7626.0,0.0,ninjaframework-ninja,ninja.servlet.contextimpltest.testparsebodypostworks,0.0,"['new', 'class', 'class', 'instanceof', 'public', 'void']",False
260,7636.0,0.0,ninjaframework-ninja,controllers.applicationcontrollertest.makesuresessionsgetsenttoclient,0.0,"['null', 'public', 'void']",False
262,7638.0,0.0,ninjaframework-ninja,controllers.applicationcontrollertest.testthatvalidationworks,0.0,"['public', 'void']",False
292,7689.0,0.0,ninjaframework-ninja,controllers.applicationcontrollertest.testthathomepageworks,1.0,"['public', 'void']",True
294,7689.0,0.0,ninjaframework-ninja,controllers.applicationcontrollertest.testthathomepageworks,1.0,"['public', 'void']",True
301,7671.0,0.0,ninjaframework-ninja,controllers.loginlogoutcontrollertest.testloginglogout,0.0,"['new', 'new', 'new', 'public', 'void']",False
311,7661.0,0.0,ninjaframework-ninja,controllers.apicontrollertest.testgetandpostarticleviajson,0.0,"['class', 'new', 'new', 'new', 'class', 'public', 'void', 'throws']",False
330,7662.0,0.0,ninjaframework-ninja,controllers.apicontrollertest.testgetandpostarticleviaxml,0.0,"['new', 'false', 'new', 'class', 'new', 'new', 'new', 'class', 'public', 'void', 'throws']",False
346,7698.0,0.0,ninjaframework-ninja,controllers.routestest.testrouting,0.0,"['class', 'class', 'public', 'void']",False
5,7332.0,0.0,ninjaframework-ninja,ninja.resultstest.testresultsnocontent,0.0,"['instanceof', 'public', 'void']",False
24,7351.0,0.0,ninjaframework-ninja,ninja.resulttest.testsetandgettemplate,0.0,"['new', 'public', 'void']",False
30,7357.0,0.0,ninjaframework-ninja,ninja.resulttest.testsettingofcharsetworks,0.0,"['new', 'public', 'void']",False
40,7368.0,0.0,ninjaframework-ninja,ninja.routebuilderimpltest.testbasicroutes,0.0,"['new', 'public', 'void']",False
49,7379.0,0.0,ninjaframework-ninja,ninja.securefiltertest.testsecurefilter,0.0,"['null', 'public', 'void']",False
60,7397.0,0.0,ninjaframework-ninja,ninja.lifecycle.lifecyclesupporttest.serviceshouldbestartedifaccessedafterlifecycleserviceisstarted,0.0,"['class', 'public', 'void']",False
68,7410.0,0.0,ninjaframework-ninja,ninja.lifecycle.lifecyclesupporttest.providedsingletondisposableshouldbedisposed,0.0,"['new', 'protected', 'void', 'public', 'return', 'new', 'public', 'void']",False
95,7457.0,0.0,ninjaframework-ninja,ninja.utils.ninjapropertiesimpltooltest.testnothinghappenswhenapplicationsecretisthere,0.0,"['new', 'new', 'boolean', 'true', 'new', 'false', 'new', 'new', 'public', 'void', 'throws']",False
106,7469.0,0.0,ninjaframework-ninja,ninja.utils.ninjamodehelpertest.testninjamodehelperworkswithprodset,0.0,"['public', 'void']",False
113,7477.0,0.0,ninjaframework-ninja,ninja.utils.ninjapropertiesimpltest.testgetintegerparsing,0.0,"['new', 'new', 'null', 'public', 'void']",False
121,7486.0,0.0,ninjaframework-ninja,ninja.utils.ninjapropertiesimpltest.testgetwithdefault,0.0,"['new', 'default', 'default', 'default', 'public', 'void']",False
137,7503.0,0.0,ninjaframework-ninja,ninja.utils.httpheaderutilstest.testgetcontenttypefromcontenttypeandcharactersetting,0.0,"['public', 'void']",False
139,7505.0,0.0,ninjaframework-ninja,ninja.utils.httpheaderutilstest.testgetcharactersetofcontenttypeorutf8,0.0,"['public', 'void']",False
155,7522.0,0.0,ninjaframework-ninja,ninja.i18n.messagesimpltest.testiparameterized18nwithcontextandresult,0.0,"['new', 'new', 'new', 'this', 'this', 'this', 'public', 'void']",False
189,7557.0,0.0,ninjaframework-ninja,ninja.params.controllermethodinvokertest.doubleparamshouldbeparsedtodouble,0.0,"['public', 'void', 'throws']",False
191,7559.0,0.0,ninjaframework-ninja,ninja.params.controllermethodinvokertest.doublevalidationshouldwork,0.0,"['null', 'public', 'void', 'throws']",False
198,7566.0,0.0,ninjaframework-ninja,ninja.params.controllermethodinvokertest.multipledifferentextractorsshouldworkfine,0.0,"['public', 'void']",False
205,7573.0,0.0,ninjaframework-ninja,ninja.params.controllermethodinvokertest.toomanybodiesshouldbeflagged,0.0,"['public', 'void']",False
211,7579.0,0.0,ninjaframework-ninja,ninja.params.controllermethodinvokertest.validationfailedwiththreefields,0.0,"['for', 'int', 'public', 'void']",False
233,7609.0,0.0,ninjaframework-ninja,ninja.servlet.contextimpltest.hascookietest,0.0,"['new', 'new', 'public', 'void']",False
235,7611.0,0.0,ninjaframework-ninja,ninja.servlet.contextimpltest.testgetpathparameter,0.0,"['null', 'public', 'void']",False
237,7613.0,0.0,ninjaframework-ninja,ninja.servlet.contextimpltest.testgetpathparameterasinteger,0.0,"['null', 'new', 'public', 'void']",False
257,7633.0,0.0,ninjaframework-ninja,controllers.uploadcontrollertest.testthatuploadworks,0.0,"['new', 'public', 'void']",False
261,7637.0,0.0,ninjaframework-ninja,controllers.applicationcontrollertest.testthatpathparamparsingworks,0.0,"['this', 'public', 'void']",False
264,7640.0,0.0,ninjaframework-ninja,controllers.applicationcontrollertest.testflashsuccessworks,0.0,"['public', 'void']",False
280,7657.0,0.0,ninjaframework-ninja,controllers.applicationcontrollertest.testthathomepageworks,1.0,"['public', 'void']",True
283,7669.0,0.0,ninjaframework-ninja,controllers.applicationcontrollertest.testthathomepageworks,1.0,"['public', 'void']",True
295,7659.0,0.0,ninjaframework-ninja,controllers.loginlogoutcontrollertest.testloginglogout,0.0,"['new', 'new', 'new', 'public', 'void']",False
300,7671.0,0.0,ninjaframework-ninja,controllers.loginlogoutcontrollertest.testloginglogout,0.0,"['new', 'new', 'new', 'public', 'void']",False
302,7671.0,0.0,ninjaframework-ninja,controllers.loginlogoutcontrollertest.testloginglogout,0.0,"['new', 'new', 'new', 'public', 'void']",False
305,7681.0,0.0,ninjaframework-ninja,controllers.loginlogoutcontrollertest.testloginglogout,0.0,"['new', 'new', 'new', 'public', 'void']",False
308,7691.0,0.0,ninjaframework-ninja,controllers.loginlogoutcontrollertest.testloginglogout,0.0,"['new', 'new', 'new', 'public', 'void']",False
319,7683.0,0.0,ninjaframework-ninja,controllers.apicontrollertest.testgetandpostarticleviajson,0.0,"['class', 'new', 'new', 'new', 'class', 'public', 'void', 'throws']",False
