,id,projectName,testCase,isFlaky,prediction
5,8987.0,kevinsawicki-http-request,com.github.kevinsawicki.http.httprequesttest.getnocontent,0.0,False
6,8989.0,kevinsawicki-http-request,com.github.kevinsawicki.http.httprequesttest.geturlencodedwithspace,1.0,False
23,9023.0,kevinsawicki-http-request,com.github.kevinsawicki.http.httprequesttest.postmultiplefiles,0.0,False
29,9035.0,kevinsawicki-http-request,com.github.kevinsawicki.http.httprequesttest.postemptyform,0.0,False
30,9037.0,kevinsawicki-http-request,com.github.kevinsawicki.http.httprequesttest.chunkpost,0.0,False
38,9053.0,kevinsawicki-http-request,com.github.kevinsawicki.http.httprequesttest.getbufferedreader,0.0,False
46,9069.0,kevinsawicki-http-request,com.github.kevinsawicki.http.httprequesttest.dateheader,0.0,False
79,9132.0,kevinsawicki-http-request,com.github.kevinsawicki.http.httprequesttest.senderrorclosestream,0.0,False
87,9150.0,kevinsawicki-http-request,com.github.kevinsawicki.http.httprequesttest.getsingleparameter,0.0,False
94,9164.0,kevinsawicki-http-request,com.github.kevinsawicki.http.httprequesttest.getemptyparameters,0.0,False
95,9166.0,kevinsawicki-http-request,com.github.kevinsawicki.http.httprequesttest.getparameters,0.0,False
98,9172.0,kevinsawicki-http-request,com.github.kevinsawicki.http.httprequesttest.missingdateheader,0.0,False
103,9182.0,kevinsawicki-http-request,com.github.kevinsawicki.http.httprequesttest.postformentrywithnullvalue,0.0,False
105,9186.0,kevinsawicki-http-request,com.github.kevinsawicki.http.httprequesttest.postwithvaragsqueryparams,1.0,False
116,9208.0,kevinsawicki-http-request,com.github.kevinsawicki.http.httprequesttest.deletewithescapedvarargsqueryparams,0.0,False
146,9249.0,kevinsawicki-http-request,com.github.kevinsawicki.http.httprequesttest.notmodifiedcode,0.0,False
158,9277.0,kevinsawicki-http-request,com.github.kevinsawicki.http.httprequesttest.uploadprogresssendbytearray,0.0,False
1,8981.0,kevinsawicki-http-request,com.github.kevinsawicki.http.httprequesttest.malformedstringurlcause,0.0,False
12,9001.0,kevinsawicki-http-request,com.github.kevinsawicki.http.httprequesttest.optionsurlempty,0.0,False
19,9015.0,kevinsawicki-http-request,com.github.kevinsawicki.http.httprequesttest.postempty,0.0,False
31,9039.0,kevinsawicki-http-request,com.github.kevinsawicki.http.httprequesttest.getnonemptystring,0.0,False
37,9051.0,kevinsawicki-http-request,com.github.kevinsawicki.http.httprequesttest.sendwithwriter,0.0,False
48,9073.0,kevinsawicki-http-request,com.github.kevinsawicki.http.httprequesttest.locationheader,0.0,False
51,9079.0,kevinsawicki-http-request,com.github.kevinsawicki.http.httprequesttest.requestcontenttype,0.0,True
52,9081.0,kevinsawicki-http-request,com.github.kevinsawicki.http.httprequesttest.requestcontenttypenullcharset,0.0,True
53,9083.0,kevinsawicki-http-request,com.github.kevinsawicki.http.httprequesttest.requestcontenttypeemptycharset,0.0,True
57,9091.0,kevinsawicki-http-request,com.github.kevinsawicki.http.httprequesttest.getallheaders,0.0,False
60,9097.0,kevinsawicki-http-request,com.github.kevinsawicki.http.httprequesttest.acceptheader,0.0,True
99,9174.0,kevinsawicki-http-request,com.github.kevinsawicki.http.httprequesttest.malformeddateheader,0.0,False
107,9190.0,kevinsawicki-http-request,com.github.kevinsawicki.http.httprequesttest.postwithescapedvarargsqueryparams,1.0,True
134,9235.0,kevinsawicki-http-request,com.github.kevinsawicki.http.httprequesttest.appendemptyvarargsqueryparams,0.0,False
143,9244.0,kevinsawicki-http-request,com.github.kevinsawicki.http.httprequesttest.appendlistqueryparams,0.0,False
155,9269.0,kevinsawicki-http-request,com.github.kevinsawicki.http.httprequesttest.bodyofnonemptyerrorresponse,0.0,False
33,9043.0,kevinsawicki-http-request,com.github.kevinsawicki.http.httprequesttest.getwithresponsecharsetassecondparam,0.0,False
36,9049.0,kevinsawicki-http-request,com.github.kevinsawicki.http.httprequesttest.getreader,0.0,False
41,9059.0,kevinsawicki-http-request,com.github.kevinsawicki.http.httprequesttest.geterror,0.0,False
49,9075.0,kevinsawicki-http-request,com.github.kevinsawicki.http.httprequesttest.contentencodingheader,0.0,False
56,9089.0,kevinsawicki-http-request,com.github.kevinsawicki.http.httprequesttest.emptyheaders,0.0,False
59,9095.0,kevinsawicki-http-request,com.github.kevinsawicki.http.httprequesttest.useragentheader,0.0,True
65,9107.0,kevinsawicki-http-request,com.github.kevinsawicki.http.httprequesttest.ifmodifiedsinceheader,0.0,False
69,9115.0,kevinsawicki-http-request,com.github.kevinsawicki.http.httprequesttest.receiveappendable,0.0,False
83,9142.0,kevinsawicki-http-request,com.github.kevinsawicki.http.httprequesttest.getgzipped,0.0,False
85,9146.0,kevinsawicki-http-request,com.github.kevinsawicki.http.httprequesttest.getheaders,0.0,False
88,9152.0,kevinsawicki-http-request,com.github.kevinsawicki.http.httprequesttest.getmultipleparameters,0.0,False
100,9176.0,kevinsawicki-http-request,com.github.kevinsawicki.http.httprequesttest.missingintheader,0.0,False
104,9184.0,kevinsawicki-http-request,com.github.kevinsawicki.http.httprequesttest.postwithmappedqueryparams,1.0,True
128,9229.0,kevinsawicki-http-request,com.github.kevinsawicki.http.httprequesttest.appendvarargsqueryparamswithpath,0.0,False
137,9238.0,kevinsawicki-http-request,com.github.kevinsawicki.http.httprequesttest.appendoddnumberofparams,0.0,False
142,9243.0,kevinsawicki-http-request,com.github.kevinsawicki.http.httprequesttest.appendarrayqueryparams,0.0,False
4,8985.0,kevinsawicki-http-request,com.github.kevinsawicki.http.httprequesttest.geturlempty,0.0,False
8,8993.0,kevinsawicki-http-request,com.github.kevinsawicki.http.httprequesttest.geturlencodedwithpercent,1.0,False
13,9003.0,kevinsawicki-http-request,com.github.kevinsawicki.http.httprequesttest.headempty,0.0,False
27,9031.0,kevinsawicki-http-request,com.github.kevinsawicki.http.httprequesttest.postform,0.0,False
28,9033.0,kevinsawicki-http-request,com.github.kevinsawicki.http.httprequesttest.postformwithnocharset,0.0,False
64,9105.0,kevinsawicki-http-request,com.github.kevinsawicki.http.httprequesttest.acceptencodingheader,0.0,True
77,9127.0,kevinsawicki-http-request,com.github.kevinsawicki.http.httprequesttest.singlesslsocketfactory,1.0,False
78,9128.0,kevinsawicki-http-request,com.github.kevinsawicki.http.httprequesttest.senderrorreadstream,0.0,False
82,9140.0,kevinsawicki-http-request,com.github.kevinsawicki.http.httprequesttest.gettooutputbodywithcharset,0.0,False
