,id,projectName,testCase,isFlaky,prediction
9,9295.0,qos-ch-logback,ch.qos.logback.core.asyncappenderbasetest.invalidqueuecapacityshouldresultinnonstartedappender,0.0,False
13,9302.0,qos-ch-logback,ch.qos.logback.core.outputstreamappendertest.nullpresentationfooter,0.0,False
35,9329.0,qos-ch-logback,ch.qos.logback.core.subst.tokenizertest.nested,0.0,False
39,9333.0,qos-ch-logback,ch.qos.logback.core.subst.tokenizertest.defaultseparatoroutsidevariable,0.0,False
40,9334.0,qos-ch-logback,ch.qos.logback.core.subst.parsertest.literal,0.0,False
48,9342.0,qos-ch-logback,ch.qos.logback.core.subst.parsertest.withdefault,0.0,False
59,9357.0,qos-ch-logback,ch.qos.logback.core.boolex.matchertest.testcaseinsensitive,0.0,False
69,9373.0,qos-ch-logback,ch.qos.logback.core.status.statusutiltest.statuslistshouldreturnlastresettime,0.0,False
72,9376.0,qos-ch-logback,ch.qos.logback.core.status.statusbasetest.testeffectivelevel,0.0,False
75,9383.0,qos-ch-logback,ch.qos.logback.core.pattern.spacepaddertest.longstring,0.0,False
88,9398.0,qos-ch-logback,ch.qos.logback.core.pattern.parser.compilertest.testunknownword,0.0,False
91,9403.0,qos-ch-logback,ch.qos.logback.core.pattern.parser.samplepatternlayouttest.testescapeclosingparentheses,0.0,False
97,9410.0,qos-ch-logback,ch.qos.logback.core.pattern.parser.tokenstreamtest.testbasic,0.0,False
111,9424.0,qos-ch-logback,ch.qos.logback.core.pattern.parser.parsertest.testbasic,0.0,False
125,9438.0,qos-ch-logback,ch.qos.logback.core.spi.cyclicbuffertrackertest.destroy,0.0,False
150,9473.0,qos-ch-logback,ch.qos.logback.core.net.defaultsocketconnectortest.testconnect,0.0,False
161,9490.0,qos-ch-logback,ch.qos.logback.core.net.server.abstractserversocketappendertest.teststartwhenalreadystarted,0.0,False
162,9491.0,qos-ch-logback,ch.qos.logback.core.net.server.abstractserversocketappendertest.teststopthrowsexception,0.0,False
167,9497.0,qos-ch-logback,ch.qos.logback.core.net.ssl.securerandomfactorybeantest.testunknownprovider,0.0,False
180,9512.0,qos-ch-logback,ch.qos.logback.core.net.ssl.sslparametersconfigurationtest.testsetexcludedprotocols,0.0,False
192,9524.0,qos-ch-logback,ch.qos.logback.core.net.ssl.trustmanagerfactoryfactorybeantest.testdefaults,0.0,False
206,9542.0,qos-ch-logback,ch.qos.logback.core.util.contenttypeutiltest.smoke,0.0,False
211,9549.0,qos-ch-logback,ch.qos.logback.core.util.fileutiltest.basiccopyingworks,1.0,False
221,9560.0,qos-ch-logback,ch.qos.logback.core.util.stringcollectionutiltest.testretainmatchingwithmatchingpattern,0.0,False
229,9569.0,qos-ch-logback,ch.qos.logback.core.util.locationutiltest.testexplicitclasspathurlemptypath,0.0,False
230,9570.0,qos-ch-logback,ch.qos.logback.core.util.locationutiltest.testexplicitclasspathurlwithrootpath,0.0,False
237,9593.0,qos-ch-logback,ch.qos.logback.core.joran.event.saxeventrecordertest.test3,0.0,False
238,9594.0,qos-ch-logback,ch.qos.logback.core.joran.event.saxeventrecordertest.bodywithspacesandquotes,0.0,False
246,9607.0,qos-ch-logback,ch.qos.logback.core.joran.spi.simplerulestoretest.testslashsuffix,0.0,False
259,9622.0,qos-ch-logback,ch.qos.logback.core.joran.spi.defaultnestedcomponentregistrytest.absent,0.0,False
261,9624.0,qos-ch-logback,ch.qos.logback.core.joran.spi.elementselectortest.testsuffix,0.0,False
286,9657.0,qos-ch-logback,ch.qos.logback.core.joran.action.propertyactiontest.noname,0.0,False
289,9660.0,qos-ch-logback,ch.qos.logback.core.joran.action.propertyactiontest.testloadfilewithprerequisitesubsitution,0.0,False
290,9661.0,qos-ch-logback,ch.qos.logback.core.joran.action.propertyactiontest.testloadfile,0.0,False
305,9684.0,qos-ch-logback,ch.qos.logback.core.joran.util.propertysettertest.testsetcamelproperty,0.0,False
309,9688.0,qos-ch-logback,ch.qos.logback.core.joran.util.propertysettertest.testpropertycollection,0.0,False
325,9714.0,qos-ch-logback,ch.qos.logback.core.rolling.timebasedrollingtest.withcompression_fileblank_norestart_2,0.0,True
326,9715.0,qos-ch-logback,ch.qos.logback.core.rolling.timebasedrollingtest.nocompression_fileblank_stoprestart_3,0.0,False
330,9719.0,qos-ch-logback,ch.qos.logback.core.rolling.timebasedrollingtest.withcompression_fileset_norestart_6,0.0,True
333,9722.0,qos-ch-logback,ch.qos.logback.core.rolling.timebasedrollingtest.failed_rename,0.0,False
336,9729.0,qos-ch-logback,ch.qos.logback.core.rolling.rollingfileappendertest.testfilepropertyafterrollingpolicy,0.0,False
345,9747.0,qos-ch-logback,ch.qos.logback.core.rolling.sizeandtimebasedfnatp_test.nocompression_fileblank_norestart_2,0.0,False
348,9750.0,qos-ch-logback,ch.qos.logback.core.rolling.sizeandtimebasedfnatp_test.withgzcompression_fileset_norestart_5,0.0,False
350,9752.0,qos-ch-logback,ch.qos.logback.core.rolling.sizeandtimebasedfnatp_test.withzipcompression_fileset_norestart_7,0.0,True
391,9815.0,qos-ch-logback,ch.qos.logback.classic.boolex.geventevaluatortest.marker,0.0,False
393,9817.0,qos-ch-logback,ch.qos.logback.classic.boolex.geventevaluatortest.mdc,0.0,False
400,9827.0,qos-ch-logback,ch.qos.logback.classic.loggercontexttest.testdotdot,0.0,False
413,9842.0,qos-ch-logback,ch.qos.logback.classic.loggertest.testadditive,0.0,False
460,9911.0,qos-ch-logback,ch.qos.logback.classic.pattern.convertertest.testmessage,0.0,False
476,9930.0,qos-ch-logback,ch.qos.logback.classic.pattern.extendedthrowableproxyconvertertest.nested,0.0,False
526,10010.0,qos-ch-logback,ch.qos.logback.classic.db.names.simpledbnameresolvertest.shouldreturntableandcolumnnameswithbothprefixandsuffix,0.0,False
