,id,id,projectName,test_name,isFlaky,java_keywords,prediction
1,12666.0,0.0,apache-hbase,org.apache.hadoop.hbase.testkeyvalue.testbasics,0.0,"['null', 'null', 'null', 'null', 'public', 'void', 'throws']",False
8,12676.0,0.0,apache-hbase,org.apache.hadoop.hbase.testhmsg.testserialization,0.0,"['byte', 'byte', 'byte', 'new', 'new', 'new', 'byte', 'new', 'new', 'new', 'new', 'new', 'new', 'new', 'public', 'void', 'throws']",False
18,12715.0,0.0,apache-hbase,org.apache.hadoop.hbase.io.hfile.testlrublockcache.testscanresistance,0.0,"['long', 'long', 'new', 'false', 'int', 'for', 'for', 'int', 'null', 'null', 'null', 'null', 'for', 'int', 'public', 'void', 'throws']",False
20,12722.0,0.0,apache-hbase,org.apache.hadoop.hbase.io.hfile.testcachedblockqueue.testqueue,0.0,"['new', 'new', 'new', 'new', 'new', 'new', 'new', 'new', 'new', 'new', 'new', 'long', 'public', 'void', 'throws']",False
22,12724.0,0.0,apache-hbase,org.apache.hadoop.hbase.master.testservermanager.testisdead,0.0,"['new', 'final', 'false', 'true', 'false', 'true', 'true', 'true', 'public', 'void']",False
28,12739.0,0.0,apache-hbase,org.apache.hadoop.hbase.util.testbytes.testsplit2,0.0,"['byte', 'byte', 'byte', 'byte', 'for', 'int', 'public', 'void', 'throws']",False
36,12750.0,0.0,apache-hbase,org.apache.hadoop.hbase.client.testhtablepool.testtablewithstringname,0.0,"['new', 'null', 'public', 'void']",False
45,12763.0,0.0,apache-hbase,org.apache.hadoop.hbase.regionserver.testmemstore.testputsamekey,0.0,"['byte', 'new', 'this', 'byte', 'new', 'this', 'this', 'this', 'public', 'void']",False
79,12811.0,0.0,apache-hbase,org.apache.hadoop.hbase.regionserver.teststorescanner.testdeleteversionsametimestamp,0.0,"['new', 'new', 'new', 'new', 'new', 'new', 'public', 'void', 'throws']",False
90,12822.0,0.0,apache-hbase,org.apache.hadoop.hbase.filter.testpagefilter.testserialization,0.0,"['new', 'new', 'new', 'byte', 'new', 'new', 'new', 'public', 'void', 'throws']",False
95,12833.0,0.0,apache-hbase,org.apache.hadoop.hbase.filter.testfilterlist.testmpall,0.0,"['new', 'new', 'new', 'new', 'new', 'byte', 'for', 'int', 'new', 'new', 'public', 'void', 'throws']",False
114,12890.0,0.0,apache-hbase,org.apache.hadoop.hbase.stargate.model.teststorageclusterstatusmodel.testbuildmodel,0.0,"['public', 'void', 'throws']",False
115,12891.0,0.0,apache-hbase,org.apache.hadoop.hbase.stargate.model.teststorageclusterstatusmodel.testfromxml,0.0,"['public', 'void', 'throws']",False
132,12948.0,0.0,apache-hbase,org.apache.hadoop.hbase.stargate.model.testtableinfomodel.testfrompb,0.0,"['public', 'void', 'throws']",False
136,12966.0,0.0,apache-hbase,org.apache.hadoop.hbase.stargate.model.testtablelistmodel.testbuildmodel,0.0,"['public', 'void', 'throws']",False
159,13023.0,0.0,apache-hbase,org.apache.hadoop.hbase.stargate.testtableresource.testtablelistjson,1.0,"['public', 'void', 'throws']",True
172,13043.0,0.0,apache-hbase,org.apache.hadoop.hbase.stargate.util.testhtabletokenbucket.testtokenbucket,1.0,"['new', 'int', 'for', 'int', 'int', 'public', 'void', 'throws']",True
180,13056.0,0.0,apache-hbase,org.apache.hadoop.hbase.stargate.testversionresource.testgetstargateversionpb,1.0,"['new', 'public', 'void', 'throws']",True
182,13058.0,0.0,apache-hbase,org.apache.hadoop.hbase.stargate.testversionresource.testgetstorageclusterversionxml,1.0,"['new', 'public', 'void', 'throws']",True
215,13127.0,0.0,apache-hbase,org.apache.hadoop.hbase.regionserver.testhregion.testdeletecolumns_postinsert,0.0,"['new', 'public', 'void', 'throws']",False
228,13143.0,0.0,apache-hbase,org.apache.hadoop.hbase.regionserver.testhregion.testscanner_explicitcolumns_fromfilesonly_enforceversions,0.0,"['byte', 'byte', 'byte', 'byte', 'byte', 'byte', 'long', 'long', 'long', 'this', 'null', 'new', 'null', 'new', 'null', 'new', 'null', 'new', 'null', 'new', 'null', 'new', 'null', 'new', 'new', 'new', 'new', 'boolean', 'false', 'for', 'int', 'public', 'void', 'throws']",False
240,13157.0,0.0,apache-hbase,org.apache.hadoop.hbase.regionserver.testhregion.testbasicsplit,0.0,"['byte', 'byte', 'this', 'try', 'byte', 'try', 'for', 'int', 'for', 'int', 'for', 'int', 'byte', 'new', 'byte', 'for', 'int', 'new', 'for', 'int', 'null', 'if', 'null', 'for', 'int', 'int', 'byte', 'for', 'finally', 'for', 'int', 'try', 'catch', 'finally', 'if', 'null', 'public', 'void', 'throws']",False
247,13174.0,0.0,apache-hbase,org.apache.hadoop.hbase.regionserver.wal.testhlog.testsplit,1.0,"['final', 'byte', 'final', 'byte', 'new', 'this', 'this', 'this', 'this', 'null', 'final', 'int', 'new', 'for', 'int', 'new', 'new', 'false', 'try', 'for', 'int', 'for', 'int', 'for', 'int', 'new', 'byte', 'byte', 'byte', 'new', 'this', 'this', 'this', 'this', 'this', 'null', 'finally', 'if', 'null', 'public', 'void', 'throws']",True
273,13219.0,0.0,apache-hbase,org.apache.hadoop.hbase.regionserver.testgetdeletetracker.testisdeleted_deletecolumn,0.0,"['new', 'for', 'true', 'public', 'void']",False
274,13220.0,0.0,apache-hbase,org.apache.hadoop.hbase.regionserver.testgetdeletetracker.testisdeleted_deletefamily,0.0,"['new', 'for', 'true', 'public', 'void']",False
277,13226.0,0.0,apache-hbase,org.apache.hadoop.hbase.master.testmastertransitions.testaddingserverbeforeoldisdead2413,1.0,"['int', 'int', 'int', 'try', 'null', 'while', 'true', 'try', 'break', 'catch', 'if', 'null', 'instanceof', 'if', 'null', 'instanceof', 'while', 'finally', 'public', 'void', 'throws']",True
281,13252.0,0.0,apache-hbase,org.apache.hadoop.hbase.mapreduce.testtableinputformatscan.testscanemptytoapp,1.0,"['null', 'public', 'void', 'throws']",True
285,13256.0,0.0,apache-hbase,org.apache.hadoop.hbase.mapreduce.testtableinputformatscan.testscanobbtoopp,1.0,"['public', 'void', 'throws']",True
288,13259.0,0.0,apache-hbase,org.apache.hadoop.hbase.mapreduce.testtableinputformatscan.testscanyyxtoempty,1.0,"['null', 'public', 'void', 'throws']",True
292,13267.0,0.0,apache-hbase,org.apache.hadoop.hbase.client.testadmin.testcreatetablewithregions,1.0,"['byte', 'byte', 'new', 'byte', 'new', 'byte', 'new', 'byte', 'new', 'byte', 'new', 'byte', 'new', 'byte', 'new', 'byte', 'new', 'byte', 'new', 'byte', 'int', 'new', 'new', 'new', 'null', 'null', 'byte', 'byte', 'byte', 'new', 'new', 'new', 'new', 'null', 'new', 'byte', 'new', 'byte', 'new', 'byte', 'new', 'byte', 'new', 'byte', 'new', 'byte', 'new', 'byte', 'new', 'byte', 'new', 'byte', 'new', 'byte', 'new', 'byte', 'new', 'byte', 'new', 'byte', 'new', 'byte', 'new', 'byte', 'new', 'byte', 'new', 'byte', 'new', 'byte', 'null', 'new', 'byte', 'new', 'byte', 'byte', 'new', 'new', 'new', 'new', 'new', 'byte', 'new', 'byte', 'new', 'byte', 'new', 'byte', 'new', 'byte', 'byte', 'new', 'new', 'new', 'try', 'this', 'false', 'catch', 'public', 'void', 'throws']",True
296,13272.0,0.0,apache-hbase,org.apache.hadoop.hbase.client.testadmin.testemptyhhtabledescriptor,0.0,"['this', 'new', 'public', 'void', 'throws']",True
307,13286.0,0.0,apache-hbase,org.apache.hadoop.hbase.regionserver.teststorefile.testbasichalfmapfile,1.0,"['this', 'new', 'new', 'this', 'null', 'null', 'new', 'this', 'true', 'false', 'public', 'void', 'throws']",False
308,13288.0,0.0,apache-hbase,org.apache.hadoop.hbase.regionserver.teststorefile.testreference,1.0,"['new', 'new', 'this', 'new', 'this', 'null', 'null', 'new', 'this', 'true', 'false', 'byte', 'byte', 'new', 'this', 'true', 'false', 'false', 'false', 'for', 'boolean', 'true', 'if', 'false', 'public', 'void', 'throws']",False
330,13333.0,0.0,apache-hbase,org.apache.hadoop.hbase.regionserver.testkeyvalueheap.testseek,0.0,"['new', 'new', 'new', 'new', 'new', 'new', 'new', 'new', 'new', 'new', 'new', 'new', 'new', 'new', 'new', 'new', 'new', 'new', 'new', 'new', 'new', 'null', 'null', 'new', 'for', 'int', 'if', 'public', 'void']",False
341,13345.0,0.0,apache-hbase,org.apache.hadoop.hbase.regionserver.testwildcardcolumntracker.teststackoverflow,0.0,"['int', 'new', 'for', 'int', 'byte', 'for', 'int', 'byte', 'public', 'void']",False
