,id,id,projectName,test_name,isFlaky,java_keywords,prediction
12,6057.0,0.0,square-okhttp,com.squareup.okhttp.internal.bitarraytest.clearbits_variablecapacity,0.0,"['new', 'public', 'void']",False
29,6077.0,0.0,square-okhttp,com.squareup.okhttp.dispatchertest.cancelingreadyjobpreventsitfromstarting,0.0,"['public', 'void', 'throws']",False
40,6092.0,0.0,square-okhttp,com.squareup.okhttp.asyncapitest.doesnotfollow21redirects,0.0,"['for', 'int', 'new', 'new', 'public', 'void', 'throws']",False
44,6101.0,0.0,square-okhttp,com.squareup.okhttp.asyncapitest.postbodyretransmittedonredirect,0.0,"['new', 'new', 'new', 'public', 'void', 'throws']",False
53,6112.0,0.0,square-okhttp,com.squareup.okhttp.connectionpooltest.differentaddressconnectionnotreturned,0.0,"['new', 'public', 'void', 'throws']",False
54,6113.0,0.0,square-okhttp,com.squareup.okhttp.connectionpooltest.gettingspdyconnectionpromotesittofrontofqueue,0.0,"['new', 'public', 'void', 'throws']",False
70,6130.0,0.0,square-okhttp,com.squareup.okhttp.mediatypetest.testmultiplecharsets,0.0,"['try', 'catch', 'public', 'void']",False
72,6132.0,0.0,square-okhttp,com.squareup.okhttp.mediatypetest.testunsupportedcharset,0.0,"['try', 'catch', 'public', 'void']",False
76,6143.0,0.0,square-okhttp,com.squareup.okhttp.internal.http.responsecacheadaptertest.put_requestheaderspartlyunavailable,0.0,"['final', 'new', 'new', 'public', 'throws', 'try', 'catch', 'return', 'null', 'public', 'void', 'throws']",False
85,6163.0,0.0,square-okhttp,com.squareup.okhttp.internal.http.responsecacheadaptertest.put_https_extrahttpsmethods,0.0,"['final', 'new', 'new', 'public', 'throws', 'return', 'null', 'public', 'void', 'throws']",False
87,6173.0,0.0,square-okhttp,com.squareup.okhttp.internal.http.routeselectortest.singleroute,0.0,"['new', 'null', 'null', 'null', 'new', 'new', 'false', 'try', 'catch', 'public', 'void', 'throws']",False
90,6176.0,0.0,square-okhttp,com.squareup.okhttp.internal.http.routeselectortest.explicitdirectproxy,0.0,"['new', 'null', 'null', 'new', 'new', 'false', 'false', 'public', 'void', 'throws']",False
93,6179.0,0.0,square-okhttp,com.squareup.okhttp.internal.http.routeselectortest.proxyselectorreturnsmultipleproxies,0.0,"['new', 'null', 'null', 'null', 'new', 'new', 'false', 'false', 'false', 'false', 'public', 'void', 'throws']",False
116,6207.0,0.0,square-okhttp,com.squareup.okhttp.internal.http.urlconnectiontest.chunkedconnectionsarepooled,0.0,"['new', 'public', 'void', 'throws']",False
124,6216.0,0.0,square-okhttp,com.squareup.okhttp.internal.http.urlconnectiontest.fixedlengthupload_bytebybyte,0.0,"['public', 'void', 'throws']",True
133,6226.0,0.0,square-okhttp,com.squareup.okhttp.internal.http.urlconnectiontest.sslfallbacknotusedwhenrecycledconnectionfails,0.0,"['false', 'new', 'new', 'new', 'public', 'void', 'throws']",False
144,6239.0,0.0,square-okhttp,com.squareup.okhttp.internal.http.urlconnectiontest.connectviahttpproxytohttpsusinghttpsproxysystemproperty,0.0,"['public', 'void', 'throws']",False
152,6249.0,0.0,square-okhttp,com.squareup.okhttp.internal.http.urlconnectiontest.defaultrequestproperty,0.0,"['public', 'void', 'throws']",False
158,6257.0,0.0,square-okhttp,com.squareup.okhttp.internal.http.urlconnectiontest.missingchunkbody,0.0,"['new', 'try', 'catch', 'public', 'void', 'throws']",False
161,6260.0,0.0,square-okhttp,com.squareup.okhttp.internal.http.urlconnectiontest.gzipandconnectionreusewithfixedlength,0.0,"['false', 'public', 'void', 'throws']",False
165,6264.0,0.0,square-okhttp,com.squareup.okhttp.internal.http.urlconnectiontest.clientconfiguredcustomcontentencoding,1.0,"['new', 'public', 'void', 'throws']",False
174,6276.0,0.0,square-okhttp,com.squareup.okhttp.internal.http.urlconnectiontest.digestauthentication,1.0,"['public', 'void', 'throws']",False
199,6306.0,0.0,square-okhttp,com.squareup.okhttp.internal.http.urlconnectiontest.redirectedfromhttptohttpsfollowingprotocolredirects,0.0,"['new', 'false', 'new', 'new', 'new', 'true', 'instanceof', 'public', 'void', 'throws']",False
220,6329.0,0.0,square-okhttp,com.squareup.okhttp.internal.http.urlconnectiontest.setchunkedencodingasrequestproperty,0.0,"['new', 'true', 'new', 'public', 'void', 'throws']",False
