id,projectName,test_name,isFlaky,tokenList,java_keywords,javaKeysCounter,abstract_keyword,assert_keyword,boolean_keyword,break_keyword,byte_keyword,case_keyword,catch_keyword,char_keyword,class_keyword,continue_keyword,default_keyword,do_keyword,double_keyword,else_keyword,enum_keyword,exports_keyword,extends_keyword,final_keyword,finally_keyword,float_keyword,for_keyword,if_keyword,implements_keyword,import_keyword,instanceof_keyword,int_keyword,interface_keyword,long_keyword,modules_keyword,native_keyword,new_keyword,package_keyword,private_keyword,protected_keyword,public_keyword,requires_keyword,return_keyword,short_keyword,static_keyword,strictfp_keyword,super_keyword,switch_keyword,synchronized_keyword,this_keyword,throw_keyword,throws_keyword,transient_keyword,try_keyword,void_keyword,volatile_keyword,while_keyword,true_keyword,null_keyword,false_keyword,const_keyword,goto_keyword,assertion-roulette,conditional-test-logic,eager-test,fire-and-forget,indirect-testing,mystery-guest,resource-optimism,test-run-war,testLength,numAsserts,numCoveredLines,ExecutionTime,projectSourceLinesCovered,projectSourceClassesCovered,hIndexModificationsPerCoveredLine_window5,hIndexModificationsPerCoveredLine_window10,hIndexModificationsPerCoveredLine_window25,hIndexModificationsPerCoveredLine_window50,hIndexModificationsPerCoveredLine_window75,hIndexModificationsPerCoveredLine_window100,hIndexModificationsPerCoveredLine_window500,hIndexModificationsPerCoveredLine_window10000,num_third_party_libs
2,Alluxio-alluxio,tachyon.masterclienttest.openclosetest,1,"['assertfalse', 'address', 'is', 'default', 'getmasteraddress', 'exist', 'ioexception', 'filealreadyexistexception', 'asserttrue', 'connect', 'path', 'file', 'invalidpathexception', 'block', 'false', 'get', 'master', 'texception', 'info', 'createfile', 'constants', 'isconnected', 'connected', 'masterclient', 'exception', 'invalid', 'id', 'byte', 'create', 'user', 'getfileid', 'open', 'openclosetest', 'client', 'size', 'already', 'cleanconnect', 'test', 'clean', 'mmasterinfo', 'close', 'assert', 'true']","['new', 'public', 'void', 'throws']",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,14,6,16,1.775,314,120,1,2,2,2,2,2,4,5,14
5,Alluxio-alluxio,tachyon.workerservicehandlertest.overcapacityrequestspacetest,1,"['assertfalse', 'handler', 'capacity', 'asserttrue', 'false', 'bytes', 'over', 'mworkerservicehandler', 'texception', 'request', 'service', 'space', 'overcapacityrequestspacetest', 'exception', '1l', 'worker', 'test', 'requestspace', '10l', 'assert', 'true']","['public', 'void', 'throws']",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,2,18,0.121,238,110,1,2,2,2,2,3,5,5,9
6,Alluxio-alluxio,tachyon.workerservicehandlertest.totalovercapacityrequestspacetest,1,"['assertfalse', 'handler', 'capacity', 'asserttrue', 'false', 'bytes', 'over', 'mworkerservicehandler', 'totalovercapacityrequestspacetest', 'texception', 'request', 'service', 'space', 'exception', 'total', 'worker', 'test', 'requestspace', 'assert', 'true']","['public', 'void', 'throws']",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,4,20,1.088,250,112,1,2,2,2,2,3,5,5,11
7,Alluxio-alluxio,tachyon.workerservicehandlertest.returnspacetest,1,"['assertfalse', 'returnspace', 'handler', 'capacity', 'asserttrue', 'false', 'bytes', 'mworkerservicehandler', 'return', 'texception', 'request', 'service', 'space', 'exception', 'worker', 'returnspacetest', 'test', 'requestspace', 'assert', 'true']","['public', 'void', 'throws']",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,8,4,20,0.119,248,112,1,2,2,2,2,3,5,5,13
8,Alluxio-alluxio,tachyon.workerservicehandlertest.overreturnspacetest,1,"['assertfalse', 'returnspace', 'handler', 'capacity', 'asserttrue', 'false', 'bytes', 'over', 'mworkerservicehandler', 'return', 'texception', 'request', 'service', 'space', 'exception', 'overreturnspacetest', 'worker', 'test', 'requestspace', 'assert', 'true']","['public', 'void', 'throws']",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,6,3,18,1.739,308,124,1,2,2,2,2,3,5,5,6
9,Alluxio-alluxio,tachyon.workerservicehandlertest.evictiontest,1,"['ms', 'assertfalse', 'to', 'is', 'exist', 'type', 'ioexception', 'fileinfo', 'filealreadyexistexception', 'asserttrue', 'filedoesnotexistexception', 'path', 'cache', 'testutils', 'utils', 'file', 'in', 'invalidpathexception', 'sleep', 'false', 'get', 'mtfs', 'write', 'common', 'master', 'getclientfileinfo', 'writetype', 'texception', 'info', 'must', 'createbytefile', 'id', 'invalid', 'exception', 'byte', 'not', 'create', 'does', 'fileid', 'worker_capacity_bytes', 'isinmemory', 'tfs', 'interval', 'memory', 'worker', 'client', 'already', 'eviction', 'test', 'clientfileinfo', 'heartbeat', 'evictiontest', 'commonutils', 'sleepms', 'mmasterinfo', 'assert', 'true']","['int', 'int', 'int', 'int', 'int', 'int', 'null', 'public', 'void', 'throws']",10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,26,9,40,0.32,760,185,1,3,3,3,3,3,5,6,28
12,Alluxio-alluxio,tachyon.journaltest.emptyimagetest,1,"['address', 'equals', 'inetsocketaddress', 'empty', 'asserttrue', 'socket', 'conf', 'masterconf', 'inet', 'file', 'data', 'get', 'master', 'stop', 'info', 'journal', 'emptyimagetest', 'folder', 'tachyon', 'log', 'ls', 'local', 'id', 'exception', 'mlocaltachyoncluster', 'getfileid', 'size', 'image', 'masterinfo', 'test', 'cluster', 'assertequals', 'assert', 'true']","['new', 'new', 'new', 'true', 'public', 'void', 'throws']",7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,8,2,38,0.115,250,105,1,2,2,3,3,3,5,5,21
14,Alluxio-alluxio,tachyon.journaltest.filetest,1,"['editlogpath', 'getmasterinfo', 'underfilesystem', 'path', 'file', 'get', 'mtfs', 'edit', 'master', 'getclientfileinfo', 'finfo', 'stop', 'createfile', 'info', 'tachyon', 'log', 'local', 'string', 'exception', 'mlocaltachyoncluster', 'create', 'tfs', 'geteditlogpath', 'system', 'client', 'filetestutil', 'filetest', 'clientfileinfo', 'test', 'delete', 'cluster', 'util', 'under']","['true', 'public', 'void', 'throws']",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,13,0,37,0.114,325,127,1,2,2,2,2,3,5,5,23
15,Alluxio-alluxio,tachyon.journaltest.foldertest,1,"['editlogpath', 'getmasterinfo', 'underfilesystem', 'path', 'file', 'get', 'mtfs', 'edit', 'master', 'getclientfileinfo', 'finfo', 'stop', 'info', 'folder', 'tachyon', 'log', 'foldertest', 'local', 'string', 'exception', 'mlocaltachyoncluster', 'tfs', 'geteditlogpath', 'system', 'client', 'mkdir', 'clientfileinfo', 'test', 'delete', 'cluster', 'under']","['true', 'public', 'void', 'throws']",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,13,0,41,0.106,329,127,1,2,2,2,2,3,4,5,25
15,Alluxio-alluxio,tachyon.journaltest.foldertest,1,"['editlogpath', 'getmasterinfo', 'underfilesystem', 'path', 'file', 'get', 'mtfs', 'edit', 'master', 'getclientfileinfo', 'finfo', 'stop', 'info', 'folder', 'tachyon', 'log', 'foldertest', 'local', 'string', 'exception', 'mlocaltachyoncluster', 'tfs', 'geteditlogpath', 'system', 'client', 'mkdir', 'clientfileinfo', 'test', 'delete', 'cluster', 'under']","['true', 'public', 'void', 'throws']",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,13,0,41,0.106,329,127,1,2,2,2,2,3,4,5,25
