id,projectName,test_name,isFlaky,tokenList,java_keywords,javaKeysCounter,abstract_keyword,assert_keyword,boolean_keyword,break_keyword,byte_keyword,case_keyword,catch_keyword,char_keyword,class_keyword,continue_keyword,default_keyword,do_keyword,double_keyword,else_keyword,enum_keyword,exports_keyword,extends_keyword,final_keyword,finally_keyword,float_keyword,for_keyword,if_keyword,implements_keyword,import_keyword,instanceof_keyword,int_keyword,interface_keyword,long_keyword,modules_keyword,native_keyword,new_keyword,package_keyword,private_keyword,protected_keyword,public_keyword,requires_keyword,return_keyword,short_keyword,static_keyword,strictfp_keyword,super_keyword,switch_keyword,synchronized_keyword,this_keyword,throw_keyword,throws_keyword,transient_keyword,try_keyword,void_keyword,volatile_keyword,while_keyword,true_keyword,null_keyword,false_keyword,const_keyword,goto_keyword,assertion-roulette,conditional-test-logic,eager-test,fire-and-forget,indirect-testing,mystery-guest,resource-optimism,test-run-war,testLength,numAsserts,numCoveredLines,ExecutionTime,projectSourceLinesCovered,projectSourceClassesCovered,hIndexModificationsPerCoveredLine_window5,hIndexModificationsPerCoveredLine_window10,hIndexModificationsPerCoveredLine_window25,hIndexModificationsPerCoveredLine_window50,hIndexModificationsPerCoveredLine_window75,hIndexModificationsPerCoveredLine_window100,hIndexModificationsPerCoveredLine_window500,hIndexModificationsPerCoveredLine_window10000,num_third_party_libs
234,spring-projects-spring-boot,org.springframework.boot.gradle.mainclasstests.buildfromruntask,1,"['arguments', '-pbootversion', 'from', 'pboot', 'run', 'fortasks', 'witharguments', 'with', 'buildfromruntask', 'boot', 'new', 'info', 'build', 'project', 'task', 'tasks', 'newbuild', 'test', 'version', 'for']","['public', 'void']",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,4,0,2,15.545,10,2,0,0,0,0,0,0,2,2,0
235,spring-projects-spring-boot,org.springframework.boot.gradle.nojartests.nojar,1,"['assertfalse', 'arguments', '-pbootversion', 'pboot', 'exists', 'run', 'fortasks', 'witharguments', 'with', 'file', 'false', 'nojar', 'createproject', 'libs', 'boot', 'new', 'target', 'build', 'project', 'exception', 'tasks', 'creator', 'newbuild', 'create', 'projectcreator', 'test', 'version', 'for', 'stacktrace', 'assert']","['this', 'new', 'this', 'new', 'public', 'void', 'throws']",7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,6,1,1,13.813,10,2,0,0,0,0,0,0,2,2,0
236,spring-projects-spring-boot,org.springframework.boot.gradle.multiprojectrepackagingtests.repackagewithtransitivefiledependency,1,"['jarfile', 'connection', 'arguments', '-pbootversion', 'pboot', 'notnullvalue', 'run', 'fortasks', 'witharguments', 'with', 'file', 'commons-logging', 'get', 'null', 'foo', 'createproject', 'getentry', 'libs', 'boot', 'multi-project-transitive-file-dependency', 'projectconnection', 'new', 'assertthat', 'target', 'build', 'project', 'entry', 'lib', 'exception', 'tasks', 'buildlibs', 'creator', 'newbuild', 'create', 'repackagewithtransitivefiledependency', 'jar', 'projectcreator', 'dependency', 'test', 'value', 'clean', 'version', 'that', 'repackage', 'for', 'not', 'transitive', 'close', 'assert', 'main']","['new', 'new', 'new', 'new', 'public', 'void', 'throws']",7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,12,2,9,2.008,19,2,0,0,0,0,0,0,4,4,8
237,spring-projects-spring-boot,org.springframework.boot.gradle.multiprojectrepackagingtests.repackagewithcommonfiledependency,1,"['jarfile', 'connection', 'arguments', '-pbootversion', 'pboot', 'notnullvalue', 'run', 'fortasks', 'witharguments', 'with', 'file', 'get', 'null', 'foo', 'createproject', 'common', 'getentry', 'libs', 'multi-project-common-file-dependency', 'boot', 'projectconnection', 'new', 'assertthat', 'target', 'build', 'project', 'entry', 'lib', 'exception', 'tasks', 'buildlibs', 'creator', 'newbuild', 'create', 'repackagewithcommonfiledependency', 'jar', 'projectcreator', 'dependency', 'test', 'value', 'clean', 'version', 'that', 'repackage', 'for', 'not', 'close', 'assert']","['new', 'new', 'new', 'new', 'public', 'void', 'throws']",7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12,1,2,15.738,11,2,0,0,0,0,0,0,2,2,2
238,spring-projects-spring-boot,org.springframework.boot.gradle.classifiertests.classifierinboottask,1,"['arguments', '-pbootversion', 'exist', 'pboot', 'run', 'fortasks', 'witharguments', 'with', 'in', 'classifierinboottask', 'createproject', 'files', 'check', 'boot', 'new', 'build', 'project', 'task', 'exception', 'tasks', 'creator', 'newbuild', 'create', 'projectcreator', 'classifier', 'test', 'version', 'checkfilesexist', 'for', 'stacktrace']","['this', 'new', 'this', 'public', 'void', 'throws']",6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,6,0,7,1.541,15,2,0,0,0,0,0,0,2,2,0
239,spring-projects-spring-boot,org.springframework.boot.gradle.classifiertests.classifierinbootextension,1,"['extension', 'arguments', '-pbootversion', 'pboot', 'run', 'fortasks', 'witharguments', 'with', 'in', 'createproject', 'boot', 'new', 'info', 'build', 'project', 'exception', 'tasks', 'creator', 'newbuild', 'create', 'classifierinbootextension', 'projectcreator', 'classifier', 'test', 'version', 'classifier-extension', 'for', 'stacktrace']","['this', 'new', 'this', 'public', 'void', 'throws']",6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,6,0,1,15.451,10,2,0,0,0,0,0,0,2,2,0
242,spring-projects-spring-boot,org.springframework.boot.gradle.flatdirtests.flatdir,1,"['mkdirs', 'resources', 'arguments', '-pbootversion', 'pboot', 'exists', 'run', 'fortasks', 'witharguments', 'src', 'with', 'utils', 'file', 'foo', 'createproject', 'libs', 'boot', 'new', 'build', 'project', 'exception', 'tasks', 'creator', 'newbuild', 'create', 'jar', 'filecopyutils', 'projectcreator', 'test', 'version', 'for', 'stacktrace', 'copy', 'flatdir']","['this', 'new', 'if', 'this', 'this', 'new', 'new', 'this', 'this', 'public', 'void', 'throws']",12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,5,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,10,0,3,16.22,10,2,0,0,0,0,0,0,2,2,1
243,spring-projects-spring-boot,org.springframework.boot.gradle.springloadedtests.defaultjvmargsarepreservedwhenloadedagentisconfigured,1,"['configured', 'connection', 'arguments', '-pbootversion', 'bootrun', 'default', 'args', 'are', 'xverify', 'pboot', 'matches', 'run', '-pspringloadedversion', 'assertoutputmatches', 'fortasks', 'witharguments', 'with', 'loaded', 'output', 'assertoutputcontains', 'somevalue', '-xverify', 'is', 'get', 'createproject', 'pspring', 'jvm', 'boot', 'ioexception', 'agent', 'projectconnection', 'new', 'list', 'spring', 'contains', 'build', 'string', 'project', 'getoutput', 'exception', 'tasks', 'creator', 'spring-loaded-jvm-args', 'create', 'newbuild', 'javaagent', 'preserved', 'jar', 'arg', 'projectcreator', '-dsome', 'defaultjvmargsarepreservedwhenloadedagentisconfigured', 'none', '-javaagent', 'when', 'test', 'some', 'value', 'version', 'for', 'stacktrace', 'springloaded', 'assert', 'dsome']","['new', 'public', 'void', 'throws']",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,1,17.457,13,2,0,0,0,0,0,0,2,2,2
244,spring-projects-spring-boot,org.springframework.boot.gradle.springloadedtests.springloadedcanbeusedwithgradle16,1,"['connection', 'be', 'arguments', '-pbootversion', 'bootrun', 'pboot', 'matches', 'run', '-pspringloadedversion', 'spring-loaded-old-gradle', 'fortasks', 'witharguments', 'with', 'loaded', 'output', 'springloadedcanbeusedwithgradle', 'get', 'createproject', 'pspring', 'boot', 'ioexception', 'projectconnection', 'new', 'list', 'spring', 'used', 'build', 'string', 'project', 'getoutput', 'exception', 'tasks', 'can', 'creator', 'newbuild', 'create', 'gradle', 'javaagent', 'jar', 'projectcreator', '-javaagent', 'test', 'version', 'assertoutputmatches', 'for', 'stacktrace', 'springloaded', 'assert']","['new', 'public', 'void', 'throws']",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,2,14.423,12,2,0,0,0,0,0,0,2,2,2
249,spring-projects-spring-boot,org.springframework.boot.gradle.repackagingtests.repackagingenabled,1,"['assertfalse', 'arguments', '-pbootversion', 'pboot', 'exists', 'run', 'asserttrue', 'fortasks', 'witharguments', 'with', 'repackage-sources', 'file', 'false', 'libs', 'boot', 'repackagingenabled', 'new', 'target', 'build', 'project', 'tasks', 'buildlibs', 'newbuild', 'true', 'jar', '-prepackage', 'original', 'test', 'clean', 'version', 'repackage', 'repackaging', 'for', 'assert', 'prepackage', 'enabled']","['true', 'new', 'new', 'new', 'new', 'public', 'void']",7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,8,3,2,16.769,10,2,0,0,0,0,0,0,2,2,1
