id,projectName,test_name,isFlaky,tokenList,java_keywords,javaKeysCounter,abstract_keyword,assert_keyword,boolean_keyword,break_keyword,byte_keyword,case_keyword,catch_keyword,char_keyword,class_keyword,continue_keyword,default_keyword,do_keyword,double_keyword,else_keyword,enum_keyword,exports_keyword,extends_keyword,final_keyword,finally_keyword,float_keyword,for_keyword,if_keyword,implements_keyword,import_keyword,instanceof_keyword,int_keyword,interface_keyword,long_keyword,modules_keyword,native_keyword,new_keyword,package_keyword,private_keyword,protected_keyword,public_keyword,requires_keyword,return_keyword,short_keyword,static_keyword,strictfp_keyword,super_keyword,switch_keyword,synchronized_keyword,this_keyword,throw_keyword,throws_keyword,transient_keyword,try_keyword,void_keyword,volatile_keyword,while_keyword,true_keyword,null_keyword,false_keyword,const_keyword,goto_keyword,assertion-roulette,conditional-test-logic,eager-test,fire-and-forget,indirect-testing,mystery-guest,resource-optimism,test-run-war,testLength,numAsserts,numCoveredLines,ExecutionTime,projectSourceLinesCovered,projectSourceClassesCovered,hIndexModificationsPerCoveredLine_window5,hIndexModificationsPerCoveredLine_window10,hIndexModificationsPerCoveredLine_window25,hIndexModificationsPerCoveredLine_window50,hIndexModificationsPerCoveredLine_window75,hIndexModificationsPerCoveredLine_window100,hIndexModificationsPerCoveredLine_window500,hIndexModificationsPerCoveredLine_window10000,num_third_party_libs
7705,doanduyhai-Achilles,info.archinnov.achilles.schemabuilder.createtest.should_create_simple_table,0,"['primary', 'built', 'to', 'simple', 'is', 'type', 'createtable', 'key', 'partition', 'add', 'data', 'addcolumn', 'should', 'isequalto', 'builder', 'assertthat', 'addpartitionkey', 'datatype', 'string', 'build', 'equal', 'tcreate', 'id', 'exception', 'column', 'create', 'name', 'table', 'text', 'test', 'schemabuilder', 'bigint', 'that', 'schema', 'assert']","['final', 'public', 'void', 'throws']",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,12,1,3,0.017,9,4,1,1,1,1,1,1,1,1,4
7706,doanduyhai-Achilles,info.archinnov.achilles.schemabuilder.createtest.should_exception_when_creating_table_without_partition_key,0,"['type', 'creating', 'createtable', 'key', 'state', 'partition', 'add', 'data', 'addcolumn', 'should', 'builder', 'without', 'datatype', 'build', 'expected=illegalstateexception.class', 'expected=', 'exception', 'column', 'create', 'illegal', 'name', 'table', 'text', 'exception.class', 'when', 'test', 'schemabuilder', 'schema']","['public', 'void', 'throws']",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,1,0.007,5,4,1,1,1,1,1,1,1,1,2
7707,doanduyhai-Achilles,info.archinnov.achilles.schemabuilder.createtest.should_create_simple_table_if_not_exists,0,"['primary', 'built', 'to', 'simple', 'is', 'type', 'exists', 'createtable', 'key', 'partition', 'add', 'data', 'addcolumn', 'should', 'isequalto', 'if', 'builder', 'assertthat', 'addpartitionkey', 'datatype', 'string', 'build', 'equal', 'tcreate', 'id', 'exception', 'column', 'create', 'name', 'ifnotexists', 'table', 'text', 'test', 'schemabuilder', 'bigint', 'that', 'schema', 'not', 'assert']","['final', 'true', 'public', 'void', 'throws']",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,13,1,3,0.002,10,4,1,1,1,1,1,1,1,1,4
7708,doanduyhai-Achilles,info.archinnov.achilles.schemabuilder.createtest.should_create_simple_table_with_keyspace,0,"['primary', 'built', 'to', 'simple', 'is', 'type', 'createtable', 'key', 'with', 'partition', 'add', 'data', 'addcolumn', 'should', 'isequalto', 'builder', 'assertthat', 'addpartitionkey', 'datatype', 'string', 'build', 'equal', 'tcreate', 'id', 'exception', 'column', 'create', 'keyspace', 'name', 'table', 'text', 'test', 'schemabuilder', 'bigint', 'that', 'schema', 'assert', 'ks']","['final', 'public', 'void', 'throws']",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,12,1,3,0.005,9,4,1,1,1,1,1,1,1,1,4
7709,doanduyhai-Achilles,info.archinnov.achilles.schemabuilder.createtest.should_create_simple_table_with_list,0,"['primary', 'built', 'to', 'simple', 'is', 'type', 'createtable', 'key', 'with', 'partition', 'add', 'data', 'addcolumn', 'should', 'isequalto', 'builder', 'assertthat', 'addpartitionkey', 'list', 'datatype', 'string', 'build', 'equal', 'tcreate', 'id', 'exception', 'column', 'create', 'table', 'text', 'test', 'schemabuilder', 'bigint', 'friends', 'that', 'schema', 'assert']","['final', 'public', 'void', 'throws']",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,12,1,3,0.003,9,4,1,1,1,1,1,1,1,1,5
7710,doanduyhai-Achilles,info.archinnov.achilles.schemabuilder.createtest.should_create_simple_table_with_set,0,"['primary', 'built', 'to', 'simple', 'is', 'type', 'createtable', 'key', 'with', 'partition', 'add', 'data', 'addcolumn', 'should', 'isequalto', 'builder', 'assertthat', 'addpartitionkey', 'datatype', 'string', 'build', 'equal', 'tcreate', 'id', 'exception', 'set', 'column', 'create', 'table', 'text', 'test', 'schemabuilder', 'bigint', 'friends', 'that', 'schema', 'assert']","['final', 'public', 'void', 'throws']",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,12,1,3,0.015,9,4,1,1,1,1,1,1,1,1,5
7711,doanduyhai-Achilles,info.archinnov.achilles.schemabuilder.createtest.should_create_simple_table_with_map,0,"['primary', 'built', 'map', 'to', 'simple', 'is', 'type', 'createtable', 'key', 'with', 'partition', 'add', 'data', 'addcolumn', 'should', 'isequalto', 'builder', 'assertthat', 'addpartitionkey', 'datatype', 'string', 'build', 'equal', 'tcreate', 'id', 'exception', 'column', 'create', 'cint', 'table', 'text', 'test', 'schemabuilder', 'bigint', 'friends', 'that', 'schema', 'assert']","['final', 'int', 'public', 'void', 'throws']",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,12,1,3,0.061,9,4,1,1,1,1,1,1,1,1,6
7712,doanduyhai-Achilles,info.archinnov.achilles.schemabuilder.createtest.should_create_table_with_clustering_keys,0,"['primary', 'built', 'to', 'is', 'type', 'createtable', 'key', 'with', 'partition', 'add', 'data', 'addcolumn', 'should', 'isequalto', 'builder', 'col', 'assertthat', 'addpartitionkey', 'datatype', 'string', 'build', 'equal', 'tcreate', 'id', 'clustering', 'exception', 'column', 'create', 'keys', 'name', 'table', 'text', 'uuid', 'test', 'schemabuilder', 'bigint', 'that', 'schema', 'addclusteringkey', 'assert']","['final', 'public', 'void', 'throws']",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,16,1,3,0.02,11,4,1,1,1,1,1,1,1,1,6
7713,doanduyhai-Achilles,info.archinnov.achilles.schemabuilder.createtest.should_create_table_with_composite_partition_key,0,"['primary', 'built', 'to', 'is', 'type', 'createtable', 'key', 'with', 'partition', 'add', 'data', 'addcolumn', 'should', 'isequalto', 'builder', 'assertthat', 'addpartitionkey', 'datatype', 'string', 'build', 'equal', 'tcreate', 'id', 'exception', 'column', 'create', 'name', 'table', 'text', 'test', 'schemabuilder', 'bigint', 'that', 'schema', 'assert', 'composite']","['final', 'public', 'void', 'throws']",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,14,1,3,0.015,10,4,1,1,1,1,1,1,1,1,5
7714,doanduyhai-Achilles,info.archinnov.achilles.schemabuilder.createtest.should_create_table_with_composite_partition_key_and_clustering_keys,0,"['primary', 'built', 'to', 'is', 'type', 'createtable', 'key', 'with', 'partition', 'add', 'data', 'addcolumn', 'should', 'isequalto', 'builder', 'col', 'assertthat', 'addpartitionkey', 'datatype', 'string', 'build', 'equal', 'tcreate', 'id', 'clustering', 'exception', 'column', 'create', 'keys', 'name', 'and', 'table', 'text', 'uuid', 'test', 'schemabuilder', 'bigint', 'that', 'schema', 'addclusteringkey', 'assert', 'composite']","['final', 'public', 'void', 'throws']",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,18,1,3,0.001,12,4,1,1,1,1,1,1,1,1,7
