id,projectName,test_name,isFlaky,tokenList,java_keywords,javaKeysCounter,abstract_keyword,assert_keyword,boolean_keyword,break_keyword,byte_keyword,case_keyword,catch_keyword,char_keyword,class_keyword,continue_keyword,default_keyword,do_keyword,double_keyword,else_keyword,enum_keyword,exports_keyword,extends_keyword,final_keyword,finally_keyword,float_keyword,for_keyword,if_keyword,implements_keyword,import_keyword,instanceof_keyword,int_keyword,interface_keyword,long_keyword,modules_keyword,native_keyword,new_keyword,package_keyword,private_keyword,protected_keyword,public_keyword,requires_keyword,return_keyword,short_keyword,static_keyword,strictfp_keyword,super_keyword,switch_keyword,synchronized_keyword,this_keyword,throw_keyword,throws_keyword,transient_keyword,try_keyword,void_keyword,volatile_keyword,while_keyword,true_keyword,null_keyword,false_keyword,const_keyword,goto_keyword,assertion-roulette,conditional-test-logic,eager-test,fire-and-forget,indirect-testing,mystery-guest,resource-optimism,test-run-war,testLength,numAsserts,numCoveredLines,ExecutionTime,projectSourceLinesCovered,projectSourceClassesCovered,hIndexModificationsPerCoveredLine_window5,hIndexModificationsPerCoveredLine_window10,hIndexModificationsPerCoveredLine_window25,hIndexModificationsPerCoveredLine_window50,hIndexModificationsPerCoveredLine_window75,hIndexModificationsPerCoveredLine_window100,hIndexModificationsPerCoveredLine_window500,hIndexModificationsPerCoveredLine_window10000,num_third_party_libs
10278,orbit-orbit,com.ea.orbit.concurrent.test.tasktest.testallof,0,"['allof', 'assertfalse', 'ctask', 'task', 'done', 'is', 'testallof', 'test', 'complete', 'false', 'all', 'asserttrue', 'isdone', 'assert', 'true', 'of']","['new', 'new', 'new', 'public', 'void']",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,15,3,11,0.001,14,3,1,1,1,2,2,2,2,2,0
10279,orbit-orbit,com.ea.orbit.concurrent.test.tasktest.testallofwitherror,0,"['assertfalse', 'runtimeexception', 'exceptionally', 'is', 'asserttrue', 'with', 'false', 'of', 'allof', 'ctask', 'done', 'error', 'all', 'task', 'exception', 'isdone', 'runtime', 'completeexceptionally', 'testallofwitherror', 'test', 'assert', 'true', 'complete']","['new', 'new', 'new', 'new', 'public', 'void']",6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,18,4,12,0.0,16,3,1,1,1,2,2,2,2,2,0
10280,orbit-orbit,com.ea.orbit.concurrent.test.tasktest.testallofvariations,0,"['completablefuture', 'runtimeexception', 'variations', 'exceptionally', 'is', 'asserttrue', 'testallofvariations', 'of', 'allof', 'ctask', 'done', 'array', 'stream', 'future', 'all', 'list', 'regular', 'task', 'integer', 'as', 'exception', 'aslist', 'completable', 'isdone', 'collection', 'runtime', 'completeexceptionally', 'test', 'arrays', 'assert', 'true', 'complete']","['new', 'new', 'new', 'new', 'new', 'new', 'new', 'public', 'void']",9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,32,9,29,0.011,34,3,1,1,1,2,2,2,2,2,0
10281,orbit-orbit,com.ea.orbit.concurrent.test.tasktest.testanyofvariations,0,"['completablefuture', 'variations', 'testanyofvariations', 'is', 'any', 'asserttrue', 'anyof', 'of', 'ctask', 'done', 'array', 'group', 'stream', 'future', 'list', 'regular', 'task', 'integer', 'as', 'aslist', 'completable', 'isdone', 'collection', 'test', 'arrays', 'assert', 'true', 'complete']","['new', 'new', 'new', 'new', 'new', 'new', 'public', 'void']",8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,30,9,27,0.016,30,3,1,1,1,1,1,1,1,1,0
10282,orbit-orbit,com.ea.orbit.concurrent.test.tasktest.testthenapply,0,"['assertfalse', 'equals', 'is', 'asserttrue', 'false', 'ctask', 'done', 'thenapply', 'string', 'testthenapply', 'task', 'integer', 'then', 'apply', 'isdone', 'join', 'test', 'assertequals', 'assert', 'true', 'complete']","['new', 'public', 'void']",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9,3,2,0.003,4,3,1,1,1,1,1,1,1,1,0
10283,orbit-orbit,com.ea.orbit.concurrent.test.tasktest.testthenapplywithvoid,0,"['assertfalse', 'equals', 'is', 'asserttrue', 'with', 'false', 'ctask', 'done', 'thenapply', 'testthenapplywithvoid', 'string', 'task', 'then', 'apply', 'isdone', 'void', 'join', 'test', 'assertequals', 'assert', 'true', 'complete']","['new', 'null', 'public', 'void']",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,9,3,2,0.001,4,3,1,1,1,1,1,1,1,1,0
10284,orbit-orbit,com.ea.orbit.concurrent.test.tasktest.testthenreturn,0,"['assertfalse', 'equals', 'is', 'asserttrue', 'testthenreturn', 'false', 'ctask', 'thenreturn', 'done', 'return', 'string', 'task', 'integer', 'then', 'isdone', 'join', 'test', 'assertequals', 'assert', 'true', 'complete']","['new', 'public', 'void']",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9,3,2,0.001,4,3,1,1,1,1,1,1,1,1,0
10285,orbit-orbit,com.ea.orbit.concurrent.test.tasktest.testthencompose,0,"['completablefuture', 'assertfalse', 'equals', 'is', 'from', 'asserttrue', 'fromvalue', 'compose', 'completed', 'false', 'ctask', 'done', 'future', 'string', 'thencompose', 'task', 'integer', 'completedfuture', 'then', 'testthencompose', 'completable', 'isdone', '1a', 'join', 'test', 'value', 'assertequals', 'assert', 'true', 'complete']","['new', 'public', 'void']",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,11,4,2,0.002,4,3,1,1,1,1,1,1,1,1,0
10286,orbit-orbit,com.ea.orbit.concurrent.test.tasktest.testthencomposenoparams,0,"['completablefuture', 'assertfalse', 'equals', 'is', 'from', 'asserttrue', 'fromvalue', 'compose', 'completed', 'testthencomposenoparams', 'false', 'ctask', 'done', 'future', 'string', 'thencompose', 'task', 'integer', 'completedfuture', 'then', 'params', 'completable', 'isdone', 'join', 'test', 'value', 'assertequals', 'assert', 'true', 'complete']","['new', 'public', 'void']",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,11,4,2,0.003,4,3,1,1,1,1,1,1,1,1,0
10287,orbit-orbit,com.ea.orbit.concurrent.test.tasktest.testthenreturnwithexception,0,"['assertfalse', 'runtimeexception', 'exceptionally', 'is', 'iscompletedexceptionally', 'asserttrue', 'completed', 'with', 'false', 'ctask', 'thenreturn', 'done', 'return', 'testthenreturnwithexception', 'string', 'task', 'integer', 'exception', 'then', 'isdone', 'runtime', 'completeexceptionally', 'test', 'assert', 'true', 'complete']","['new', 'new', 'public', 'void']",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,9,3,7,0.284,12,5,1,1,1,1,1,1,1,1,0
