id,nameProject,testCase,tloc,tmcCabe,assertionDensity,assertionRoulette,mysteryGuest,eagerTest,sensitiveEquality,resourceOptimism,conditionalTestLogic,fireAndForget,loc,lcom2,lcom5,cbo,wmc,rfc,mpc,halsteadVocabulary,halsteadLength,halsteadVolume,classDataShouldBePrivate,complexClass,functionalDecomposition,godClass,spaghettiCode,isFlaky
25024,http-request,com.github.kevinsawicki.http.httprequesttest.startserver,0.02592593,0.3333333,0.0,0.0,0.0,0.0,0.0,0.0,0.01357466,0.0,0.05554797,0.1710279,0.02586207,0.2162162,0.4649123,0.2325887,0.1914084,0.06264457,0.3084029,0.2755063,0.02923977,0.4649123,0.0,0.001118101,0.0976915,False
25025,http-request,com.github.kevinsawicki.http.httprequesttest.handle,0.003703704,0.2222222,0.0,0.0,0.0,0.0,0.0,0.0,0.004524887,0.0,0.05554797,0.1710279,0.02586207,0.2162162,0.4649123,0.2325887,0.1914084,0.06264457,0.3084029,0.2755063,0.02923977,0.4649123,0.0,0.001118101,0.0976915,False
25026,http-request,com.github.kevinsawicki.http.httprequesttest.handle,0.003703704,0.1111111,0.0,0.0,0.0,0.0,0.0,0.0,0.004524887,0.0,0.05554797,0.1710279,0.02586207,0.2162162,0.4649123,0.2325887,0.1914084,0.06264457,0.3084029,0.2755063,0.02923977,0.4649123,0.0,0.001118101,0.0976915,False
25027,http-request,com.github.kevinsawicki.http.httprequesttest.clearhandler,0.009259259,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05554797,0.1710279,0.02586207,0.2162162,0.4649123,0.2325887,0.1914084,0.06264457,0.3084029,0.2755063,0.02923977,0.4649123,0.0,0.001118101,0.0976915,False
25028,http-request,com.github.kevinsawicki.http.httprequesttest.malformedstringurl,0.009259259,0.1111111,0.0,0.0,0.0,0.0,0.0,0.0,0.009049774,0.0,0.05554797,0.1710279,0.02586207,0.2162162,0.4649123,0.2325887,0.1914084,0.06264457,0.3084029,0.2755063,0.02923977,0.4649123,0.0,0.001118101,0.0976915,False
25029,http-request,com.github.kevinsawicki.http.httprequesttest.malformedstringurlcause,0.02037037,0.3333333,0.0,0.001855288,0.0,0.05263158,0.0,0.0,0.009049774,0.0,0.05554797,0.1710279,0.02586207,0.2162162,0.4649123,0.2325887,0.1914084,0.06264457,0.3084029,0.2755063,0.02923977,0.4649123,0.0,0.001118101,0.0976915,False
25030,http-request,com.github.kevinsawicki.http.httprequesttest.negativebuffersize,0.009259259,0.0,0.0,0.0,0.0,0.07894737,0.0,0.0,0.0,0.0,0.05554797,0.1710279,0.02586207,0.2162162,0.4649123,0.2325887,0.1914084,0.06264457,0.3084029,0.2755063,0.02923977,0.4649123,0.0,0.001118101,0.0976915,False
25031,http-request,com.github.kevinsawicki.http.httprequesttest.getempty,0.06851852,0.2222222,0.2763158,0.03339518,0.0,0.3947368,0.06976744,0.0,0.004524887,0.0,0.05554797,0.1710279,0.02586207,0.2162162,0.4649123,0.2325887,0.1914084,0.06264457,0.3084029,0.2755063,0.02923977,0.4649123,0.0,0.001118101,0.0976915,False
25032,http-request,com.github.kevinsawicki.http.httprequesttest.handle,0.005555556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05554797,0.1710279,0.02586207,0.2162162,0.4649123,0.2325887,0.1914084,0.06264457,0.3084029,0.2755063,0.02923977,0.4649123,0.0,0.001118101,0.0976915,False
25033,http-request,com.github.kevinsawicki.http.httprequesttest.geturlempty,0.04814815,0.1111111,0.1851852,0.0148423,0.0,0.2368421,0.0,0.0,0.0,0.0,0.05554797,0.1710279,0.02586207,0.2162162,0.4649123,0.2325887,0.1914084,0.06264457,0.3084029,0.2755063,0.02923977,0.4649123,0.0,0.001118101,0.0976915,False
