id,nameProject,testCase,tloc,tmcCabe,assertionDensity,assertionRoulette,mysteryGuest,eagerTest,sensitiveEquality,resourceOptimism,conditionalTestLogic,fireAndForget,loc,lcom2,lcom5,cbo,wmc,rfc,mpc,halsteadVocabulary,halsteadLength,halsteadVolume,classDataShouldBePrivate,complexClass,functionalDecomposition,godClass,spaghettiCode,isFlaky
30474,aletheia,com.outbrain.aletheia.sampledomainclassdatumtest.apply,0.003703704,0.1111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002355753,0.000904399,0.02586207,0.03378378,0.01913876,0.008322383,0.002175095,0.002922993,0.01758749,0.01091299,0.0,0.0,0.0,0.001118101,0.0,False
30475,aletheia,com.outbrain.aletheia.sampledomainclassdatumtest.sampledomainclassdatumtest,0.003703704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002355753,0.000904399,0.02586207,0.03378378,0.01913876,0.008322383,0.002175095,0.002922993,0.01758749,0.01091299,0.0,0.0,0.0,0.001118101,0.0,False
30476,aletheia,com.outbrain.aletheia.sampledomainclassdatumtest.domainclassrandomdatum,0.003703704,0.1111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002355753,0.000904399,0.02586207,0.03378378,0.01913876,0.008322383,0.002175095,0.002922993,0.01758749,0.01091299,0.0,0.0,0.0,0.001118101,0.0,False
30477,aletheia,com.outbrain.aletheia.sampledomainclassdatumtest.test_avro_route,0.003703704,0.1111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002355753,0.000904399,0.02586207,0.03378378,0.01913876,0.008322383,0.002175095,0.002922993,0.01758749,0.01091299,0.0,0.0,0.0,0.001118101,0.0,True
30478,aletheia,com.outbrain.aletheia.sampledomainclassdatumtest.test_json_route,0.003703704,0.1111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002355753,0.000904399,0.02586207,0.03378378,0.01913876,0.008322383,0.002175095,0.002922993,0.01758749,0.01091299,0.0,0.0,0.0,0.001118101,0.0,True
30479,aletheia,com.outbrain.aletheia.sampledomainclassdatumtest.test_multiple_routes,0.003703704,0.1111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002355753,0.000904399,0.02586207,0.03378378,0.01913876,0.008322383,0.002175095,0.002922993,0.01758749,0.01091299,0.0,0.0,0.0,0.001118101,0.0,True
30480,aletheia,com.outbrain.aletheia.configuration.propertyutilstest.test_whenoverridingpropertieswithkeepall_oldvaluesgetoverriddennewonesarecopied,0.02407407,0.1111111,0.25,0.001855288,0.0,0.03947368,0.0,0.0,0.0,0.0,0.001109594,6.029327e-05,0.03448276,0.01013514,0.01196172,0.006570302,0.00435019,0.002060815,0.01492272,0.008793083,0.0,0.0,0.0,0.001118101,0.0,False
30481,aletheia,com.outbrain.aletheia.configuration.propertyutilstest.test_whenoverridingpropertieswithintersectedonly_oldvaluesgetoverriddennewonesarediscarded,0.02222222,0.1111111,0.1923077,0.001855288,0.0,0.03947368,0.0,0.0,0.0,0.0,0.001109594,6.029327e-05,0.03448276,0.01013514,0.01196172,0.006570302,0.00435019,0.002060815,0.01492272,0.008793083,0.0,0.0,0.0,0.001118101,0.0,False
30482,aletheia,com.outbrain.aletheia.configuration.propertyutilstest.test_whenoverridingwithemptyproperties_oldvaluesretained,0.02407407,0.1111111,0.3928571,0.003710575,0.0,0.05263158,0.0,0.0,0.0,0.0,0.001109594,6.029327e-05,0.03448276,0.01013514,0.01196172,0.006570302,0.00435019,0.002060815,0.01492272,0.008793083,0.0,0.0,0.0,0.001118101,0.0,False
30483,aletheia,com.outbrain.aletheia.configuration.propertyutilstest.test_whenoverridingemptyandkeepingall_newvaluesareset,0.01666667,0.1111111,0.25,0.001855288,0.0,0.03947368,0.0,0.0,0.0,0.0,0.001109594,6.029327e-05,0.03448276,0.01013514,0.01196172,0.006570302,0.00435019,0.002060815,0.01492272,0.008793083,0.0,0.0,0.0,0.001118101,0.0,False
30484,aletheia,com.outbrain.aletheia.configuration.propertyutilstest.test_whenoverridingemptyandkeepingintersected_novaluesareset,0.01296296,0.1111111,0.0625,0.001855288,0.0,0.03947368,0.0,0.0,0.0,0.0,0.001109594,6.029327e-05,0.03448276,0.01013514,0.01196172,0.006570302,0.00435019,0.002060815,0.01492272,0.008793083,0.0,0.0,0.0,0.001118101,0.0,False
30485,aletheia,com.outbrain.aletheia.configuration.aletheiaconfigtest.getproperties,0.01481481,0.1111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00735746,0.001989678,0.0,0.1756757,0.06060606,0.06176084,0.06253399,0.01460094,0.06661929,0.05053963,0.01851852,0.0,0.0,0.001118101,0.0,False
30486,aletheia,com.outbrain.aletheia.configuration.aletheiaconfigtest.aletheiaconfigtest,0.003703704,0.1111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00735746,0.001989678,0.0,0.1756757,0.06060606,0.06176084,0.06253399,0.01460094,0.06661929,0.05053963,0.01851852,0.0,0.0,0.001118101,0.0,False
30487,aletheia,com.outbrain.aletheia.configuration.aletheiaconfigtest.testendpointdefaultconfig,0.01111111,0.1111111,0.0,0.001855288,0.0,0.01315789,0.0,0.0,0.0,0.0,0.00735746,0.001989678,0.0,0.1756757,0.06060606,0.06176084,0.06253399,0.01460094,0.06661929,0.05053963,0.01851852,0.0,0.0,0.001118101,0.0,False
30488,aletheia,com.outbrain.aletheia.configuration.aletheiaconfigtest.testroutingconfigreading,0.003703704,0.1111111,0.0,0.0,0.0,0.01315789,0.0,0.0,0.0,0.0,0.00735746,0.001989678,0.0,0.1756757,0.06060606,0.06176084,0.06253399,0.01460094,0.06661929,0.05053963,0.01851852,0.0,0.0,0.001118101,0.0,False
30489,aletheia,com.outbrain.aletheia.configuration.aletheiaconfigtest.testserdeconfigreading,0.003703704,0.1111111,0.0,0.0,0.0,0.01315789,0.0,0.0,0.0,0.0,0.00735746,0.001989678,0.0,0.1756757,0.06060606,0.06176084,0.06253399,0.01460094,0.06661929,0.05053963,0.01851852,0.0,0.0,0.001118101,0.0,False
30490,aletheia,com.outbrain.aletheia.configuration.aletheiaconfigtest.getmultipleconfigproperties,0.01296296,0.1111111,0.0,0.0,0.0,0.01315789,0.0,0.0,0.0,0.0,0.00735746,0.001989678,0.0,0.1756757,0.06060606,0.06176084,0.06253399,0.01460094,0.06661929,0.05053963,0.01851852,0.0,0.0,0.001118101,0.0,False
30491,aletheia,com.outbrain.aletheia.configuration.aletheiaconfigtest.testmultipleconfig,0.01111111,0.1111111,0.07142857,0.0,0.0,0.01315789,0.0,0.0,0.0,0.0,0.00735746,0.001989678,0.0,0.1756757,0.06060606,0.06176084,0.06253399,0.01460094,0.06661929,0.05053963,0.01851852,0.0,0.0,0.001118101,0.0,False
30492,aletheia,com.outbrain.aletheia.configuration.aletheiaconfigtest.testmultipleconfigconflict,0.01111111,0.1111111,0.0,0.0,0.0,0.01315789,0.0,0.0,0.0,0.0,0.00735746,0.001989678,0.0,0.1756757,0.06060606,0.06176084,0.06253399,0.01460094,0.06661929,0.05053963,0.01851852,0.0,0.0,0.001118101,0.0,False
30494,aletheia,com.outbrain.aletheia.configuration.restconfigreadertest.readsuccessfully,0.01666667,0.1111111,0.15,0.003710575,0.0,0.01315789,0.02325581,0.0,0.0,0.0,0.001451007,3.617596e-05,0.00862069,0.03378378,0.01594896,0.008760403,0.007612833,0.00279682,0.02202878,0.01344386,0.0,0.0,0.0,0.001118101,0.0,False
30495,aletheia,com.outbrain.aletheia.configuration.restconfigreadertest.readpassonsecondtry,0.01851852,0.2222222,0.04545455,0.001855288,0.0,0.02631579,0.02325581,0.0,0.004524887,0.0,0.001451007,3.617596e-05,0.00862069,0.03378378,0.01594896,0.008760403,0.007612833,0.00279682,0.02202878,0.01344386,0.0,0.0,0.0,0.001118101,0.0,False
30496,aletheia,com.outbrain.aletheia.configuration.restconfigreadertest.readfailafterallretries,0.009259259,0.1111111,0.0,0.0,0.0,0.01315789,0.0,0.0,0.0,0.0,0.001451007,3.617596e-05,0.00862069,0.03378378,0.01594896,0.008760403,0.007612833,0.00279682,0.02202878,0.01344386,0.0,0.0,0.0,0.001118101,0.0,False
30497,aletheia,com.outbrain.aletheia.configuration.inmemoryendpointtemplatetest.inmemoryendpointtemplatetest,0.01481481,0.1111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004950495,0.0,0.01724138,0.01351351,0.005582137,0.002628121,0.001087548,0.0005397373,0.005684846,0.002767681,0.0,0.0,0.0,0.001118101,0.0,False
30498,aletheia,com.outbrain.aletheia.configuration.inmemoryendpointtemplatetest.testhiveproductionendpoint,0.007407407,0.1111111,0.1,0.001855288,0.0,0.01315789,0.0,0.0,0.0,0.0,0.0004950495,0.0,0.01724138,0.01351351,0.005582137,0.002628121,0.001087548,0.0005397373,0.005684846,0.002767681,0.0,0.0,0.0,0.001118101,0.0,False
30499,aletheia,com.outbrain.aletheia.configuration.inmemoryendpointtemplatetest.testhiveconsumptionendpoint,0.007407407,0.1111111,0.1,0.001855288,0.0,0.01315789,0.0,0.0,0.0,0.0,0.0004950495,0.0,0.01724138,0.01351351,0.005582137,0.002628121,0.001087548,0.0005397373,0.005684846,0.002767681,0.0,0.0,0.0,0.001118101,0.0,False
30501,aletheia,com.outbrain.aletheia.breadcrumbs.breadcrumbdispatchertest.handle,0.003703704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006145442,0.0001205865,0.0,0.003378378,0.004784689,0.002190101,0.0,0.0008761969,0.01136969,0.005790892,0.0,0.0,0.0,0.001118101,0.0,False
30502,aletheia,com.outbrain.aletheia.breadcrumbs.breadcrumbdispatchertest.close,0.001851852,0.1111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006145442,0.0001205865,0.0,0.003378378,0.004784689,0.002190101,0.0,0.0008761969,0.01136969,0.005790892,0.0,0.0,0.0,0.001118101,0.0,False
30504,aletheia,com.outbrain.aletheia.breadcrumbs.breadcrumbdispatchertest.shouldcounthitsbybuckets,0.001851852,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006145442,0.0001205865,0.0,0.003378378,0.004784689,0.002190101,0.0,0.0008761969,0.01136969,0.005790892,0.0,0.0,0.0,0.001118101,0.0,False
30505,aletheia,com.outbrain.aletheia.breadcrumbs.breadcrumbdispatchertest.whenbucketcollisionthenrejectolddata,0.02222222,0.0,0.07692308,0.0,0.0,0.05263158,0.0,0.0,0.0,0.0,0.0006145442,0.0001205865,0.0,0.003378378,0.004784689,0.002190101,0.0,0.0008761969,0.01136969,0.005790892,0.0,0.0,0.0,0.001118101,0.0,False
