id,nameProject,testCase,tloc,tmcCabe,assertionDensity,assertionRoulette,mysteryGuest,eagerTest,sensitiveEquality,resourceOptimism,conditionalTestLogic,fireAndForget,loc,lcom2,lcom5,cbo,wmc,rfc,mpc,halsteadVocabulary,halsteadLength,halsteadVolume,classDataShouldBePrivate,complexClass,functionalDecomposition,godClass,spaghettiCode,isFlaky
19755,querydsl,com.querydsl.jpa.tupletest.test,0.007407407,0.0,0.0,0.0,0.0,0.0,0.02325581,0.0,0.0,0.0,0.001502219,0.0001808798,0.0,0.006756757,0.01036683,0.002628121,0.0,0.001668279,0.0186534,0.01047604,0.0,0.0,0.0,0.001118101,0.0,False
19756,querydsl,com.querydsl.jpa.hibernatequerytest.clone_,0.01111111,0.0,0.0,0.001855288,0.0,0.01315789,0.0,0.0,0.0,0.0,0.002065551,0.0005426394,0.0,0.03040541,0.01036683,0.006570302,0.002718869,0.002327179,0.01616628,0.009690272,0.0,0.0,0.0,0.001118101,0.0,False
19757,querydsl,com.querydsl.jpa.hibernatequerytest.innerjoin,0.01111111,0.0,0.0,0.0,0.0,0.0,0.02325581,0.0,0.0,0.0,0.002065551,0.0005426394,0.0,0.03040541,0.01036683,0.006570302,0.002718869,0.002327179,0.01616628,0.009690272,0.0,0.0,0.0,0.001118101,0.0,False
19758,querydsl,com.querydsl.jpa.jpqlserializertest.and_or,0.01296296,0.1111111,0.0625,0.0,0.0,0.0,0.04651163,0.0,0.0,0.0,0.009064527,0.001290276,0.0,0.05067568,0.04864434,0.07271134,0.07993475,0.02147734,0.07727838,0.06147251,0.0,0.0,0.0,0.001118101,0.0,False
19759,querydsl,com.querydsl.jpa.jpqlserializertest.case1,0.01111111,0.2222222,0.0,0.0,0.0,0.0,0.02325581,0.0,0.0,0.0,0.009064527,0.001290276,0.0,0.05067568,0.04864434,0.07271134,0.07993475,0.02147734,0.07727838,0.06147251,0.0,0.0,0.0,0.001118101,0.0,False
19760,querydsl,com.querydsl.jpa.jpqlserializertest.case1_hibernate,0.01111111,0.2222222,0.0,0.0,0.0,0.0,0.02325581,0.0,0.0,0.0,0.009064527,0.001290276,0.0,0.05067568,0.04864434,0.07271134,0.07993475,0.02147734,0.07727838,0.06147251,0.0,0.0,0.0,0.001118101,0.0,False
19761,querydsl,com.querydsl.jpa.jpqlserializertest.case2,0.01111111,0.2222222,0.0,0.0,0.0,0.0,0.02325581,0.0,0.0,0.0,0.009064527,0.001290276,0.0,0.05067568,0.04864434,0.07271134,0.07993475,0.02147734,0.07727838,0.06147251,0.0,0.0,0.0,0.001118101,0.0,False
19762,querydsl,com.querydsl.jpa.jpqlserializertest.case2_hibernate,0.01111111,0.2222222,0.0,0.0,0.0,0.0,0.02325581,0.0,0.0,0.0,0.009064527,0.001290276,0.0,0.05067568,0.04864434,0.07271134,0.07993475,0.02147734,0.07727838,0.06147251,0.0,0.0,0.0,0.001118101,0.0,False
19763,querydsl,com.querydsl.jpa.jpqlserializertest.count,0.02037037,0.0,0.04166667,0.0,0.0,0.01315789,0.04651163,0.0,0.0,0.0,0.009064527,0.001290276,0.0,0.05067568,0.04864434,0.07271134,0.07993475,0.02147734,0.07727838,0.06147251,0.0,0.0,0.0,0.001118101,0.0,False
19764,querydsl,com.querydsl.jpa.jpqlserializertest.fromwithcustomentityname,0.01296296,0.0,0.0,0.0,0.0,0.01315789,0.02325581,0.0,0.0,0.0,0.009064527,0.001290276,0.0,0.05067568,0.04864434,0.07271134,0.07993475,0.02147734,0.07727838,0.06147251,0.0,0.0,0.0,0.001118101,0.0,False
