id,nameProject,testCase,tloc,tmcCabe,assertionDensity,assertionRoulette,mysteryGuest,eagerTest,sensitiveEquality,resourceOptimism,conditionalTestLogic,fireAndForget,loc,lcom2,lcom5,cbo,wmc,rfc,mpc,halsteadVocabulary,halsteadLength,halsteadVolume,classDataShouldBePrivate,complexClass,functionalDecomposition,godClass,spaghettiCode,isFlaky
22380,admiral,com.vmware.admiral.closures.drivers.dockerdriverbasetest.getdockerimage,0.003703704,0.1111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005274838,0.001133513,0.00862069,0.1013514,0.02950558,0.03328953,0.03262643,0.008453548,0.05151892,0.03643166,0.0,0.0,0.0,0.001118101,0.0,False
22381,admiral,com.vmware.admiral.closures.drivers.dockerdriverbasetest.cleanimagenolinktest,0.001851852,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005274838,0.001133513,0.00862069,0.1013514,0.02950558,0.03328953,0.03262643,0.008453548,0.05151892,0.03643166,0.0,0.0,0.0,0.001118101,0.0,False
22382,admiral,com.vmware.admiral.closures.drivers.dockerdriverbasetest.cleanimagenoimagetest,0.001851852,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005274838,0.001133513,0.00862069,0.1013514,0.02950558,0.03328953,0.03262643,0.008453548,0.05151892,0.03643166,0.0,0.0,0.0,0.001118101,0.0,False
22383,admiral,com.vmware.admiral.closures.drivers.dockerdriverbasetest.cleanclosurenolinktest,0.001851852,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005274838,0.001133513,0.00862069,0.1013514,0.02950558,0.03328953,0.03262643,0.008453548,0.05151892,0.03643166,0.0,0.0,0.0,0.001118101,0.0,False
22384,admiral,com.vmware.admiral.closures.drivers.dockerdriverbasetest.inspectimageclosuretest,0.001851852,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005274838,0.001133513,0.00862069,0.1013514,0.02950558,0.03328953,0.03262643,0.008453548,0.05151892,0.03643166,0.0,0.0,0.0,0.001118101,0.0,False
22385,admiral,com.vmware.admiral.closures.drivers.dockerdriverbasetest.inspectimagenoimagelinktest,0.001851852,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005274838,0.001133513,0.00862069,0.1013514,0.02950558,0.03328953,0.03262643,0.008453548,0.05151892,0.03643166,0.0,0.0,0.0,0.001118101,0.0,False
22386,admiral,com.vmware.admiral.closures.drivers.dockerdriverbasetest.buildconfiguredcallbackuritest,0.005555556,0.0,0.125,0.0,0.0,0.01315789,0.04651163,0.0,0.0,0.0,0.005274838,0.001133513,0.00862069,0.1013514,0.02950558,0.03328953,0.03262643,0.008453548,0.05151892,0.03643166,0.0,0.0,0.0,0.001118101,0.0,False
22387,admiral,com.vmware.admiral.closures.drivers.dockerdriverbasetest.buildconfiguredcallbackinvaliduritest,0.003703704,0.0,0.0,0.0,0.0,0.01315789,0.0,0.0,0.0,0.0,0.005274838,0.001133513,0.00862069,0.1013514,0.02950558,0.03328953,0.03262643,0.008453548,0.05151892,0.03643166,0.0,0.0,0.0,0.001118101,0.0,False
22388,admiral,com.vmware.admiral.closures.drivers.dockerdriverbasetest.buildconfiguredcallbacksecondinvaliduritest,0.003703704,0.0,0.0,0.0,0.0,0.01315789,0.0,0.0,0.0,0.0,0.005274838,0.001133513,0.00862069,0.1013514,0.02950558,0.03328953,0.03262643,0.008453548,0.05151892,0.03643166,0.0,0.0,0.0,0.001118101,0.0,False
22390,admiral,com.vmware.admiral.closures.drivers.closureservicetest.clean,0.003703704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01544896,0.009839861,0.112069,0.1081081,0.07735247,0.05256242,0.04295813,0.01167094,0.07496891,0.05512255,0.0,0.0,0.0,0.001118101,0.0,False
22391,admiral,com.vmware.admiral.closures.drivers.closureservicetest.adddefaulttasktest,0.001851852,0.1111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01544896,0.009839861,0.112069,0.1081081,0.07735247,0.05256242,0.04295813,0.01167094,0.07496891,0.05512255,0.0,0.0,0.0,0.001118101,0.0,False
22392,admiral,com.vmware.admiral.closures.drivers.closureservicetest.addfailedclosurewithextcallback,0.001851852,0.1111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01544896,0.009839861,0.112069,0.1081081,0.07735247,0.05256242,0.04295813,0.01167094,0.07496891,0.05512255,0.0,0.0,0.0,0.001118101,0.0,False
22393,admiral,com.vmware.admiral.closures.drivers.closureservicetest.addclosurewithwebhook,0.001851852,0.1111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01544896,0.009839861,0.112069,0.1081081,0.07735247,0.05256242,0.04295813,0.01167094,0.07496891,0.05512255,0.0,0.0,0.0,0.001118101,0.0,False
22394,admiral,com.vmware.admiral.closures.drivers.closureservicetest.executejsnumberparameterstest,0.001851852,0.1111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01544896,0.009839861,0.112069,0.1081081,0.07735247,0.05256242,0.04295813,0.01167094,0.07496891,0.05512255,0.0,0.0,0.0,0.001118101,0.0,False
22395,admiral,com.vmware.admiral.closures.drivers.closureservicetest.executejsoverwritedefaultnumberparameterstest,0.001851852,0.1111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01544896,0.009839861,0.112069,0.1081081,0.07735247,0.05256242,0.04295813,0.01167094,0.07496891,0.05512255,0.0,0.0,0.0,0.001118101,0.0,False
22396,admiral,com.vmware.admiral.closures.drivers.closureservicetest.executejsarrayofnumberparameterstest,0.001851852,0.1111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01544896,0.009839861,0.112069,0.1081081,0.07735247,0.05256242,0.04295813,0.01167094,0.07496891,0.05512255,0.0,0.0,0.0,0.001118101,0.0,False
22397,admiral,com.vmware.admiral.closures.drivers.closureservicetest.executejsarrayofstringparameterstest,0.001851852,0.1111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01544896,0.009839861,0.112069,0.1081081,0.07735247,0.05256242,0.04295813,0.01167094,0.07496891,0.05512255,0.0,0.0,0.0,0.001118101,0.0,False
