id,nameProject,testCase,tloc,tmcCabe,assertionDensity,assertionRoulette,mysteryGuest,eagerTest,sensitiveEquality,resourceOptimism,conditionalTestLogic,fireAndForget,loc,lcom2,lcom5,cbo,wmc,rfc,mpc,halsteadVocabulary,halsteadLength,halsteadVolume,classDataShouldBePrivate,complexClass,functionalDecomposition,godClass,spaghettiCode,isFlaky
38519,Struts,org.apache.struts2.portlet.result.portletresulttest.testdoexecute_render,0.05185185,0.2222222,0.0,0.0,0.0,0.01315789,0.0,0.0,0.0,0.0,0.004404234,0.00062705,0.00862069,0.08108108,0.02791069,0.02978537,0.02990756,0.006960508,0.04423521,0.03051019,0.0,0.0,0.0,0.001118101,0.0,False
38520,Struts,org.apache.struts2.portlet.result.portletresulttest.testdoexecute_event_locationisaction,0.04259259,0.2222222,0.0,0.0,0.0,0.01315789,0.0,0.0,0.0,0.0,0.004404234,0.00062705,0.00862069,0.08108108,0.02791069,0.02978537,0.02990756,0.006960508,0.04423521,0.03051019,0.0,0.0,0.0,0.001118101,0.0,False
38521,Struts,org.apache.struts2.portlet.result.portletresulttest.testdoexecute_event_locationisjsp,0.04814815,0.2222222,0.0,0.0,0.0,0.01315789,0.0,0.0,0.0,0.0,0.004404234,0.00062705,0.00862069,0.08108108,0.02791069,0.02978537,0.02990756,0.006960508,0.04423521,0.03051019,0.0,0.0,0.0,0.001118101,0.0,False
38522,Struts,org.apache.struts2.portlet.result.portletresulttest.testdoexecute_event_locationhasqueryparams,0.05,0.2222222,0.0,0.0,0.0,0.01315789,0.0,0.0,0.0,0.0,0.004404234,0.00062705,0.00862069,0.08108108,0.02791069,0.02978537,0.02990756,0.006960508,0.04423521,0.03051019,0.0,0.0,0.0,0.001118101,0.0,False
38523,Struts,org.apache.struts2.portlet.result.portletresulttest.testtitleandcontenttype,0.04444444,0.2222222,0.0,0.0,0.0,0.03947368,0.0,0.0,0.0,0.0,0.004404234,0.00062705,0.00862069,0.08108108,0.02791069,0.02978537,0.02990756,0.006960508,0.04423521,0.03051019,0.0,0.0,0.0,0.001118101,0.0,False
38525,Struts,org.apache.struts2.portlet.result.portletresulttest.main,0.003703704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004404234,0.00062705,0.00862069,0.08108108,0.02791069,0.02978537,0.02990756,0.006960508,0.04423521,0.03051019,0.0,0.0,0.0,0.001118101,0.0,False
38527,Struts,org.apache.struts2.portlet.context.portletactioncontexttest.testgetphase,0.005555556,0.0,0.0,0.001855288,0.0,0.01315789,0.0,0.0,0.0,0.0,0.003892113,0.001639977,0.0,0.0777027,0.03987241,0.02584319,0.0228385,0.005572612,0.03357612,0.02255192,0.0,0.0,0.0,0.001118101,0.0,False
38528,Struts,org.apache.struts2.portlet.context.portletactioncontexttest.testisrender,0.01111111,0.0,0.1428571,0.005565863,0.0,0.01315789,0.0,0.0,0.0,0.0,0.003892113,0.001639977,0.0,0.0777027,0.03987241,0.02584319,0.0228385,0.005572612,0.03357612,0.02255192,0.0,0.0,0.0,0.001118101,0.0,False
38529,Struts,org.apache.struts2.portlet.context.portletactioncontexttest.testisaction,0.01111111,0.0,0.1428571,0.005565863,0.0,0.01315789,0.0,0.0,0.0,0.0,0.003892113,0.001639977,0.0,0.0777027,0.03987241,0.02584319,0.0228385,0.005572612,0.03357612,0.02255192,0.0,0.0,0.0,0.001118101,0.0,False
38530,Struts,org.apache.struts2.portlet.context.portletactioncontexttest.testisevent,0.01111111,0.0,0.1428571,0.005565863,0.0,0.01315789,0.0,0.0,0.0,0.0,0.003892113,0.001639977,0.0,0.0777027,0.03987241,0.02584319,0.0228385,0.005572612,0.03357612,0.02255192,0.0,0.0,0.0,0.001118101,0.0,False
38531,Struts,org.apache.struts2.portlet.context.portletactioncontexttest.testgetportletconfig,0.005555556,0.0,0.0,0.001855288,0.0,0.01315789,0.0,0.0,0.0,0.0,0.003892113,0.001639977,0.0,0.0777027,0.03987241,0.02584319,0.0228385,0.005572612,0.03357612,0.02255192,0.0,0.0,0.0,0.001118101,0.0,False
38532,Struts,org.apache.struts2.portlet.context.portletactioncontexttest.testgetrenderrequestandresponse,0.01481481,0.0,0.1666667,0.00742115,0.0,0.05263158,0.0,0.0,0.0,0.0,0.003892113,0.001639977,0.0,0.0777027,0.03987241,0.02584319,0.0228385,0.005572612,0.03357612,0.02255192,0.0,0.0,0.0,0.001118101,0.0,False
38533,Struts,org.apache.struts2.portlet.context.portletactioncontexttest.testgetrenderrequestandresponseineventphase,0.03333333,0.2222222,0.02631579,0.003710575,0.0,0.02631579,0.0,0.0,0.0,0.0,0.003892113,0.001639977,0.0,0.0777027,0.03987241,0.02584319,0.0228385,0.005572612,0.03357612,0.02255192,0.0,0.0,0.0,0.001118101,0.0,False
38534,Struts,org.apache.struts2.portlet.context.portletactioncontexttest.testgetactionrequestandresponse,0.01481481,0.0,0.1666667,0.00742115,0.0,0.05263158,0.0,0.0,0.0,0.0,0.003892113,0.001639977,0.0,0.0777027,0.03987241,0.02584319,0.0228385,0.005572612,0.03357612,0.02255192,0.0,0.0,0.0,0.001118101,0.0,False
38535,Struts,org.apache.struts2.portlet.context.portletactioncontexttest.testgetactionrequestandresponseinrenderphase,0.03333333,0.2222222,0.02631579,0.003710575,0.0,0.02631579,0.0,0.0,0.0,0.0,0.003892113,0.001639977,0.0,0.0777027,0.03987241,0.02584319,0.0228385,0.005572612,0.03357612,0.02255192,0.0,0.0,0.0,0.001118101,0.0,False
38536,Struts,org.apache.struts2.portlet.context.portletactioncontexttest.testgetnamespace,0.005555556,0.0,0.0,0.0,0.0,0.01315789,0.0,0.0,0.0,0.0,0.003892113,0.001639977,0.0,0.0777027,0.03987241,0.02584319,0.0228385,0.005572612,0.03357612,0.02255192,0.0,0.0,0.0,0.001118101,0.0,False
38537,Struts,org.apache.struts2.portlet.context.portletactioncontexttest.testgetdefaultactionformode,0.007407407,0.0,0.0,0.001855288,0.0,0.01315789,0.0,0.0,0.0,0.0,0.003892113,0.001639977,0.0,0.0777027,0.03987241,0.02584319,0.0228385,0.005572612,0.03357612,0.02255192,0.0,0.0,0.0,0.001118101,0.0,False
38539,Struts,org.apache.struts2.portlet.portletrequestmaptest.testget,0.01111111,0.0,0.0,0.0,0.0,0.01315789,0.0,0.0,0.0,0.0,0.002458177,0.0001567625,0.05172414,0.01689189,0.02232855,0.01620675,0.01413812,0.004675387,0.02629241,0.01731628,0.0,0.0,0.0,0.001118101,0.0,False
38540,Struts,org.apache.struts2.portlet.portletrequestmaptest.testput,0.01111111,0.0,0.07142857,0.0,0.0,0.01315789,0.0,0.0,0.0,0.0,0.002458177,0.0001567625,0.05172414,0.01689189,0.02232855,0.01620675,0.01413812,0.004675387,0.02629241,0.01731628,0.0,0.0,0.0,0.001118101,0.0,False
38541,Struts,org.apache.struts2.portlet.portletrequestmaptest.testclear,0.01296296,0.0,0.0,0.001855288,0.0,0.01315789,0.0,0.0,0.0,0.0,0.002458177,0.0001567625,0.05172414,0.01689189,0.02232855,0.01620675,0.01413812,0.004675387,0.02629241,0.01731628,0.0,0.0,0.0,0.001118101,0.0,False
38542,Struts,org.apache.struts2.portlet.portletrequestmaptest.testremove,0.01111111,0.0,0.07142857,0.0,0.0,0.01315789,0.0,0.0,0.0,0.0,0.002458177,0.0001567625,0.05172414,0.01689189,0.02232855,0.01620675,0.01413812,0.004675387,0.02629241,0.01731628,0.0,0.0,0.0,0.001118101,0.0,False
38543,Struts,org.apache.struts2.portlet.portletrequestmaptest.testentryset,0.02222222,0.1111111,0.0,0.001855288,0.0,0.01315789,0.0,0.0,0.004524887,0.0,0.002458177,0.0001567625,0.05172414,0.01689189,0.02232855,0.01620675,0.01413812,0.004675387,0.02629241,0.01731628,0.0,0.0,0.0,0.001118101,0.0,False
38544,Struts,org.apache.struts2.portlet.portletrequestmaptest.checkentry,0.02407407,0.2222222,0.07142857,0.001855288,0.0,0.03947368,0.0,0.0,0.01809955,0.0,0.002458177,0.0001567625,0.05172414,0.01689189,0.02232855,0.01620675,0.01413812,0.004675387,0.02629241,0.01731628,0.0,0.0,0.0,0.001118101,0.0,False
38545,Struts,org.apache.struts2.portlet.portletsessionmaptest.testput,0.01481481,0.0,0.1666667,0.0,0.0,0.01315789,0.0,0.0,0.0,0.0,0.00254353,0.0001567625,0.05172414,0.02364865,0.02073365,0.01576873,0.01359434,0.005264191,0.02895719,0.01936214,0.0,0.0,0.0,0.001118101,0.0,False
