id,nameProject,testCase,tloc,tmcCabe,assertionDensity,assertionRoulette,mysteryGuest,eagerTest,sensitiveEquality,resourceOptimism,conditionalTestLogic,fireAndForget,loc,lcom2,lcom5,cbo,wmc,rfc,mpc,halsteadVocabulary,halsteadLength,halsteadVolume,classDataShouldBePrivate,complexClass,functionalDecomposition,godClass,spaghettiCode,isFlaky
46549,Java-WebSocket,org.java_websocket.drafts.draft_6455test.draft_6455test,0.03888889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01365654,0.004112001,0.02586207,0.06081081,0.09649123,0.07840561,0.08047852,0.02560598,0.1236454,0.1000564,0.0,0.0,0.0,0.001118101,0.002098636,False
46550,Java-WebSocket,org.java_websocket.drafts.draft_6455test.testconstructor,0.04074074,0.2222222,0.02173913,0.003710575,0.0,0.02631579,0.0,0.0,0.0,0.0,0.01365654,0.004112001,0.02586207,0.06081081,0.09649123,0.07840561,0.08047852,0.02560598,0.1236454,0.1000564,0.0,0.0,0.0,0.001118101,0.002098636,False
46551,Java-WebSocket,org.java_websocket.drafts.draft_6455test.testgetextension,0.007407407,0.1111111,0.1,0.003710575,0.0,0.01315789,0.0,0.0,0.0,0.0,0.01365654,0.004112001,0.02586207,0.06081081,0.09649123,0.07840561,0.08047852,0.02560598,0.1236454,0.1000564,0.0,0.0,0.0,0.001118101,0.002098636,False
46552,Java-WebSocket,org.java_websocket.drafts.draft_6455test.testgetknownextensions,0.01296296,0.1111111,0.125,0.005565863,0.0,0.01315789,0.0,0.0,0.0,0.0,0.01365654,0.004112001,0.02586207,0.06081081,0.09649123,0.07840561,0.08047852,0.02560598,0.1236454,0.1000564,0.0,0.0,0.0,0.001118101,0.002098636,False
46553,Java-WebSocket,org.java_websocket.drafts.draft_6455test.testgetprotocol,0.01666667,0.1111111,0.25,0.00742115,0.0,0.02631579,0.0,0.0,0.0,0.0,0.01365654,0.004112001,0.02586207,0.06081081,0.09649123,0.07840561,0.08047852,0.02560598,0.1236454,0.1000564,0.0,0.0,0.0,0.001118101,0.002098636,False
46554,Java-WebSocket,org.java_websocket.drafts.draft_6455test.testgetknownprotocols,0.02222222,0.1111111,0.1153846,0.00742115,0.0,0.01315789,0.0,0.0,0.0,0.0,0.01365654,0.004112001,0.02586207,0.06081081,0.09649123,0.07840561,0.08047852,0.02560598,0.1236454,0.1000564,0.0,0.0,0.0,0.001118101,0.002098636,False
46555,Java-WebSocket,org.java_websocket.drafts.draft_6455test.testcopyinstance,0.01666667,0.1111111,0.25,0.009276438,0.0,0.07894737,0.0,0.0,0.0,0.0,0.01365654,0.004112001,0.02586207,0.06081081,0.09649123,0.07840561,0.08047852,0.02560598,0.1236454,0.1000564,0.0,0.0,0.0,0.001118101,0.002098636,False
46556,Java-WebSocket,org.java_websocket.drafts.draft_6455test.testreset,0.01851852,0.1111111,0.1818182,0.00742115,0.0,0.07894737,0.0,0.0,0.0,0.0,0.01365654,0.004112001,0.02586207,0.06081081,0.09649123,0.07840561,0.08047852,0.02560598,0.1236454,0.1000564,0.0,0.0,0.0,0.001118101,0.002098636,False
46557,Java-WebSocket,org.java_websocket.drafts.draft_6455test.testgetclosehandshaketype,0.005555556,0.1111111,0.0,0.001855288,0.0,0.01315789,0.0,0.0,0.0,0.0,0.01365654,0.004112001,0.02586207,0.06081081,0.09649123,0.07840561,0.08047852,0.02560598,0.1236454,0.1000564,0.0,0.0,0.0,0.001118101,0.002098636,False
46558,Java-WebSocket,org.java_websocket.drafts.draft_6455test.testtostring,0.02407407,0.1111111,0.2857143,0.0,0.0,0.02631579,0.1395349,0.0,0.0,0.0,0.01365654,0.004112001,0.02586207,0.06081081,0.09649123,0.07840561,0.08047852,0.02560598,0.1236454,0.1000564,0.0,0.0,0.0,0.001118101,0.002098636,False
46559,Java-WebSocket,org.java_websocket.drafts.draft_6455test.testequals,0.06296296,0.1111111,0.3142857,0.02782931,0.0,0.02631579,0.0,0.0,0.0,0.0,0.01365654,0.004112001,0.02586207,0.06081081,0.09649123,0.07840561,0.08047852,0.02560598,0.1236454,0.1000564,0.0,0.0,0.0,0.001118101,0.002098636,False
46560,Java-WebSocket,org.java_websocket.drafts.draft_6455test.testhashcode,0.06296296,0.1111111,0.3142857,0.02782931,0.0,0.03947368,0.0,0.0,0.0,0.0,0.01365654,0.004112001,0.02586207,0.06081081,0.09649123,0.07840561,0.08047852,0.02560598,0.1236454,0.1000564,0.0,0.0,0.0,0.001118101,0.002098636,False
46561,Java-WebSocket,org.java_websocket.drafts.draft_6455test.accepthandshakeasserver,0.04444444,0.1111111,0.64,0.0296846,0.0,0.01315789,0.0,0.0,0.0,0.0,0.01365654,0.004112001,0.02586207,0.06081081,0.09649123,0.07840561,0.08047852,0.02560598,0.1236454,0.1000564,0.0,0.0,0.0,0.001118101,0.002098636,False
46562,Java-WebSocket,org.java_websocket.drafts.draft_6455test.accepthandshakeasclient,0.05555556,0.1111111,0.1451613,0.01855288,0.0,0.01315789,0.0,0.0,0.0,0.0,0.01365654,0.004112001,0.02586207,0.06081081,0.09649123,0.07840561,0.08047852,0.02560598,0.1236454,0.1000564,0.0,0.0,0.0,0.001118101,0.002098636,False
46563,Java-WebSocket,org.java_websocket.drafts.draft_6455test.postprocesshandshakerequestasclient,0.05555556,0.1111111,0.1774194,0.0,0.0,0.01315789,0.0,0.0,0.0,0.0,0.01365654,0.004112001,0.02586207,0.06081081,0.09649123,0.07840561,0.08047852,0.02560598,0.1236454,0.1000564,0.0,0.0,0.0,0.001118101,0.002098636,False
46564,Java-WebSocket,org.java_websocket.drafts.draft_6455test.postprocesshandshakeresponseasserver,0.1333333,0.1111111,0.3287671,0.0,0.0,0.03947368,0.0,0.0,0.0,0.0,0.01365654,0.004112001,0.02586207,0.06081081,0.09649123,0.07840561,0.08047852,0.02560598,0.1236454,0.1000564,0.0,0.0,0.0,0.001118101,0.002098636,False
46565,Java-WebSocket,org.java_websocket.drafts.draft_6455test.createframesbinary,0.02962963,0.1111111,0.08823529,0.00742115,0.0,0.02631579,0.0,0.0,0.0,0.0,0.01365654,0.004112001,0.02586207,0.06081081,0.09649123,0.07840561,0.08047852,0.02560598,0.1236454,0.1000564,0.0,0.0,0.0,0.001118101,0.002098636,False
46566,Java-WebSocket,org.java_websocket.drafts.draft_6455test.createframestext,0.02592593,0.1111111,0.1,0.00742115,0.0,0.02631579,0.0,0.0,0.0,0.0,0.01365654,0.004112001,0.02586207,0.06081081,0.09649123,0.07840561,0.08047852,0.02560598,0.1236454,0.1000564,0.0,0.0,0.0,0.001118101,0.002098636,False
46567,Java-WebSocket,org.java_websocket.util.bytebufferutilstest.testemptybytebuffercapacity,0.005555556,0.0,0.0,0.0,0.0,0.01315789,0.0,0.0,0.0,0.0,0.001160806,3.617596e-05,0.0,0.003378378,0.007177033,0.003504161,0.002718869,0.001310791,0.011725,0.006449422,0.0,0.0,0.0,0.001118101,0.0,False
46568,Java-WebSocket,org.java_websocket.util.bytebufferutilstest.testemptybytebuffernewobject,0.007407407,0.0,0.0,0.0,0.0,0.01315789,0.0,0.0,0.0,0.0,0.001160806,3.617596e-05,0.0,0.003378378,0.007177033,0.003504161,0.002718869,0.001310791,0.011725,0.006449422,0.0,0.0,0.0,0.001118101,0.0,False
46569,Java-WebSocket,org.java_websocket.util.bytebufferutilstest.testtransferbytebuffersmalltoempty,0.01111111,0.0,0.07142857,0.0,0.0,0.02631579,0.0,0.0,0.0,0.0,0.001160806,3.617596e-05,0.0,0.003378378,0.007177033,0.003504161,0.002718869,0.001310791,0.011725,0.006449422,0.0,0.0,0.0,0.001118101,0.0,False
