id,nameProject,testCase,tloc,tmcCabe,assertionDensity,assertionRoulette,mysteryGuest,eagerTest,sensitiveEquality,resourceOptimism,conditionalTestLogic,fireAndForget,loc,lcom2,lcom5,cbo,wmc,rfc,mpc,halsteadVocabulary,halsteadLength,halsteadVolume,classDataShouldBePrivate,complexClass,functionalDecomposition,spaghettiCode,isFlaky
9,fastjson,com.alibaba.fastjson.JSONPathTest.eq1,0.0469798657718121,0.333333333333333,0.0631001371742112,0.0384615384615385,0,0,0,0,0.230769230769231,0,1,0.0778177204482977,0.2,0.925,0.480637813211845,0.438377535101404,0.420955882352941,0.886206181290189,1,1,0,0.481818181818182,0,1,FALSE
9,fastjson,com.alibaba.fastjson.JSONPathTest.eq2,0.0469798657718121,0.333333333333333,0.0631001371742112,0.0384615384615385,0,0,0,0,0.230769230769231,0,1,0.0778177204482977,0.2,0.925,0.480637813211845,0.438377535101404,0.420955882352941,0.886206181290189,1,1,0,0.481818181818182,0,1,FALSE
9,fastjson,com.alibaba.fastjson.JSONPathTest.isDigitFirst1,0.0402684563758389,0.333333333333333,0.0709876543209877,0.0384615384615385,0,0,0,0,0.153846153846154,0,1,0.0778177204482977,0.2,0.925,0.480637813211845,0.438377535101404,0.420955882352941,0.886206181290189,1,1,0,0.481818181818182,0,1,FALSE
9,fastjson,com.alibaba.fastjson.JSONPathTest.isDigitFirst2,0.0402684563758389,0.333333333333333,0.0709876543209877,0.0384615384615385,0,0,0,0,0.153846153846154,0,1,0.0778177204482977,0.2,0.925,0.480637813211845,0.438377535101404,0.420955882352941,0.886206181290189,1,1,0,0.481818181818182,0,1,FALSE
9,fastjson,com.alibaba.fastjson.JSONPathTest.isDigitFirst3,0.0402684563758389,0.333333333333333,0.0709876543209877,0.0384615384615385,0,0,0,0,0.153846153846154,0,1,0.0778177204482977,0.2,0.925,0.480637813211845,0.438377535101404,0.420955882352941,0.886206181290189,1,1,0,0.481818181818182,0,1,FALSE
9,fastjson,com.alibaba.fastjson.JSONPathTest.isEOF1,0.0671140939597315,0.333333333333333,0.0473251028806584,0.0384615384615385,0,0,0,0,0.0769230769230769,0,1,0.0778177204482977,0.2,0.925,0.480637813211845,0.438377535101404,0.420955882352941,0.886206181290189,1,1,0,0.481818181818182,0,1,FALSE
9,fastjson,com.alibaba.fastjson.JSONPathTest.isEOF2,0.0671140939597315,0.333333333333333,0.0473251028806584,0.0384615384615385,0,0,0,0,0.0769230769230769,0,1,0.0778177204482977,0.2,0.925,0.480637813211845,0.438377535101404,0.420955882352941,0.886206181290189,1,1,0,0.481818181818182,0,1,FALSE
9,fastjson,com.alibaba.fastjson.parser.JSONScannerTest.charArrayCompare1,0.0536912751677852,0.333333333333333,0.0567901234567901,0.0384615384615385,0,0,0,0,0.307692307692308,0,0.722314441546123,0.0716853457390569,1,0.175,0.52619589977221,0.333853354134165,0.301470588235294,1,0.533684210526316,0.542328403531994,0,0.527272727272727,0,0.757713884992987,FALSE
9,fastjson,com.alibaba.fastjson.parser.JSONScannerTest.charArrayCompare3,0.0536912751677852,0.5,0.0567901234567901,0.0384615384615385,0,0,0,0,0.307692307692308,0,0.722314441546123,0.0716853457390569,1,0.175,0.52619589977221,0.333853354134165,0.301470588235294,1,0.533684210526316,0.542328403531994,0,0.527272727272727,0,0.757713884992987,FALSE
9,fastjson,com.alibaba.fastjson.parser.JSONScannerTest.charArrayCompare4,0.0536912751677852,0.5,0.0567901234567901,0.0384615384615385,0,0,0,0,0.307692307692308,0,0.722314441546123,0.0716853457390569,1,0.175,0.52619589977221,0.333853354134165,0.301470588235294,1,0.533684210526316,0.542328403531994,0,0.527272727272727,0,0.757713884992987,FALSE
9,fastjson,com.alibaba.fastjson.parser.JSONScannerTest.checkDate1,0.087248322147651,0.333333333333333,0.0378600823045267,0.0384615384615385,0,0,0,0,0.692307692307692,0,0.722314441546123,0.0716853457390569,1,0.175,0.52619589977221,0.333853354134165,0.301470588235294,1,0.533684210526316,0.542328403531994,0,0.527272727272727,0,0.757713884992987,FALSE
9,fastjson,com.alibaba.fastjson.parser.JSONScannerTest.checkDate2,0.087248322147651,0.333333333333333,0.0378600823045267,0.0384615384615385,0,0,0,0,0.692307692307692,0,0.722314441546123,0.0716853457390569,1,0.175,0.52619589977221,0.333853354134165,0.301470588235294,1,0.533684210526316,0.542328403531994,0,0.527272727272727,0,0.757713884992987,FALSE
9,fastjson,com.alibaba.fastjson.parser.JSONScannerTest.checkDate3,0.087248322147651,0.333333333333333,0.0378600823045267,0.0384615384615385,0,0,0,0,0.692307692307692,0,0.722314441546123,0.0716853457390569,1,0.175,0.52619589977221,0.333853354134165,0.301470588235294,1,0.533684210526316,0.542328403531994,0,0.527272727272727,0,0.757713884992987,FALSE
9,fastjson,com.alibaba.fastjson.parser.JSONScannerTest.checkDate4,0.087248322147651,0.333333333333333,0.0378600823045267,0.0384615384615385,0,0,0,0,0.692307692307692,0,0.722314441546123,0.0716853457390569,1,0.175,0.52619589977221,0.333853354134165,0.301470588235294,1,0.533684210526316,0.542328403531994,0,0.527272727272727,0,0.757713884992987,FALSE
9,fastjson,com.alibaba.fastjson.parser.JSONScannerTest.checkDate5,0.087248322147651,0.333333333333333,0.0378600823045267,0.0384615384615385,0,0,0,0,0.692307692307692,0,0.722314441546123,0.0716853457390569,1,0.175,0.52619589977221,0.333853354134165,0.301470588235294,1,0.533684210526316,0.542328403531994,0,0.527272727272727,0,0.757713884992987,FALSE
9,fastjson,com.alibaba.fastjson.parser.JSONScannerTest.checkDate6,0.087248322147651,0.333333333333333,0.0378600823045267,0.0384615384615385,0,0,0,0,0.692307692307692,0,0.722314441546123,0.0716853457390569,1,0.175,0.52619589977221,0.333853354134165,0.301470588235294,1,0.533684210526316,0.542328403531994,0,0.527272727272727,0,0.757713884992987,FALSE
9,fastjson,com.alibaba.fastjson.parser.JSONScannerTest.checkDate7,0.087248322147651,0.333333333333333,0.0378600823045267,0.0384615384615385,0,0,0,0,0.692307692307692,0,0.722314441546123,0.0716853457390569,1,0.175,0.52619589977221,0.333853354134165,0.301470588235294,1,0.533684210526316,0.542328403531994,0,0.527272727272727,0,0.757713884992987,FALSE
9,fastjson,com.alibaba.fastjson.parser.JSONScannerTest.checkDate8,0.087248322147651,0.333333333333333,0.0378600823045267,0.0384615384615385,0,0,0,0,0.692307692307692,0,0.722314441546123,0.0716853457390569,1,0.175,0.52619589977221,0.333853354134165,0.301470588235294,1,0.533684210526316,0.542328403531994,0,0.527272727272727,0,0.757713884992987,FALSE
9,fastjson,com.alibaba.fastjson.parser.JSONScannerTest.checkDate9,0.087248322147651,0.333333333333333,0.0378600823045267,0.0384615384615385,0,0,0,0,0.692307692307692,0,0.722314441546123,0.0716853457390569,1,0.175,0.52619589977221,0.333853354134165,0.301470588235294,1,0.533684210526316,0.542328403531994,0,0.527272727272727,0,0.757713884992987,FALSE
9,fastjson,com.alibaba.fastjson.parser.JSONScannerTest.checkDate10,0.087248322147651,0.333333333333333,0.0378600823045267,0.0384615384615385,0,0,0,0,0.692307692307692,0,0.722314441546123,0.0716853457390569,1,0.175,0.52619589977221,0.333853354134165,0.301470588235294,1,0.533684210526316,0.542328403531994,0,0.527272727272727,0,0.757713884992987,FALSE
9,fastjson,com.alibaba.fastjson.parser.JSONScannerTest.checkDate11,0.087248322147651,0.333333333333333,0.0378600823045267,0.0384615384615385,0,0,0,0,0.692307692307692,0,0.722314441546123,0.0716853457390569,1,0.175,0.52619589977221,0.333853354134165,0.301470588235294,1,0.533684210526316,0.542328403531994,0,0.527272727272727,0,0.757713884992987,FALSE
9,fastjson,com.alibaba.fastjson.parser.JSONScannerTest.checkDate12,0.087248322147651,0.333333333333333,0.0378600823045267,0.0384615384615385,0,0,0,0,0.692307692307692,0,0.722314441546123,0.0716853457390569,1,0.175,0.52619589977221,0.333853354134165,0.301470588235294,1,0.533684210526316,0.542328403531994,0,0.527272727272727,0,0.757713884992987,FALSE
