id,nameProject,testCase,tloc,tmcCabe,assertionDensity,assertionRoulette,mysteryGuest,eagerTest,sensitiveEquality,resourceOptimism,conditionalTestLogic,fireAndForget,loc,lcom2,lcom5,cbo,wmc,rfc,mpc,halsteadVocabulary,halsteadLength,halsteadVolume,classDataShouldBePrivate,functionalDecomposition,spaghettiCode,isFlaky
2,wildfly,org.wildfly.mod_cluster.undertow.UndertowConnectorTestCase.getType,0.0555555555555556,0,0.19047619047619,0,0,0.1,0,0,0,0,0.148960739030023,0.0572472594397077,0.344827586206897,0.147540983606557,0.187878787878788,0.118110236220472,0.0672645739910314,0.0712155762146992,0.169836956521739,0.121856808105781,0,0,0,FALSE
2,wildfly,org.wildfly.mod_cluster.undertow.UndertowConnectorTestCase.getAddress,0.0888888888888889,0.2,0,0.0454545454545455,0,0.1,0,0,0,0,0.148960739030023,0.0572472594397077,0.344827586206897,0.147540983606557,0.187878787878788,0.118110236220472,0.0672645739910314,0.0712155762146992,0.169836956521739,0.121856808105781,0,0,0,FALSE
2,wildfly,org.wildfly.mod_cluster.undertow.UndertowConnectorTestCase.getPort,0.0888888888888889,0.2,0,0.0454545454545455,0,0.1,0,0,0,0,0.148960739030023,0.0572472594397077,0.344827586206897,0.147540983606557,0.187878787878788,0.118110236220472,0.0672645739910314,0.0712155762146992,0.169836956521739,0.121856808105781,0,0,0,FALSE
2,wildfly,org.wildfly.mod_cluster.undertow.UndertowConnectorTestCase.setAddress,0.0333333333333333,0.4,0,0,0,0.1,0,0,0.05,0,0.148960739030023,0.0572472594397077,0.344827586206897,0.147540983606557,0.187878787878788,0.118110236220472,0.0672645739910314,0.0712155762146992,0.169836956521739,0.121856808105781,0,0,0,FALSE
2,wildfly,org.wildfly.mod_cluster.undertow.UndertowServerTestCase.getEngines,0.0888888888888889,0,0.126984126984127,0.136363636363636,0,0.1,0,0,0,0,0.069284064665127,0,0.0344827586206897,0.0983606557377049,0.0787878787878788,0.0433070866141732,0.0269058295964126,0.0301701455884932,0.0896739130434783,0.0569242148053886,0,0,0,FALSE
2,wildfly,org.wildfly.mod_cluster.undertow.UndertowContextTestCase.getHost,0.0222222222222222,0,0,0.0454545454545455,0,0.1,0,0,0,0,0.128175519630485,0.0292326431181486,0.275862068965517,0.163934426229508,0.163636363636364,0.133858267716535,0.0941704035874439,0.0549026486581302,0.125,0.0869231447068834,0,0,0,FALSE
2,wildfly,org.wildfly.mod_cluster.undertow.UndertowContextTestCase.getPath,0.0777777777777778,0,0,0.0454545454545455,0,0.1,0,0,0,0,0.128175519630485,0.0292326431181486,0.275862068965517,0.163934426229508,0.163636363636364,0.133858267716535,0.0941704035874439,0.0549026486581302,0.125,0.0869231447068834,0,0,0,FALSE
2,wildfly,org.wildfly.mod_cluster.undertow.UndertowContextTestCase.isStarted,0.1,0.2,0.114285714285714,0.136363636363636,0,0.1,0,0,0,0,0.128175519630485,0.0292326431181486,0.275862068965517,0.163934426229508,0.163636363636364,0.133858267716535,0.0941704035874439,0.0549026486581302,0.125,0.0869231447068834,0,0,0,FALSE
2,wildfly,org.wildfly.mod_cluster.undertow.UndertowContextTestCase.addRequestListener,0.2,0.6,0.0902255639097744,0.181818181818182,0,0.1,0,0,0.2,0,0.128175519630485,0.0292326431181486,0.275862068965517,0.163934426229508,0.163636363636364,0.133858267716535,0.0941704035874439,0.0549026486581302,0.125,0.0869231447068834,0,0,0,FALSE
2,wildfly,org.wildfly.mod_cluster.undertow.UndertowContextTestCase.addSessionListener,0.177777777777778,0.6,0.0336134453781513,0.0909090909090909,0,0.1,0,0,0.2,0,0.128175519630485,0.0292326431181486,0.275862068965517,0.163934426229508,0.163636363636364,0.133858267716535,0.0941704035874439,0.0549026486581302,0.125,0.0869231447068834,0,0,0,FALSE
2,wildfly,org.wildfly.mod_cluster.undertow.UndertowEngineTestCase.getName,0.0222222222222222,0,0,0.0454545454545455,0,0.1,0,0,0,0,0.206697459584296,0.213154689403167,0.206896551724138,0.131147540983607,0.284848484848485,0.216535433070866,0.143497757847534,0.105946325206104,0.183423913043478,0.139921332718758,0,0,0,FALSE
2,wildfly,org.wildfly.mod_cluster.undertow.UndertowEngineTestCase.getHosts,0.0777777777777778,0,0.214285714285714,0.181818181818182,0,0.8,0,0,0,0,0.206697459584296,0.213154689403167,0.206896551724138,0.131147540983607,0.284848484848485,0.216535433070866,0.143497757847534,0.105946325206104,0.183423913043478,0.139921332718758,0,0,0,FALSE
2,wildfly,org.wildfly.mod_cluster.undertow.UndertowEngineTestCase.getConnectors,0.0777777777777778,0,0.142857142857143,0.136363636363636,0,0.8,0.0769230769230769,0,0,0,0.206697459584296,0.213154689403167,0.206896551724138,0.131147540983607,0.284848484848485,0.216535433070866,0.143497757847534,0.105946325206104,0.183423913043478,0.139921332718758,0,0,0,FALSE
2,wildfly,org.wildfly.mod_cluster.undertow.UndertowEngineTestCase.getDefaultHost,0.0222222222222222,0,0,0.0454545454545455,0,0.1,0,0,0,0,0.206697459584296,0.213154689403167,0.206896551724138,0.131147540983607,0.284848484848485,0.216535433070866,0.143497757847534,0.105946325206104,0.183423913043478,0.139921332718758,0,0,0,FALSE
2,wildfly,org.wildfly.mod_cluster.undertow.UndertowEngineTestCase.findHost,0.0555555555555556,0,0.19047619047619,0.0909090909090909,0,0.2,0,0,0,0,0.206697459584296,0.213154689403167,0.206896551724138,0.131147540983607,0.284848484848485,0.216535433070866,0.143497757847534,0.105946325206104,0.183423913043478,0.139921332718758,0,0,0,FALSE
2,wildfly,org.wildfly.mod_cluster.undertow.UndertowEngineTestCase.getJvmRoute,0.0222222222222222,0,0,0.0454545454545455,0,0.1,0,0,0,0,0.206697459584296,0.213154689403167,0.206896551724138,0.131147540983607,0.284848484848485,0.216535433070866,0.143497757847534,0.105946325206104,0.183423913043478,0.139921332718758,0,0,0,FALSE
2,wildfly,org.wildfly.mod_cluster.undertow.UndertowEngineTestCase.getProxyConnector,0.0222222222222222,0,0,0.0454545454545455,0,0.1,0,0,0,0,0.206697459584296,0.213154689403167,0.206896551724138,0.131147540983607,0.284848484848485,0.216535433070866,0.143497757847534,0.105946325206104,0.183423913043478,0.139921332718758,0,0,0,FALSE
2,wildfly,org.wildfly.mod_cluster.undertow.UndertowHostTestCase.getName,0.0222222222222222,0,0,0.0454545454545455,0,0.1,0,0,0,0,0.10161662817552,0,0.137931034482759,0.114754098360656,0.127272727272727,0.0905511811023622,0.062780269058296,0.0468338887914401,0.108695652173913,0.0740241897531818,0,0,0,FALSE
2,wildfly,org.wildfly.mod_cluster.undertow.UndertowHostTestCase.getAliases,0.0444444444444444,0,0.114285714285714,0.0909090909090909,0,0.2,0.153846153846154,0,0,0,0.10161662817552,0,0.137931034482759,0.114754098360656,0.127272727272727,0.0905511811023622,0.062780269058296,0.0468338887914401,0.108695652173913,0.0740241897531818,0,0,0,FALSE
2,wildfly,org.wildfly.mod_cluster.undertow.UndertowHostTestCase.getEngine,0.0222222222222222,0,0,0.0454545454545455,0,0.1,0,0,0,0,0.10161662817552,0,0.137931034482759,0.114754098360656,0.127272727272727,0.0905511811023622,0.062780269058296,0.0468338887914401,0.108695652173913,0.0740241897531818,0,0,0,FALSE
2,wildfly,org.wildfly.mod_cluster.undertow.UndertowHostTestCase.getContexts,0.155555555555556,0,0.114285714285714,0.181818181818182,0,0.1,0,0,0,0,0.10161662817552,0,0.137931034482759,0.114754098360656,0.127272727272727,0.0905511811023622,0.062780269058296,0.0468338887914401,0.108695652173913,0.0740241897531818,0,0,0,FALSE
2,wildfly,org.wildfly.mod_cluster.undertow.UndertowHostTestCase.findContext,0.144444444444444,0,0.0816326530612245,0.136363636363636,0,0.1,0,0,0,0,0.10161662817552,0,0.137931034482759,0.114754098360656,0.127272727272727,0.0905511811023622,0.062780269058296,0.0468338887914401,0.108695652173913,0.0740241897531818,0,0,0,FALSE
6,wildfly,org.jboss.as.ejb3.timerservice.persistence.database.DatabaseTimerPersistenceTestCase.initializeVars,0.0555555555555556,0.4,0,0,0,0,0,0,0.05,0,1,0.390986601705238,0.0344827586206897,1,0.684848484848485,1,1,1,1,1,0,0,1,FALSE
6,wildfly,org.jboss.as.ejb3.timerservice.persistence.database.DatabaseTimerPersistenceTestCase.databaseValueTest,0.911111111111111,0.2,0.364888123924268,0,1,0,0,0,0,0,1,0.390986601705238,0.0344827586206897,1,0.684848484848485,1,1,1,1,1,0,0,1,FALSE
6,wildfly,org.jboss.as.ejb3.util.MdbValidationsUtilTest.mdbWithFinalClass,0.0222222222222222,0.2,0.19047619047619,0.0909090909090909,0.363636363636364,0.1,0,0,0,0,0.0889145496535797,0.00730816077953715,0,0.114754098360656,0.0606060606060606,0.110236220472441,0.10762331838565,0.0587616207682863,0.142663043478261,0.0997774080716947,0,0,0,FALSE
6,wildfly,org.jboss.as.ejb3.util.MdbValidationsUtilTest.mdbWithInterface,0.0222222222222222,0.2,0.19047619047619,0.0909090909090909,0.363636363636364,0.1,0,0,0,0,0.0889145496535797,0.00730816077953715,0,0.114754098360656,0.0606060606060606,0.110236220472441,0.10762331838565,0.0587616207682863,0.142663043478261,0.0997774080716947,0,0,0,FALSE
6,wildfly,org.jboss.as.ejb3.util.MdbValidationsUtilTest.mdbWithFinalOnMessageMethod,0.0222222222222222,0.2,0.19047619047619,0.0909090909090909,0.363636363636364,0.1,0,0,0,0,0.0889145496535797,0.00730816077953715,0,0.114754098360656,0.0606060606060606,0.110236220472441,0.10762331838565,0.0587616207682863,0.142663043478261,0.0997774080716947,0,0,0,FALSE
6,wildfly,org.jboss.as.ejb3.util.MdbValidationsUtilTest.mdbWithStaticOnMessageMethod,0.0222222222222222,0.2,0.19047619047619,0.0909090909090909,0.363636363636364,0.1,0,0,0,0,0.0889145496535797,0.00730816077953715,0,0.114754098360656,0.0606060606060606,0.110236220472441,0.10762331838565,0.0587616207682863,0.142663043478261,0.0997774080716947,0,0,0,FALSE
6,wildfly,org.jboss.as.ejb3.util.MdbValidationsUtilTest.mdbWithPrivateOnMessageMethod,0.0222222222222222,0.2,0.19047619047619,0.0909090909090909,0.363636363636364,0.1,0,0,0,0,0.0889145496535797,0.00730816077953715,0,0.114754098360656,0.0606060606060606,0.110236220472441,0.10762331838565,0.0587616207682863,0.142663043478261,0.0997774080716947,0,0,0,FALSE
6,wildfly,org.jboss.as.ejb3.util.MdbValidationsUtilTest.mdbWithFinalizeMethod,0.0222222222222222,0.2,0.19047619047619,0.0909090909090909,0.363636363636364,0.1,0,0,0,0,0.0889145496535797,0.00730816077953715,0,0.114754098360656,0.0606060606060606,0.110236220472441,0.10762331838565,0.0587616207682863,0.142663043478261,0.0997774080716947,0,0,0,FALSE
6,wildfly,org.jboss.as.ejb3.util.MdbValidationsUtilTest.buildClassInfoForClass,0.0444444444444444,0.2,0,0,0.454545454545455,0,0,0,0,0,0.0889145496535797,0.00730816077953715,0,0.114754098360656,0.0606060606060606,0.110236220472441,0.10762331838565,0.0587616207682863,0.142663043478261,0.0997774080716947,0,0,0,FALSE
6,wildfly,org.jboss.as.ejb3.util.MdbValidationsUtilTest.indexStream,0.111111111111111,0.6,0,0,0,0,0,0,0,0,0.0889145496535797,0.00730816077953715,0,0.114754098360656,0.0606060606060606,0.110236220472441,0.10762331838565,0.0587616207682863,0.142663043478261,0.0997774080716947,0,0,0,FALSE
6,wildfly,org.jboss.as.ejb3.deployment.processors.ViewInterfacesTestCase.testJavaClass,0.0888888888888889,0.4,0.19047619047619,0,0,0.2,0,0,0.05,0,0.0796766743648961,0.00121802679658952,0,0.114754098360656,0.0484848484848485,0.0590551181102362,0.0582959641255605,0.0471847044378179,0.103260869565217,0.0706172498457595,0,1,0,FALSE
6,wildfly,org.jboss.as.ejb3.deployment.processors.ViewInterfacesTestCase.testGroovyClass,0.0888888888888889,0.4,0.19047619047619,0,0,0.2,0,0,0.05,0,0.0796766743648961,0.00121802679658952,0,0.114754098360656,0.0484848484848485,0.0590551181102362,0.0582959641255605,0.0471847044378179,0.103260869565217,0.0706172498457595,0,1,0,FALSE
6,wildfly,org.jboss.as.ejb3.component.stateful.StatefulSessionSynchronizationInterceptorTestCase.defaultAccessTimeout,0.0222222222222222,0.2,0,0,0,0,0,0,0,0,0.34526558891455,0.0316686967113276,0.103448275862069,0.377049180327869,0.151515151515152,0.275590551181102,0.278026905829596,0.322750394667602,0.417119565217391,0.366139785461668,0,0,0,FALSE
6,wildfly,org.jboss.as.ejb3.component.stateful.StatefulSessionSynchronizationInterceptorTestCase.noop,0.0777777777777778,0.4,0,0,0,0,0,0,0,0,0.34526558891455,0.0316686967113276,0.103448275862069,0.377049180327869,0.151515151515152,0.275590551181102,0.278026905829596,0.322750394667602,0.417119565217391,0.366139785461668,0,0,0,FALSE
6,wildfly,org.jboss.as.ejb3.component.stateful.StatefulSessionSynchronizationInterceptorTestCase.processInvocation,0.0222222222222222,0.4,0,0,0,0,0,0,0,0,0.34526558891455,0.0316686967113276,0.103448275862069,0.377049180327869,0.151515151515152,0.275590551181102,0.278026905829596,0.322750394667602,0.417119565217391,0.366139785461668,0,0,0,FALSE
6,wildfly,org.jboss.as.ejb3.component.stateful.StatefulSessionSynchronizationInterceptorTestCase.testDifferentTx,0.411111111111111,0.8,0,0,0,0.1,0,0,0.25,0,0.34526558891455,0.0316686967113276,0.103448275862069,0.377049180327869,0.151515151515152,0.275590551181102,0.278026905829596,0.322750394667602,0.417119565217391,0.366139785461668,0,0,0,FALSE
6,wildfly,org.jboss.as.ejb3.component.stateful.StatefulSessionSynchronizationInterceptorTestCase.answer,0.0444444444444444,0.4,0,0,0,0,0,0,0,0,0.34526558891455,0.0316686967113276,0.103448275862069,0.377049180327869,0.151515151515152,0.275590551181102,0.278026905829596,0.322750394667602,0.417119565217391,0.366139785461668,0,0,0,FALSE
6,wildfly,org.jboss.as.ejb3.timer.schedule.RangeValueTestCase.testInvalidRange,0.133333333333333,0.6,0.0879120879120879,0,0,0.1,0,0,0.1,0,0.14203233256351,0.00609013398294762,0.0344827586206897,0.0491803278688525,0.0909090909090909,0.0551181102362205,0.0358744394618834,0.0912120680582354,0.247282608695652,0.182577661248113,0,0,0,FALSE
6,wildfly,org.jboss.as.ejb3.timer.schedule.RangeValueTestCase.testValidRange,0.0777777777777778,0.2,0.0714285714285714,0,0,0.1,0,0,0.05,0,0.14203233256351,0.00609013398294762,0.0344827586206897,0.0491803278688525,0.0909090909090909,0.0551181102362205,0.0358744394618834,0.0912120680582354,0.247282608695652,0.182577661248113,0,0,0,FALSE
6,wildfly,org.jboss.as.ejb3.timer.schedule.CalendarBasedTimeoutTestCase.getTimezones,0.255555555555556,0.8,0,0,0,0,0,0,0.35,0,0.672055427251732,0.183922046285018,0.0689655172413793,0.229508196721311,0.4,0.633858267716535,0.618834080717489,0.386949657954745,0.508152173913043,0.455458904322117,0,0,0,FALSE
6,wildfly,org.jboss.as.ejb3.timer.schedule.CalendarBasedTimeoutTestCase.testNextDayOfWeek,0.0888888888888889,0,0,0,0,0,0,0,0,0,0.672055427251732,0.183922046285018,0.0689655172413793,0.229508196721311,0.4,0.633858267716535,0.618834080717489,0.386949657954745,0.508152173913043,0.455458904322117,0,0,0,FALSE
6,wildfly,org.jboss.as.ejb3.timer.schedule.CalendarBasedTimeoutTestCase.testNextDayOfWeek,0.166666666666667,0,0.392857142857143,0.272727272727273,0,0.1,0,0,0,0,0.672055427251732,0.183922046285018,0.0689655172413793,0.229508196721311,0.4,0.633858267716535,0.618834080717489,0.386949657954745,0.508152173913043,0.455458904322117,0,0,0,FALSE
6,wildfly,org.jboss.as.ejb3.timer.schedule.CalendarBasedTimeoutTestCase.testCalendarBasedTimeout,0.155555555555556,0.4,0,0,0,0,0,0,0.2,0,0.672055427251732,0.183922046285018,0.0689655172413793,0.229508196721311,0.4,0.633858267716535,0.618834080717489,0.386949657954745,0.508152173913043,0.455458904322117,0,0,0,FALSE
6,wildfly,org.jboss.as.ejb3.timer.schedule.CalendarBasedTimeoutTestCase.testEverySecondTimeout,0.133333333333333,0.2,0.21978021978022,0.136363636363636,0,0.4,0,0,0.15,0,0.672055427251732,0.183922046285018,0.0689655172413793,0.229508196721311,0.4,0.633858267716535,0.618834080717489,0.386949657954745,0.508152173913043,0.455458904322117,0,0,0,FALSE
6,wildfly,org.jboss.as.ejb3.timer.schedule.CalendarBasedTimeoutTestCase.testEveryMinuteEveryHourEveryDay,0.188888888888889,0.4,0.222222222222222,0.181818181818182,0,0.4,0,0,0.3,0,0.672055427251732,0.183922046285018,0.0689655172413793,0.229508196721311,0.4,0.633858267716535,0.618834080717489,0.386949657954745,0.508152173913043,0.455458904322117,0,0,0,FALSE
6,wildfly,org.jboss.as.ejb3.timer.schedule.CalendarBasedTimeoutTestCase.testEveryMorningFiveFifteen,0.288888888888889,0.4,0.444444444444444,0.5,0,0.4,0,0,0.35,0,0.672055427251732,0.183922046285018,0.0689655172413793,0.229508196721311,0.4,0.633858267716535,0.618834080717489,0.386949657954745,0.508152173913043,0.455458904322117,0,0,0,FALSE
6,wildfly,org.jboss.as.ejb3.timer.schedule.CalendarBasedTimeoutTestCase.testEveryWeekdayEightFifteen,0.366666666666667,0.4,0.420168067226891,0.590909090909091,0,0.4,0,0,0.4,0,0.672055427251732,0.183922046285018,0.0689655172413793,0.229508196721311,0.4,0.633858267716535,0.618834080717489,0.386949657954745,0.508152173913043,0.455458904322117,0,0,0,FALSE
6,wildfly,org.jboss.as.ejb3.timer.schedule.CalendarBasedTimeoutTestCase.testEveryMonWedFriTwelveThirtyNoon,0.433333333333333,0.4,0.357142857142857,0.590909090909091,0,0.4,0,0,0.1,0,0.672055427251732,0.183922046285018,0.0689655172413793,0.229508196721311,0.4,0.633858267716535,0.618834080717489,0.386949657954745,0.508152173913043,0.455458904322117,0,0,0,FALSE
6,wildfly,org.jboss.as.ejb3.timer.schedule.CalendarBasedTimeoutTestCase.testEvery31stOfTheMonth,0.4,0.4,0.386100386100386,0.590909090909091,0,0.4,0,0,0.1,0,0.672055427251732,0.183922046285018,0.0689655172413793,0.229508196721311,0.4,0.633858267716535,0.618834080717489,0.386949657954745,0.508152173913043,0.455458904322117,0,0,0,FALSE
6,wildfly,org.jboss.as.ejb3.timer.schedule.CalendarBasedTimeoutTestCase.testRun29thOfFeb,0.444444444444444,0.4,0.45993031358885,0.772727272727273,0,0.4,0,0,0.1,0,0.672055427251732,0.183922046285018,0.0689655172413793,0.229508196721311,0.4,0.633858267716535,0.618834080717489,0.386949657954745,0.508152173913043,0.455458904322117,0,0,0,FALSE
6,wildfly,org.jboss.as.ejb3.timer.schedule.CalendarBasedTimeoutTestCase.testSomeSpecificTime,0.533333333333333,0.2,0.314868804664723,0.636363636363636,0,0.4,0,0,0.2,0,0.672055427251732,0.183922046285018,0.0689655172413793,0.229508196721311,0.4,0.633858267716535,0.618834080717489,0.386949657954745,0.508152173913043,0.455458904322117,0,0,0,FALSE
6,wildfly,org.jboss.as.ejb3.timer.schedule.CalendarBasedTimeoutTestCase.testEvery10Seconds,0.177777777777778,0.4,0.100840336134454,0.0909090909090909,0,0.4,0,0,0.1,0,0.672055427251732,0.183922046285018,0.0689655172413793,0.229508196721311,0.4,0.633858267716535,0.618834080717489,0.386949657954745,0.508152173913043,0.455458904322117,0,0,0,FALSE
6,wildfly,org.jboss.as.ejb3.timer.schedule.CalendarBasedTimeoutTestCase.testWFLY1468,0.222222222222222,0.4,0,0.0454545454545455,0,0.1,0.0769230769230769,0,0.15,0,0.672055427251732,0.183922046285018,0.0689655172413793,0.229508196721311,0.4,0.633858267716535,0.618834080717489,0.386949657954745,0.508152173913043,0.455458904322117,0,0,0,FALSE
6,wildfly,org.jboss.as.ejb3.timer.schedule.CalendarBasedTimeoutTestCase.testWFLY3947_1,0.266666666666667,0.4,0.297142857142857,0.318181818181818,0,0.1,0,0,0.05,0,0.672055427251732,0.183922046285018,0.0689655172413793,0.229508196721311,0.4,0.633858267716535,0.618834080717489,0.386949657954745,0.508152173913043,0.455458904322117,0,0,0,FALSE
6,wildfly,org.jboss.as.ejb3.timer.schedule.CalendarBasedTimeoutTestCase.testWFLY3947_2,0.266666666666667,0.4,0.297142857142857,0.318181818181818,0,0.1,0,0,0.05,0,0.672055427251732,0.183922046285018,0.0689655172413793,0.229508196721311,0.4,0.633858267716535,0.618834080717489,0.386949657954745,0.508152173913043,0.455458904322117,0,0,0,FALSE
6,wildfly,org.jboss.as.ejb3.timer.schedule.CalendarBasedTimeoutTestCase.testWFLY5995_MinuteOverflow,0.266666666666667,0.2,0.297142857142857,0.318181818181818,0,0.1,0,0,0.1,0,0.672055427251732,0.183922046285018,0.0689655172413793,0.229508196721311,0.4,0.633858267716535,0.618834080717489,0.386949657954745,0.508152173913043,0.455458904322117,0,0,0,FALSE
6,wildfly,org.jboss.as.ejb3.timer.schedule.CalendarBasedTimeoutTestCase.testWFLY5995_HourOverflow,0.266666666666667,0.2,0.297142857142857,0.318181818181818,0,0.1,0,0,0.1,0,0.672055427251732,0.183922046285018,0.0689655172413793,0.229508196721311,0.4,0.633858267716535,0.618834080717489,0.386949657954745,0.508152173913043,0.455458904322117,0,0,0,FALSE
6,wildfly,org.jboss.as.ejb3.timer.schedule.CalendarBasedTimeoutTestCase.testDayOverflow,0.255555555555556,0.2,0.309523809523809,0.318181818181818,0,0.1,0,0,0.1,0,0.672055427251732,0.183922046285018,0.0689655172413793,0.229508196721311,0.4,0.633858267716535,0.618834080717489,0.386949657954745,0.508152173913043,0.455458904322117,0,0,0,FALSE
6,wildfly,org.jboss.as.ejb3.timer.schedule.CalendarBasedTimeoutTestCase.testChangeCET2CEST,0.333333333333333,0.6,0.0737327188940092,0.0454545454545455,0,0.4,0.153846153846154,0,0.2,0,0.672055427251732,0.183922046285018,0.0689655172413793,0.229508196721311,0.4,0.633858267716535,0.618834080717489,0.386949657954745,0.508152173913043,0.455458904322117,0,0,0,FALSE
6,wildfly,org.jboss.as.ejb3.timer.schedule.CalendarBasedTimeoutTestCase.testChangeCEST2CET,0.344444444444444,0.4,0.0714285714285714,0.0454545454545455,0,0.4,0.153846153846154,0,0.25,0,0.672055427251732,0.183922046285018,0.0689655172413793,0.229508196721311,0.4,0.633858267716535,0.618834080717489,0.386949657954745,0.508152173913043,0.455458904322117,0,0,0,FALSE
6,wildfly,org.jboss.as.ejb3.timer.schedule.CalendarBasedTimeoutTestCase.testChangeUS2Summer,0.311111111111111,0.6,0.0788177339901478,0.0454545454545455,0,0.4,0.153846153846154,0,0.2,0,0.672055427251732,0.183922046285018,0.0689655172413793,0.229508196721311,0.4,0.633858267716535,0.618834080717489,0.386949657954745,0.508152173913043,0.455458904322117,0,0,0,FALSE
6,wildfly,org.jboss.as.ejb3.timer.schedule.CalendarBasedTimeoutTestCase.testChangeUS2Winter,0.311111111111111,0.4,0.0788177339901478,0.0454545454545455,0,0.4,0.153846153846154,0,0.25,0,0.672055427251732,0.183922046285018,0.0689655172413793,0.229508196721311,0.4,0.633858267716535,0.618834080717489,0.386949657954745,0.508152173913043,0.455458904322117,0,0,0,FALSE
6,wildfly,org.jboss.as.ejb3.timer.schedule.CalendarBasedTimeoutTestCase.testTimeoutIncrements,0.177777777777778,0.2,0.134453781512605,0.0909090909090909,0,0,0,0,0.1,0,0.672055427251732,0.183922046285018,0.0689655172413793,0.229508196721311,0.4,0.633858267716535,0.618834080717489,0.386949657954745,0.508152173913043,0.455458904322117,0,0,0,FALSE
6,wildfly,org.jboss.as.ejb3.timer.schedule.CalendarBasedTimeoutTestCase.testSecondIncrement,0.277777777777778,0.4,0.0879120879120879,0.0454545454545455,0,0.4,0.153846153846154,0,0.3,0,0.672055427251732,0.183922046285018,0.0689655172413793,0.229508196721311,0.4,0.633858267716535,0.618834080717489,0.386949657954745,0.508152173913043,0.455458904322117,0,0,0,FALSE
6,wildfly,org.jboss.as.ejb3.timer.schedule.CalendarBasedTimeoutTestCase.testMinutesIncrement,0.277777777777778,0.4,0.0879120879120879,0.0454545454545455,0,0.4,0.153846153846154,0,0.3,0,0.672055427251732,0.183922046285018,0.0689655172413793,0.229508196721311,0.4,0.633858267716535,0.618834080717489,0.386949657954745,0.508152173913043,0.455458904322117,0,0,0,FALSE
6,wildfly,org.jboss.as.ejb3.timer.schedule.CalendarBasedTimeoutTestCase.testHoursIncrement,0.277777777777778,0.4,0.0879120879120879,0.0454545454545455,0,0.4,0.153846153846154,0,0.35,0,0.672055427251732,0.183922046285018,0.0689655172413793,0.229508196721311,0.4,0.633858267716535,0.618834080717489,0.386949657954745,0.508152173913043,0.455458904322117,0,0,0,FALSE
6,wildfly,org.jboss.as.ejb3.timer.schedule.CalendarBasedTimeoutTestCase.testTimerAtAmbiguousHourWESTtoWET,0.266666666666667,0.2,0.137142857142857,0.0454545454545455,0,0.4,0.153846153846154,0,0.1,0,0.672055427251732,0.183922046285018,0.0689655172413793,0.229508196721311,0.4,0.633858267716535,0.618834080717489,0.386949657954745,0.508152173913043,0.455458904322117,0,0,0,FALSE
6,wildfly,org.jboss.as.ejb3.timer.schedule.CalendarBasedTimeoutTestCase.testTimerAtAmbiguousHourEETtoEEST,0.266666666666667,0.2,0.16,0.0454545454545455,0,0.4,0.153846153846154,0,0.1,0,0.672055427251732,0.183922046285018,0.0689655172413793,0.229508196721311,0.4,0.633858267716535,0.618834080717489,0.386949657954745,0.508152173913043,0.455458904322117,0,0,0,FALSE
6,wildfly,org.jboss.as.ejb3.timer.schedule.CalendarBasedTimeoutTestCase.getTimezoneSpecificScheduleExpression,0.0666666666666667,0.4,0,0,0,0,0,0,0.05,0,0.672055427251732,0.183922046285018,0.0689655172413793,0.229508196721311,0.4,0.633858267716535,0.618834080717489,0.386949657954745,0.508152173913043,0.455458904322117,0,0,0,FALSE
6,wildfly,org.jboss.as.ejb3.timer.schedule.CalendarBasedTimeoutTestCase.isLeapYear,0.0333333333333333,0.2,0,0,0,0,0,0,0,0,0.672055427251732,0.183922046285018,0.0689655172413793,0.229508196721311,0.4,0.633858267716535,0.618834080717489,0.386949657954745,0.508152173913043,0.455458904322117,0,0,0,FALSE
6,wildfly,org.jboss.as.ejb3.timer.schedule.CalendarBasedTimeoutTestCase.isWeekDay,0.1,0.4,0,0,0,0,0,0,0.05,0,0.672055427251732,0.183922046285018,0.0689655172413793,0.229508196721311,0.4,0.633858267716535,0.618834080717489,0.386949657954745,0.508152173913043,0.455458904322117,0,0,0,FALSE
6,wildfly,org.jboss.as.ejb3.timer.schedule.CalendarUtilTestCase.testLastDateOfMonth,0.3,0.4,0.142857142857143,0,0,0.1,0,0,0.25,0,0.0969976905311778,0.00730816077953715,0,0.0327868852459016,0.0787878787878788,0.0748031496062992,0.0672645739910314,0.0580599894755306,0.123641304347826,0.0868599484314828,0,0,0,FALSE
6,wildfly,org.jboss.as.ejb3.timer.schedule.CalendarUtilTestCase.test1stXXXDay,0.566666666666667,0.2,0.142857142857143,0,0,0.1,0,0,0.35,0,0.0969976905311778,0.00730816077953715,0,0.0327868852459016,0.0787878787878788,0.0748031496062992,0.0672645739910314,0.0580599894755306,0.123641304347826,0.0868599484314828,0,0,0,FALSE
