id,projectName,testCase,isFlaky,assertion-roulette,conditional-test-logic,eager-test,fire-and-forget,indirect-testing,mystery-guest,resource-optimism,test-run-war,testLength,numAsserts,numCoveredLines,ExecutionTime,projectSourceLinesCovered,projectSourceClassesCovered,hIndexModificationsPerCoveredLine_window5,hIndexModificationsPerCoveredLine_window10,hIndexModificationsPerCoveredLine_window25,hIndexModificationsPerCoveredLine_window50,hIndexModificationsPerCoveredLine_window75,hIndexModificationsPerCoveredLine_window100,hIndexModificationsPerCoveredLine_window500,hIndexModificationsPerCoveredLine_window10000,num_third_party_libs
8980,kevinsawicki-http-request,com.github.kevinsawicki.http.httprequesttest.malformedstringurl,0,0,0,0,0,0,0,0,0,6.0,0.0,0.0,0.0,6,4,0,0,0,1,1,1,2,2,0
8981,kevinsawicki-http-request,com.github.kevinsawicki.http.httprequesttest.malformedstringurlcause,0,1,0,0,0,0,0,0,0,11.0,2.0,0.0,0.0,8,4,0,0,0,1,1,1,2,2,0
8982,kevinsawicki-http-request,com.github.kevinsawicki.http.httprequesttest.negativebuffersize,0,0,0,1,0,0,0,0,0,6.0,0.0,0.0,0.001,4,3,0,0,0,0,0,0,1,1,0
8983,kevinsawicki-http-request,com.github.kevinsawicki.http.httprequesttest.getempty,0,1,0,1,1,0,0,0,1,42.0,22.0,28.0,0.019,49,10,0,0,0,1,0,0,4,4,2
8985,kevinsawicki-http-request,com.github.kevinsawicki.http.httprequesttest.geturlempty,0,1,0,1,1,0,0,0,1,29.0,11.0,17.0,0.006,37,10,0,0,1,1,1,1,4,4,2
8987,kevinsawicki-http-request,com.github.kevinsawicki.http.httprequesttest.getnocontent,0,1,0,1,1,0,0,0,1,29.0,11.0,17.0,0.005,37,10,0,0,1,1,1,1,3,3,2
8989,kevinsawicki-http-request,com.github.kevinsawicki.http.httprequesttest.geturlencodedwithspace,1,1,0,1,1,0,0,0,1,20.0,2.0,9.0,0.002,19,7,0,0,0,1,0,0,2,2,2
8991,kevinsawicki-http-request,com.github.kevinsawicki.http.httprequesttest.geturlencodedwithunicode,1,1,0,1,1,0,0,0,1,20.0,2.0,9.0,0.013,19,7,0,0,0,1,0,0,3,3,2
8993,kevinsawicki-http-request,com.github.kevinsawicki.http.httprequesttest.geturlencodedwithpercent,1,1,0,1,1,0,0,0,1,20.0,2.0,9.0,0.004,19,7,0,0,0,1,0,0,3,3,2
8995,kevinsawicki-http-request,com.github.kevinsawicki.http.httprequesttest.deleteempty,0,1,0,1,1,0,0,0,1,23.0,6.0,11.0,0.01,31,10,0,0,0,1,0,0,2,2,2
8997,kevinsawicki-http-request,com.github.kevinsawicki.http.httprequesttest.deleteurlempty,0,1,0,1,1,0,0,0,1,22.0,5.0,10.0,0.004,30,10,0,0,0,1,0,0,3,3,2
8999,kevinsawicki-http-request,com.github.kevinsawicki.http.httprequesttest.optionsempty,0,1,0,1,1,0,0,0,1,22.0,5.0,10.0,0.003,30,10,0,0,0,1,0,0,3,3,2
9001,kevinsawicki-http-request,com.github.kevinsawicki.http.httprequesttest.optionsurlempty,0,1,0,1,1,0,0,0,1,22.0,5.0,10.0,0.002,30,10,0,0,0,1,0,0,2,2,2
9003,kevinsawicki-http-request,com.github.kevinsawicki.http.httprequesttest.headempty,0,1,0,1,1,0,0,0,1,22.0,5.0,10.0,0.005,30,10,0,0,0,1,0,0,3,3,2
9005,kevinsawicki-http-request,com.github.kevinsawicki.http.httprequesttest.headurlempty,0,1,0,1,1,0,0,0,1,22.0,5.0,10.0,0.006,30,10,0,0,0,1,0,0,3,3,2
9007,kevinsawicki-http-request,com.github.kevinsawicki.http.httprequesttest.putempty,0,1,0,1,1,0,0,0,1,22.0,5.0,10.0,0.003,30,10,0,0,0,1,0,0,4,4,2
9009,kevinsawicki-http-request,com.github.kevinsawicki.http.httprequesttest.puturlempty,0,1,0,1,1,0,0,0,1,22.0,5.0,10.0,0.015,30,10,0,0,0,1,0,0,3,3,2
9011,kevinsawicki-http-request,com.github.kevinsawicki.http.httprequesttest.traceempty,0,1,0,1,1,0,0,0,1,22.0,5.0,10.0,0.014,30,10,0,0,0,1,0,0,3,3,2
9013,kevinsawicki-http-request,com.github.kevinsawicki.http.httprequesttest.traceurlempty,0,1,0,1,1,0,0,0,1,22.0,5.0,10.0,0.003,30,10,0,0,0,1,0,0,4,4,2
9015,kevinsawicki-http-request,com.github.kevinsawicki.http.httprequesttest.postempty,0,1,0,1,1,0,0,0,1,22.0,4.0,11.0,0.001,21,7,0,0,0,1,0,0,3,3,2
9017,kevinsawicki-http-request,com.github.kevinsawicki.http.httprequesttest.posturlempty,0,1,0,1,1,0,0,0,1,22.0,4.0,11.0,0.01,21,7,0,0,0,1,0,0,3,3,2
9019,kevinsawicki-http-request,com.github.kevinsawicki.http.httprequesttest.postnonemptystring,0,1,0,1,1,1,0,0,1,19.0,2.0,7.0,0.024,21,8,0,0,0,1,0,0,3,3,0
9021,kevinsawicki-http-request,com.github.kevinsawicki.http.httprequesttest.postnonemptyfile,0,1,0,1,1,1,1,0,1,21.0,2.0,9.0,0.007,37,12,0,0,0,1,1,1,6,6,0
9023,kevinsawicki-http-request,com.github.kevinsawicki.http.httprequesttest.postmultiplefiles,0,1,0,1,1,1,1,0,1,26.0,2.0,11.0,0.004,42,12,0,0,0,1,1,1,6,6,0
9025,kevinsawicki-http-request,com.github.kevinsawicki.http.httprequesttest.postnonemptyreader,0,1,0,1,1,1,1,0,1,21.0,2.0,9.0,0.01,42,14,0,0,0,1,1,1,6,6,0
9027,kevinsawicki-http-request,com.github.kevinsawicki.http.httprequesttest.postnonemptybytearray,0,1,0,1,1,1,0,0,1,21.0,2.0,8.0,0.007,37,12,0,0,0,1,1,1,6,6,0
9029,kevinsawicki-http-request,com.github.kevinsawicki.http.httprequesttest.postwithlength,0,1,0,1,1,1,0,0,1,24.0,3.0,12.0,0.01,26,8,0,0,0,1,0,0,3,3,2
9031,kevinsawicki-http-request,com.github.kevinsawicki.http.httprequesttest.postform,0,1,0,1,1,1,0,0,1,26.0,3.0,13.0,0.01,30,8,0,0,0,1,0,0,3,3,2
9033,kevinsawicki-http-request,com.github.kevinsawicki.http.httprequesttest.postformwithnocharset,0,1,0,1,1,1,0,0,1,25.0,3.0,13.0,0.008,29,8,0,0,0,1,0,0,3,3,2
