id,projectName,testCase,isFlaky,assertion-roulette,conditional-test-logic,eager-test,fire-and-forget,indirect-testing,mystery-guest,resource-optimism,test-run-war,testLength,numAsserts,numCoveredLines,ExecutionTime,projectSourceLinesCovered,projectSourceClassesCovered,hIndexModificationsPerCoveredLine_window5,hIndexModificationsPerCoveredLine_window10,hIndexModificationsPerCoveredLine_window25,hIndexModificationsPerCoveredLine_window50,hIndexModificationsPerCoveredLine_window75,hIndexModificationsPerCoveredLine_window100,hIndexModificationsPerCoveredLine_window500,hIndexModificationsPerCoveredLine_window10000,num_third_party_libs
4199,apache-incubator-dubbo,org.apache.dubbo.config.spring.beans.factory.annotation.referenceannotationbeanpostprocessortest.test,0,1,0,0,0,1,0,0,0,20.0,6.0,20.0,0.843,96,33,0,0,0,0,0,0,1,1,7
4200,apache-incubator-dubbo,org.apache.dubbo.config.spring.beans.factory.annotation.referenceannotationbeanpostprocessortest.testgetreferencebeans,0,1,0,0,0,1,0,0,0,23.0,4.0,21.0,0.606,151,33,0,0,0,0,0,0,1,1,8
4201,apache-incubator-dubbo,org.apache.dubbo.config.spring.beans.factory.annotation.referenceannotationbeanpostprocessortest.testgetinjectedfieldreferencebeanmap,0,1,0,0,0,1,0,0,0,28.0,4.0,13.0,5.009,153,33,0,0,0,0,0,0,1,1,4
4202,apache-incubator-dubbo,org.apache.dubbo.config.spring.beans.factory.annotation.referenceannotationbeanpostprocessortest.testgetinjectedmethodreferencebeanmap,0,1,0,0,0,1,0,0,0,28.0,4.0,16.0,0.478,159,33,0,0,0,0,0,0,1,1,7
4203,apache-incubator-dubbo,org.apache.dubbo.config.spring.beans.factory.annotation.referenceannotationbeanpostprocessortest.testmoduleinfo,0,1,0,0,0,1,0,0,0,17.0,2.0,18.0,0.662,173,33,0,0,0,0,0,0,1,1,14
4206,apache-incubator-dubbo,org.apache.dubbo.config.spring.beans.factory.annotation.dubboconfigbindingbeanpostprocessortest.test,0,0,0,0,0,1,0,0,0,17.0,1.0,9.0,1.749,23,5,0,0,0,0,0,0,1,1,9
4207,apache-incubator-dubbo,org.apache.dubbo.config.spring.beans.factory.annotation.annotationpropertyvaluesadaptertest.test,0,1,0,0,0,1,0,0,0,94.0,41.0,63.0,1.693,76,7,0,0,0,1,1,1,1,1,16
4210,apache-incubator-dubbo,org.apache.dubbo.config.spring.beans.factory.annotation.serviceannotationbeanpostprocessortest.test,0,1,0,0,0,1,0,0,0,21.0,7.0,13.0,0.013,56,20,0,0,0,0,0,0,1,1,3
4211,apache-incubator-dubbo,org.apache.dubbo.config.spring.context.annotation.dubboconfigbindingregistrartest.testregisterbeandefinitionsforsingle,0,0,0,0,0,1,0,0,0,14.0,1.0,9.0,1.598,24,7,0,0,0,0,0,0,1,1,7
4212,apache-incubator-dubbo,org.apache.dubbo.config.spring.context.annotation.dubboconfigbindingregistrartest.testregisterbeandefinitionsformultiple,0,1,0,0,0,1,0,0,0,22.0,3.0,13.0,0.123,31,7,0,0,0,0,0,0,1,1,9
4213,apache-incubator-dubbo,org.apache.dubbo.config.spring.context.annotation.dubboconfigbindingsregistrartest.test,0,1,0,0,0,1,0,0,0,15.0,2.0,9.0,1.405,26,8,0,0,0,0,0,0,1,1,6
4214,apache-incubator-dubbo,org.apache.dubbo.config.spring.context.annotation.dubbocomponentscanregistrartest.test,0,1,0,0,0,1,0,0,0,73.0,10.0,37.0,5.416,110,31,0,0,0,0,0,0,1,1,17
4217,apache-incubator-dubbo,org.apache.dubbo.config.spring.context.annotation.dubboconfigconfigurationtest.testsingle,0,1,0,0,0,1,0,0,0,22.0,5.0,14.0,0.411,33,8,0,0,0,0,0,0,1,1,7
4218,apache-incubator-dubbo,org.apache.dubbo.config.spring.context.annotation.dubboconfigconfigurationtest.testmultiple,0,1,0,0,0,1,0,0,0,16.0,3.0,10.0,1.628,30,8,0,0,0,0,0,0,1,1,6
4219,apache-incubator-dubbo,org.apache.dubbo.config.spring.schema.dubbonamespacehandlertest.testproviderxml,0,1,0,0,0,1,0,0,0,16.0,6.0,17.0,0.074,27,7,0,0,0,0,0,0,1,1,18
4220,apache-incubator-dubbo,org.apache.dubbo.config.spring.schema.dubbonamespacehandlertest.testmultiprotocol,0,1,0,0,0,1,0,0,0,13.0,3.0,9.0,3.164,17,7,0,0,0,0,0,0,1,1,5
4221,apache-incubator-dubbo,org.apache.dubbo.config.spring.schema.dubbonamespacehandlertest.testdefaultprotocol,0,0,0,0,0,1,0,0,0,7.0,1.0,10.0,0.114,20,7,0,0,0,0,0,0,1,1,8
4222,apache-incubator-dubbo,org.apache.dubbo.config.spring.schema.dubbonamespacehandlertest.testcustomparameter,0,1,0,0,0,1,0,0,0,12.0,4.0,14.0,0.123,24,7,0,0,0,0,0,0,1,1,12
4223,apache-incubator-dubbo,org.apache.dubbo.config.spring.schema.dubbonamespacehandlertest.testdelayfixedtime,0,0,0,0,0,1,0,0,0,6.0,1.0,9.0,0.121,71,7,0,0,0,0,0,1,2,2,8
4224,apache-incubator-dubbo,org.apache.dubbo.config.spring.schema.dubbonamespacehandlertest.testtimeoutconfig,0,0,0,0,0,1,0,0,0,8.0,1.0,10.0,0.159,20,7,0,0,0,0,0,0,1,1,8
4225,apache-incubator-dubbo,org.apache.dubbo.config.spring.schema.dubbonamespacehandlertest.testmonitor,0,0,0,0,0,1,0,0,0,6.0,1.0,9.0,0.094,19,7,0,0,0,0,0,0,1,1,9
4226,apache-incubator-dubbo,org.apache.dubbo.config.spring.schema.dubbonamespacehandlertest.testmultimonitor,0,0,0,0,0,0,0,0,0,4.0,0.0,6.0,0.107,65,7,0,0,0,0,0,1,2,2,5
4227,apache-incubator-dubbo,org.apache.dubbo.config.spring.schema.dubbonamespacehandlertest.testmultiproviderconfig,0,0,0,0,0,0,0,0,0,4.0,0.0,6.0,0.15,27,7,0,0,0,0,0,1,1,1,5
4228,apache-incubator-dubbo,org.apache.dubbo.config.spring.schema.dubbonamespacehandlertest.testmoduleinfo,0,0,0,0,0,1,0,0,0,7.0,1.0,10.0,0.246,20,7,0,0,0,0,0,0,1,1,8
4229,apache-incubator-dubbo,org.apache.dubbo.config.spring.schema.dubbonamespacehandlertest.testnotificationwithwrongbean,0,0,0,0,0,0,0,0,0,4.0,0.0,7.0,0.174,15,6,0,0,0,0,0,0,1,1,5
4230,apache-incubator-dubbo,org.apache.dubbo.config.spring.schema.dubbonamespacehandlertest.testproperty,0,0,0,0,0,1,0,0,0,9.0,1.0,10.0,0.111,22,7,0,0,0,0,0,0,1,1,8
4232,apache-incubator-dubbo,org.apache.dubbo.serialization.serializationtest.testcontenttype,0,0,0,0,0,1,0,0,0,3.0,1.0,1.0,0.001,5,3,0,0,0,0,1,1,1,1,1
4233,apache-incubator-dubbo,org.apache.dubbo.serialization.serializationtest.testcontenttypeid,0,0,0,0,0,1,0,0,0,3.0,1.0,2.0,0.001,5,3,0,0,0,0,1,1,1,1,1
4234,apache-incubator-dubbo,org.apache.dubbo.serialization.serializationtest.testobjectoutput,0,0,0,0,0,1,0,0,0,4.0,1.0,2.0,0.157,6,3,0,0,0,0,1,1,1,1,2
4235,apache-incubator-dubbo,org.apache.dubbo.serialization.serializationtest.testobjectinput,0,0,0,0,0,1,0,0,0,4.0,1.0,2.0,1.574,10,4,0,0,0,0,1,1,1,1,2
4236,apache-incubator-dubbo,org.apache.dubbo.serialization.serializationtest.testwriteutf,0,1,0,0,0,1,0,0,0,10.0,3.0,3.0,0.006,8,4,0,0,0,0,1,1,1,1,0
4238,apache-incubator-dubbo,org.apache.dubbo.config.methodconfigtest.testname,0,1,0,1,0,1,0,0,0,8.0,2.0,6.0,0.004,8,2,0,0,0,0,1,1,1,1,6
4238,apache-incubator-dubbo,org.apache.dubbo.config.methodconfigtest.testname,0,1,0,1,0,1,0,0,0,8.0,2.0,6.0,0.004,8,2,0,0,0,0,1,1,1,1,6
4381,apache-incubator-dubbo,org.apache.dubbo.config.methodconfigtest.testname,0,1,0,1,0,1,0,0,0,8.0,2.0,6.0,0.004,8,2,0,0,0,0,1,1,1,1,6
4381,apache-incubator-dubbo,org.apache.dubbo.config.methodconfigtest.testname,0,1,0,1,0,1,0,0,0,8.0,2.0,6.0,0.004,8,2,0,0,0,0,1,1,1,1,6
4239,apache-incubator-dubbo,org.apache.dubbo.config.methodconfigtest.teststat,0,0,0,1,0,1,0,0,0,5.0,1.0,3.0,0.001,8,4,0,0,0,0,0,0,1,1,2
4239,apache-incubator-dubbo,org.apache.dubbo.config.methodconfigtest.teststat,0,0,0,1,0,1,0,0,0,5.0,1.0,3.0,0.001,8,4,0,0,0,0,0,0,1,1,2
4382,apache-incubator-dubbo,org.apache.dubbo.config.methodconfigtest.teststat,0,0,0,1,0,1,0,0,0,5.0,1.0,3.0,0.001,8,4,0,0,0,0,0,0,1,1,2
4382,apache-incubator-dubbo,org.apache.dubbo.config.methodconfigtest.teststat,0,0,0,1,0,1,0,0,0,5.0,1.0,3.0,0.001,8,4,0,0,0,0,0,0,1,1,2
4240,apache-incubator-dubbo,org.apache.dubbo.config.methodconfigtest.testretry,0,0,0,1,0,1,0,0,0,5.0,1.0,3.0,0.0,8,4,0,0,0,0,0,0,1,1,2
4240,apache-incubator-dubbo,org.apache.dubbo.config.methodconfigtest.testretry,0,0,0,1,0,1,0,0,0,5.0,1.0,3.0,0.0,8,4,0,0,0,0,0,0,1,1,2
4383,apache-incubator-dubbo,org.apache.dubbo.config.methodconfigtest.testretry,0,0,0,1,0,1,0,0,0,5.0,1.0,3.0,0.0,8,4,0,0,0,0,0,0,1,1,2
4383,apache-incubator-dubbo,org.apache.dubbo.config.methodconfigtest.testretry,0,0,0,1,0,1,0,0,0,5.0,1.0,3.0,0.0,8,4,0,0,0,0,0,0,1,1,2
4241,apache-incubator-dubbo,org.apache.dubbo.config.methodconfigtest.testreliable,0,0,0,1,0,1,0,0,0,5.0,1.0,3.0,0.0,8,4,0,0,0,0,0,0,1,1,2
4241,apache-incubator-dubbo,org.apache.dubbo.config.methodconfigtest.testreliable,0,0,0,1,0,1,0,0,0,5.0,1.0,3.0,0.0,8,4,0,0,0,0,0,0,1,1,2
4384,apache-incubator-dubbo,org.apache.dubbo.config.methodconfigtest.testreliable,0,0,0,1,0,1,0,0,0,5.0,1.0,3.0,0.0,8,4,0,0,0,0,0,0,1,1,2
4384,apache-incubator-dubbo,org.apache.dubbo.config.methodconfigtest.testreliable,0,0,0,1,0,1,0,0,0,5.0,1.0,3.0,0.0,8,4,0,0,0,0,0,0,1,1,2
4242,apache-incubator-dubbo,org.apache.dubbo.config.methodconfigtest.testexecutes,0,0,0,1,0,1,0,0,0,5.0,1.0,3.0,0.0,5,2,0,0,0,0,1,1,1,1,2
4242,apache-incubator-dubbo,org.apache.dubbo.config.methodconfigtest.testexecutes,0,0,0,1,0,1,0,0,0,5.0,1.0,3.0,0.0,5,2,0,0,0,0,1,1,1,1,2
4385,apache-incubator-dubbo,org.apache.dubbo.config.methodconfigtest.testexecutes,0,0,0,1,0,1,0,0,0,5.0,1.0,3.0,0.0,5,2,0,0,0,0,1,1,1,1,2
4385,apache-incubator-dubbo,org.apache.dubbo.config.methodconfigtest.testexecutes,0,0,0,1,0,1,0,0,0,5.0,1.0,3.0,0.0,5,2,0,0,0,0,1,1,1,1,2
4243,apache-incubator-dubbo,org.apache.dubbo.config.methodconfigtest.testdeprecated,0,0,0,1,0,1,0,0,0,5.0,1.0,5.0,0.0,5,2,0,0,0,0,1,1,1,1,2
4243,apache-incubator-dubbo,org.apache.dubbo.config.methodconfigtest.testdeprecated,0,0,0,1,0,1,0,0,0,5.0,1.0,5.0,0.0,5,2,0,0,0,0,1,1,1,1,2
4386,apache-incubator-dubbo,org.apache.dubbo.config.methodconfigtest.testdeprecated,0,0,0,1,0,1,0,0,0,5.0,1.0,5.0,0.0,5,2,0,0,0,0,1,1,1,1,2
