id,projectName,testCase,isFlaky,assertion-roulette,conditional-test-logic,eager-test,fire-and-forget,indirect-testing,mystery-guest,resource-optimism,test-run-war,testLength,numAsserts,numCoveredLines,ExecutionTime,projectSourceLinesCovered,projectSourceClassesCovered,hIndexModificationsPerCoveredLine_window5,hIndexModificationsPerCoveredLine_window10,hIndexModificationsPerCoveredLine_window25,hIndexModificationsPerCoveredLine_window50,hIndexModificationsPerCoveredLine_window75,hIndexModificationsPerCoveredLine_window100,hIndexModificationsPerCoveredLine_window500,hIndexModificationsPerCoveredLine_window10000,num_third_party_libs
9285,qos-ch-logback,ch.qos.logback.core.basicstatusmanagertest.smoke,0,1,0,1,0,1,0,0,0,9.0,4.0,6.0,0.036,12,6,0,0,0,0,0,0,1,2,0
9286,qos-ch-logback,ch.qos.logback.core.basicstatusmanagertest.many,0,1,0,1,0,0,0,0,0,19.0,3.0,10.0,0.028,22,6,0,0,0,0,0,0,1,2,0
9288,qos-ch-logback,ch.qos.logback.core.asyncappenderbasetest.smoke,0,0,0,1,1,1,0,0,0,7.0,0.0,8.0,0.027,76,23,0,0,0,0,0,0,6,7,0
9289,qos-ch-logback,ch.qos.logback.core.asyncappenderbasetest.exceptionsshouldnotcausehalting,0,1,0,1,0,1,0,0,0,16.0,3.0,16.0,0.238,73,29,0,0,0,0,1,0,6,6,0
9290,qos-ch-logback,ch.qos.logback.core.asyncappenderbasetest.emptyqueueshouldbestoppable,0,0,0,1,0,1,0,0,0,6.0,0.0,5.0,0.025,64,23,0,0,0,0,0,0,6,6,0
9291,qos-ch-logback,ch.qos.logback.core.asyncappenderbasetest.workershouldstopevenifinterruptexceptionconsumedwithinsubappender,1,0,0,1,0,1,0,0,0,9.0,1.0,5.0,0.032,66,23,0,0,0,0,0,0,6,6,0
9292,qos-ch-logback,ch.qos.logback.core.asyncappenderbasetest.noeventloss,0,0,0,1,0,1,0,0,0,12.0,0.0,5.0,0.132,72,23,0,0,0,0,0,0,6,6,0
9293,qos-ch-logback,ch.qos.logback.core.asyncappenderbasetest.lossyappendershouldonlyloosecertainevents,0,0,0,1,0,1,0,0,0,13.0,0.0,5.0,0.069,67,26,0,0,0,0,1,0,6,6,0
9294,qos-ch-logback,ch.qos.logback.core.asyncappenderbasetest.lossyappendershouldbenonlossyifdiscardingthresholdiszero,0,0,0,1,0,1,0,0,0,13.0,0.0,5.0,0.081,70,23,0,0,0,0,0,0,6,6,0
9295,qos-ch-logback,ch.qos.logback.core.asyncappenderbasetest.invalidqueuecapacityshouldresultinnonstartedappender,0,1,0,1,0,1,0,0,0,8.0,2.0,9.0,0.003,64,25,0,0,0,0,0,0,6,6,0
9299,qos-ch-logback,ch.qos.logback.core.outputstreamappendertest.smoke,0,0,0,0,0,0,0,0,0,7.0,0.0,3.0,0.124,30,18,0,0,0,0,1,0,3,3,0
9300,qos-ch-logback,ch.qos.logback.core.outputstreamappendertest.nullfileheader,0,0,0,0,0,0,0,0,0,7.0,0.0,3.0,0.014,25,16,0,0,0,0,0,0,1,3,0
9301,qos-ch-logback,ch.qos.logback.core.outputstreamappendertest.nullpresentationheader,0,0,0,0,0,0,0,0,0,7.0,0.0,3.0,0.002,30,18,0,0,0,0,1,0,3,3,0
9302,qos-ch-logback,ch.qos.logback.core.outputstreamappendertest.nullpresentationfooter,0,0,0,0,0,0,0,0,0,7.0,0.0,3.0,0.001,24,16,0,0,0,0,0,0,1,3,0
9303,qos-ch-logback,ch.qos.logback.core.outputstreamappendertest.nullfilefooter,0,0,0,0,0,0,0,0,0,7.0,0.0,3.0,0.001,30,18,0,0,0,0,1,0,3,3,0
9306,qos-ch-logback,ch.qos.logback.core.contextbasetest.renamedefault,0,0,0,0,0,0,0,0,0,4.0,0.0,4.0,0.012,21,8,0,0,0,0,0,2,1,2,0
9307,qos-ch-logback,ch.qos.logback.core.contextbasetest.idempotentnametest,0,0,0,0,0,0,0,0,0,4.0,0.0,3.0,0.001,19,8,0,0,0,0,0,2,1,2,0
9308,qos-ch-logback,ch.qos.logback.core.contextbasetest.renametest,0,0,0,0,0,0,0,0,0,8.0,1.0,2.0,0.011,19,8,0,0,0,0,0,2,1,2,0
9309,qos-ch-logback,ch.qos.logback.core.contextbasetest.resettest,0,1,0,1,0,1,0,0,0,14.0,6.0,15.0,0.002,30,9,0,0,0,0,0,2,5,5,0
9310,qos-ch-logback,ch.qos.logback.core.contextbasetest.contextnameproperty,0,1,0,1,0,0,0,0,0,9.0,3.0,6.0,0.001,21,8,0,0,0,0,0,2,1,2,0
9311,qos-ch-logback,ch.qos.logback.core.lifecyclemanagertest.testregisterandreset,0,0,0,1,0,1,0,0,0,7.0,1.0,5.0,0.023,12,3,0,0,0,0,0,0,5,5,0
9314,qos-ch-logback,ch.qos.logback.core.subst.nodetostringtransformertest.literal,0,0,0,0,0,0,0,0,0,6.0,1.0,5.0,0.0,22,10,0,0,0,1,1,1,2,4,0
9316,qos-ch-logback,ch.qos.logback.core.subst.nodetostringtransformertest.literalwithnestedaccolades,0,0,0,0,0,0,0,0,0,6.0,0.0,5.0,0.015,30,12,0,0,0,1,1,1,2,4,0
9317,qos-ch-logback,ch.qos.logback.core.subst.nodetostringtransformertest.variable,0,0,0,0,0,0,0,0,0,6.0,1.0,4.0,0.068,28,13,0,0,0,1,1,1,4,5,0
9318,qos-ch-logback,ch.qos.logback.core.subst.nodetostringtransformertest.literalvariableliteral,0,0,0,0,0,0,0,0,0,6.0,1.0,4.0,0.001,22,10,0,0,0,1,1,1,2,4,0
9319,qos-ch-logback,ch.qos.logback.core.subst.nodetostringtransformertest.nestedvariable,0,0,0,0,0,0,0,0,0,6.0,1.0,4.0,0.001,23,10,0,0,0,1,1,1,2,4,0
