id,projectName,testCase,isFlaky,assertion-roulette,conditional-test-logic,eager-test,fire-and-forget,indirect-testing,mystery-guest,resource-optimism,test-run-war,testLength,numAsserts,numCoveredLines,ExecutionTime,projectSourceLinesCovered,projectSourceClassesCovered,hIndexModificationsPerCoveredLine_window5,hIndexModificationsPerCoveredLine_window10,hIndexModificationsPerCoveredLine_window25,hIndexModificationsPerCoveredLine_window50,hIndexModificationsPerCoveredLine_window75,hIndexModificationsPerCoveredLine_window100,hIndexModificationsPerCoveredLine_window500,hIndexModificationsPerCoveredLine_window10000,num_third_party_libs
7705,doanduyhai-Achilles,info.archinnov.achilles.schemabuilder.createtest.should_create_simple_table,0,0,0,1,0,1,0,0,0,12.0,1.0,3.0,0.017,9,4,1,1,1,1,1,1,1,1,4
7706,doanduyhai-Achilles,info.archinnov.achilles.schemabuilder.createtest.should_exception_when_creating_table_without_partition_key,0,0,0,1,0,0,0,0,0,3.0,0.0,1.0,0.007,5,4,1,1,1,1,1,1,1,1,2
7707,doanduyhai-Achilles,info.archinnov.achilles.schemabuilder.createtest.should_create_simple_table_if_not_exists,0,0,0,1,0,1,0,0,0,13.0,1.0,3.0,0.002,10,4,1,1,1,1,1,1,1,1,4
7708,doanduyhai-Achilles,info.archinnov.achilles.schemabuilder.createtest.should_create_simple_table_with_keyspace,0,0,0,1,0,1,0,0,0,12.0,1.0,3.0,0.005,9,4,1,1,1,1,1,1,1,1,4
7709,doanduyhai-Achilles,info.archinnov.achilles.schemabuilder.createtest.should_create_simple_table_with_list,0,0,0,1,0,1,0,0,0,12.0,1.0,3.0,0.003,9,4,1,1,1,1,1,1,1,1,5
7710,doanduyhai-Achilles,info.archinnov.achilles.schemabuilder.createtest.should_create_simple_table_with_set,0,0,0,1,0,1,0,0,0,12.0,1.0,3.0,0.015,9,4,1,1,1,1,1,1,1,1,5
7711,doanduyhai-Achilles,info.archinnov.achilles.schemabuilder.createtest.should_create_simple_table_with_map,0,0,0,1,0,1,0,0,0,12.0,1.0,3.0,0.061,9,4,1,1,1,1,1,1,1,1,6
7712,doanduyhai-Achilles,info.archinnov.achilles.schemabuilder.createtest.should_create_table_with_clustering_keys,0,0,0,1,0,1,0,0,0,16.0,1.0,3.0,0.02,11,4,1,1,1,1,1,1,1,1,6
7713,doanduyhai-Achilles,info.archinnov.achilles.schemabuilder.createtest.should_create_table_with_composite_partition_key,0,0,0,1,0,1,0,0,0,14.0,1.0,3.0,0.015,10,4,1,1,1,1,1,1,1,1,5
7714,doanduyhai-Achilles,info.archinnov.achilles.schemabuilder.createtest.should_create_table_with_composite_partition_key_and_clustering_keys,0,0,0,1,0,1,0,0,0,18.0,1.0,3.0,0.001,12,4,1,1,1,1,1,1,1,1,7
