id,projectName,testCase,isFlaky,assertion-roulette,conditional-test-logic,eager-test,fire-and-forget,indirect-testing,mystery-guest,resource-optimism,test-run-war,testLength,numAsserts,numCoveredLines,ExecutionTime,projectSourceLinesCovered,projectSourceClassesCovered,hIndexModificationsPerCoveredLine_window5,hIndexModificationsPerCoveredLine_window10,hIndexModificationsPerCoveredLine_window25,hIndexModificationsPerCoveredLine_window50,hIndexModificationsPerCoveredLine_window75,hIndexModificationsPerCoveredLine_window100,hIndexModificationsPerCoveredLine_window500,hIndexModificationsPerCoveredLine_window10000,num_third_party_libs
12665,apache-hbase,org.apache.hadoop.hbase.testkeyvalue.testcolumncompare,0,1,0,0,0,1,0,0,0,17.0,6.0,15.0,0.0,29,4,0,0,0,0,0,0,1,1,0
12666,apache-hbase,org.apache.hadoop.hbase.testkeyvalue.testbasics,0,0,0,0,0,1,0,0,0,8.0,0.0,6.0,0.031,44,12,0,0,1,1,1,1,2,2,0
12668,apache-hbase,org.apache.hadoop.hbase.testkeyvalue.testplaincompare,0,1,0,0,0,1,0,0,0,36.0,14.0,26.0,0.001,40,6,0,0,0,0,0,0,1,1,0
12669,apache-hbase,org.apache.hadoop.hbase.testkeyvalue.testmorecomparisons,0,1,0,0,0,1,0,0,0,37.0,5.0,4.0,0.002,30,10,0,0,0,0,0,0,1,1,0
12670,apache-hbase,org.apache.hadoop.hbase.testkeyvalue.testkeyvaluebordercases,0,1,0,0,0,1,0,0,0,25.0,3.0,9.0,0.001,43,10,0,0,1,1,1,1,2,2,0
12673,apache-hbase,org.apache.hadoop.hbase.testkeyvalue.testbinarykeys,0,1,0,0,0,1,0,0,0,72.0,5.0,24.0,0.23,98,12,0,0,1,1,1,1,2,2,0
12674,apache-hbase,org.apache.hadoop.hbase.testkeyvalue.teststackedupkeyvalue,0,0,0,0,0,0,0,0,0,5.0,0.0,0.0,0.007,1,1,0,0,0,0,0,0,1,1,0
12675,apache-hbase,org.apache.hadoop.hbase.testhmsg.testlist,0,1,0,0,0,1,0,0,0,24.0,5.0,15.0,0.032,42,6,0,0,0,0,0,0,1,1,0
12676,apache-hbase,org.apache.hadoop.hbase.testhmsg.testserialization,0,1,0,0,0,1,0,0,0,23.0,2.0,14.0,1.182,84,16,0,0,1,1,1,1,2,2,0
12699,apache-hbase,org.apache.hadoop.hbase.io.testheapsize.testnativesizes,0,1,1,0,0,0,0,0,0,146.0,14.0,0.0,0.159,24,2,0,0,1,1,1,1,2,2,0
12700,apache-hbase,org.apache.hadoop.hbase.io.testheapsize.testsizes,0,1,1,0,0,1,0,0,0,111.0,8.0,27.0,0.242,71,16,0,0,1,1,1,1,2,2,0
12701,apache-hbase,org.apache.hadoop.hbase.io.testimmutablebyteswritable.testcomparison,0,0,0,0,0,1,0,0,0,7.0,0.0,3.0,0.759,12,5,0,0,0,0,1,1,1,1,0
12708,apache-hbase,org.apache.hadoop.hbase.io.testhbaseobjectwritable.testreadobjectdatainputconfiguration,0,1,0,0,0,0,0,0,0,48.0,10.0,9.0,1.99,93,7,0,0,1,1,1,1,1,1,0
12710,apache-hbase,org.apache.hadoop.hbase.io.hfile.testlrublockcache.testbackgroundevictionthread,1,1,0,1,0,1,0,0,0,25.0,2.0,6.0,1.028,44,11,0,0,1,1,1,1,2,2,0
12711,apache-hbase,org.apache.hadoop.hbase.io.hfile.testlrublockcache.testcachesimple,0,1,0,1,0,1,0,0,0,54.0,9.0,4.0,0.015,12,8,0,0,1,1,1,1,1,1,0
12712,apache-hbase,org.apache.hadoop.hbase.io.hfile.testlrublockcache.testcacheevictionsimple,0,1,0,1,0,1,0,0,0,38.0,7.0,9.0,0.017,20,9,0,0,1,1,1,1,1,1,0
12713,apache-hbase,org.apache.hadoop.hbase.io.hfile.testlrublockcache.testcacheevictiontwopriorities,0,1,0,1,0,1,0,0,0,56.0,10.0,6.0,0.012,17,10,0,0,1,1,1,1,1,1,0
12714,apache-hbase,org.apache.hadoop.hbase.io.hfile.testlrublockcache.testcacheevictionthreepriorities,0,1,0,1,0,1,0,0,0,120.0,26.0,6.0,1.034,43,10,0,0,1,1,1,1,2,2,0
12715,apache-hbase,org.apache.hadoop.hbase.io.hfile.testlrublockcache.testscanresistance,0,1,0,1,0,1,0,0,0,59.0,9.0,9.0,0.024,20,9,0,0,0,0,0,0,1,1,0
12716,apache-hbase,org.apache.hadoop.hbase.io.hfile.testlrublockcache.testresizeblockcache,0,1,0,1,0,1,0,0,0,58.0,9.0,6.0,0.018,17,9,0,0,0,0,0,0,1,1,0
12722,apache-hbase,org.apache.hadoop.hbase.io.hfile.testcachedblockqueue.testqueue,0,1,0,1,0,1,0,0,0,43.0,9.0,33.0,0.743,66,6,0,0,1,1,1,1,2,2,0
12723,apache-hbase,org.apache.hadoop.hbase.io.hfile.testcachedblockqueue.testqueuesmallblockedgecase,0,1,0,1,0,1,0,0,0,51.0,10.0,36.0,0.001,69,6,0,0,1,1,1,1,2,2,0
12724,apache-hbase,org.apache.hadoop.hbase.master.testservermanager.testisdead,0,1,0,0,0,1,0,0,0,10.0,6.0,9.0,0.917,13,2,0,0,1,1,1,1,1,1,0
12727,apache-hbase,org.apache.hadoop.hbase.master.testregionserveroperationqueue.testnothing,0,0,0,0,0,0,0,0,0,2.0,0.0,0.0,1.176,11,3,0,0,0,1,1,1,2,2,0
12732,apache-hbase,org.apache.hadoop.hbase.master.testoldlogscleaner.testlogcleaning,0,1,0,0,0,0,0,0,0,30.0,3.0,0.0,2.845,10,6,0,0,0,0,0,0,1,1,0
12735,apache-hbase,org.apache.hadoop.hbase.util.testkeying.testuri,0,0,0,0,0,0,0,0,0,15.0,0.0,4.0,0.046,7,2,0,0,0,0,0,0,1,1,0
12737,apache-hbase,org.apache.hadoop.hbase.util.testbytes.testnullhashcode,0,0,0,0,0,0,0,0,0,9.0,1.0,3.0,0.003,6,1,0,0,0,0,0,0,1,1,0
12738,apache-hbase,org.apache.hadoop.hbase.util.testbytes.testsplit,0,1,0,1,0,0,0,0,0,19.0,4.0,12.0,0.034,39,3,0,0,1,1,1,1,2,2,0
12739,apache-hbase,org.apache.hadoop.hbase.util.testbytes.testsplit2,0,1,0,1,0,0,0,0,0,11.0,2.0,7.0,0.0,33,3,0,0,1,1,1,1,2,2,0
12740,apache-hbase,org.apache.hadoop.hbase.util.testbytes.testsplit3,0,1,0,1,0,0,0,0,0,23.0,3.0,7.0,0.002,25,2,0,0,1,1,2,2,2,2,0
12741,apache-hbase,org.apache.hadoop.hbase.util.testbytes.testtolong,0,0,0,1,0,0,0,0,0,6.0,1.0,2.0,0.002,7,2,0,0,0,0,1,1,1,1,0
