id,projectName,testCase,isFlaky,assertion-roulette,conditional-test-logic,eager-test,fire-and-forget,indirect-testing,mystery-guest,resource-optimism,test-run-war,testLength,numAsserts,numCoveredLines,ExecutionTime,projectSourceLinesCovered,projectSourceClassesCovered,hIndexModificationsPerCoveredLine_window5,hIndexModificationsPerCoveredLine_window10,hIndexModificationsPerCoveredLine_window25,hIndexModificationsPerCoveredLine_window50,hIndexModificationsPerCoveredLine_window75,hIndexModificationsPerCoveredLine_window100,hIndexModificationsPerCoveredLine_window500,hIndexModificationsPerCoveredLine_window10000,num_third_party_libs
234,spring-projects-spring-boot,org.springframework.boot.gradle.mainclasstests.buildfromruntask,1,0,0,0,0,0,1,0,1,4.0,0.0,2.0,15.545,10,2,0,0,0,0,0,0,2,2,0
235,spring-projects-spring-boot,org.springframework.boot.gradle.nojartests.nojar,1,0,0,0,0,0,1,1,0,6.0,1.0,1.0,13.813,10,2,0,0,0,0,0,0,2,2,0
236,spring-projects-spring-boot,org.springframework.boot.gradle.multiprojectrepackagingtests.repackagewithtransitivefiledependency,1,1,0,0,0,1,1,1,1,12.0,2.0,9.0,2.008,19,2,0,0,0,0,0,0,4,4,8
237,spring-projects-spring-boot,org.springframework.boot.gradle.multiprojectrepackagingtests.repackagewithcommonfiledependency,1,0,0,0,0,0,0,0,1,12.0,1.0,2.0,15.738,11,2,0,0,0,0,0,0,2,2,2
238,spring-projects-spring-boot,org.springframework.boot.gradle.classifiertests.classifierinboottask,1,0,0,0,0,1,1,1,0,6.0,0.0,7.0,1.541,15,2,0,0,0,0,0,0,2,2,0
239,spring-projects-spring-boot,org.springframework.boot.gradle.classifiertests.classifierinbootextension,1,0,0,0,0,0,1,1,0,6.0,0.0,1.0,15.451,10,2,0,0,0,0,0,0,2,2,0
242,spring-projects-spring-boot,org.springframework.boot.gradle.flatdirtests.flatdir,1,0,1,0,0,0,1,0,1,10.0,0.0,3.0,16.22,10,2,0,0,0,0,0,0,2,2,1
243,spring-projects-spring-boot,org.springframework.boot.gradle.springloadedtests.defaultjvmargsarepreservedwhenloadedagentisconfigured,1,0,0,0,0,0,0,0,0,16.0,0.0,1.0,17.457,13,2,0,0,0,0,0,0,2,2,2
244,spring-projects-spring-boot,org.springframework.boot.gradle.springloadedtests.springloadedcanbeusedwithgradle16,1,0,0,0,0,0,0,0,0,13.0,0.0,2.0,14.423,12,2,0,0,0,0,0,0,2,2,2
249,spring-projects-spring-boot,org.springframework.boot.gradle.repackagingtests.repackagingenabled,1,1,0,0,0,0,1,1,1,8.0,3.0,2.0,16.769,10,2,0,0,0,0,0,0,2,2,1
