id,projectName,testCase,isFlaky,assertion-roulette,conditional-test-logic,eager-test,fire-and-forget,indirect-testing,mystery-guest,resource-optimism,test-run-war,testLength,numAsserts,numCoveredLines,ExecutionTime,projectSourceLinesCovered,projectSourceClassesCovered,hIndexModificationsPerCoveredLine_window5,hIndexModificationsPerCoveredLine_window10,hIndexModificationsPerCoveredLine_window25,hIndexModificationsPerCoveredLine_window50,hIndexModificationsPerCoveredLine_window75,hIndexModificationsPerCoveredLine_window100,hIndexModificationsPerCoveredLine_window500,hIndexModificationsPerCoveredLine_window10000,num_third_party_libs
13513,apache-httpcore,org.apache.http.impl.testenglishreasonphrasecatalog.testreasonphrases,0,1,1,0,0,1,0,0,0,26.0,4.0,4.0,0.012,67,2,0,0,0,0,0,1,2,2,0
13514,apache-httpcore,org.apache.http.impl.testenglishreasonphrasecatalog.teststatusinvalid,0,1,0,0,0,0,0,0,0,17.0,3.0,1.0,0.004,6,2,0,0,0,0,0,0,1,1,0
13515,apache-httpcore,org.apache.http.impl.testenglishreasonphrasecatalog.teststatusall,0,0,0,0,0,0,0,0,0,5.0,0.0,1.0,0.049,52,2,0,0,0,0,0,0,1,1,0
13517,apache-httpcore,org.apache.http.impl.testdefaultconnectionreusestrategy.testillegalresponsearg,0,0,0,0,0,0,0,0,0,3.0,0.0,2.0,0.016,5,3,0,0,0,0,0,0,2,2,0
13518,apache-httpcore,org.apache.http.impl.testdefaultconnectionreusestrategy.testillegalcontextarg,0,0,0,0,0,0,0,0,0,4.0,0.0,4.0,0.003,9,7,0,0,0,0,1,1,2,2,0
13519,apache-httpcore,org.apache.http.impl.testdefaultconnectionreusestrategy.testnocontentlengthresponsehttp1_0,0,0,0,0,0,1,0,0,0,4.0,1.0,6.0,0.001,12,7,0,0,0,0,1,1,2,2,0
13520,apache-httpcore,org.apache.http.impl.testdefaultconnectionreusestrategy.testnocontentlengthresponsehttp1_1,0,0,0,0,0,1,0,0,0,4.0,1.0,6.0,0.019,12,7,0,0,0,0,1,1,2,2,0
13521,apache-httpcore,org.apache.http.impl.testdefaultconnectionreusestrategy.testchunkedcontent,0,0,0,0,0,1,0,0,0,5.0,1.0,6.0,0.017,20,10,0,0,0,0,1,1,2,2,0
13522,apache-httpcore,org.apache.http.impl.testdefaultconnectionreusestrategy.testignoreinvalidkeepalive,0,0,0,0,0,1,0,0,0,5.0,1.0,8.0,0.002,15,8,0,0,0,0,1,1,2,2,0
13523,apache-httpcore,org.apache.http.impl.testdefaultconnectionreusestrategy.testexplicitclose,0,0,0,0,0,1,0,0,0,7.0,1.0,6.0,0.004,16,10,0,0,0,0,1,1,2,2,0
13524,apache-httpcore,org.apache.http.impl.testdefaultconnectionreusestrategy.testexplicitkeepalive,0,0,0,0,0,1,0,0,0,8.0,1.0,6.0,0.006,16,10,0,0,0,0,1,1,2,2,0
13525,apache-httpcore,org.apache.http.impl.testdefaultconnectionreusestrategy.testhttp10default,0,0,0,0,0,1,0,0,0,5.0,1.0,6.0,0.07,22,11,0,0,0,0,1,1,2,2,0
13526,apache-httpcore,org.apache.http.impl.testdefaultconnectionreusestrategy.testhttp11default,0,0,0,0,0,1,0,0,0,5.0,1.0,6.0,0.003,23,11,0,0,0,0,1,1,2,2,0
13527,apache-httpcore,org.apache.http.impl.testdefaultconnectionreusestrategy.testfuturehttp,0,0,0,0,0,1,0,0,0,5.0,1.0,6.0,0.001,20,11,0,0,0,0,1,1,2,2,0
13528,apache-httpcore,org.apache.http.impl.testdefaultconnectionreusestrategy.testbrokenconnectiondirective1,0,0,0,0,0,1,0,0,0,7.0,1.0,6.0,0.004,17,11,0,0,0,0,1,1,2,2,0
13529,apache-httpcore,org.apache.http.impl.testdefaultconnectionreusestrategy.testbrokenconnectiondirective2,0,0,0,0,0,1,0,0,0,7.0,1.0,6.0,0.0,19,11,0,0,0,0,1,1,2,2,0
13530,apache-httpcore,org.apache.http.impl.testdefaultconnectionreusestrategy.testconnectiontokens1,0,0,0,0,0,1,0,0,0,7.0,1.0,6.0,0.003,16,10,0,0,0,0,1,1,2,2,0
13531,apache-httpcore,org.apache.http.impl.testdefaultconnectionreusestrategy.testconnectiontokens2,0,0,0,0,0,1,0,0,0,7.0,1.0,6.0,0.014,20,12,0,0,0,0,1,1,2,2,0
13532,apache-httpcore,org.apache.http.impl.testdefaultconnectionreusestrategy.testconnectiontokens3,0,0,0,0,0,1,0,0,0,7.0,1.0,6.0,0.001,16,10,0,0,0,0,1,1,2,2,0
13533,apache-httpcore,org.apache.http.impl.testdefaultconnectionreusestrategy.testconnectiontokens4,0,0,0,0,0,1,0,0,0,9.0,1.0,7.0,0.011,17,10,0,0,0,0,1,1,2,2,0
13534,apache-httpcore,org.apache.http.impl.testdefaultconnectionreusestrategy.testconnectiontokens5,0,0,0,0,0,1,0,0,0,11.0,1.0,7.0,0.004,18,11,0,0,0,0,1,1,2,2,0
13535,apache-httpcore,org.apache.http.impl.testdefaultconnectionreusestrategy.testconnectiontokens6,0,0,0,0,0,1,0,0,0,10.0,1.0,7.0,0.007,25,11,0,0,0,0,1,1,2,2,0
13536,apache-httpcore,org.apache.http.impl.testdefaultconnectionreusestrategy.testconnectiontokensinvalid,0,0,0,0,0,1,0,0,0,7.0,1.0,6.0,0.001,16,11,0,0,0,0,1,1,1,1,0
13537,apache-httpcore,org.apache.http.impl.testdefaultconnectionreusestrategy.testmultiplecontentlength,0,0,0,0,0,1,0,0,0,7.0,1.0,9.0,0.005,17,8,0,0,0,0,1,1,2,2,0
13538,apache-httpcore,org.apache.http.impl.testdefaultconnectionreusestrategy.testinvalidcontentlength,0,0,0,0,0,1,0,0,0,6.0,1.0,8.0,0.003,16,8,0,0,0,0,1,1,2,2,0
13539,apache-httpcore,org.apache.http.impl.testdefaultconnectionreusestrategy.testinvalidnegativecontentlength,0,0,0,0,0,1,0,0,0,6.0,1.0,8.0,0.006,17,8,0,0,0,0,1,1,2,2,0
13541,apache-httpcore,org.apache.http.impl.testnoconnectionreusestrategy.testnullresponse,0,0,0,0,0,0,0,0,0,3.0,0.0,0.0,0.007,3,2,0,0,1,1,1,1,1,1,0
13542,apache-httpcore,org.apache.http.impl.testnoconnectionreusestrategy.testnullcontext,0,0,0,0,0,1,0,0,0,3.0,0.0,2.0,0.001,4,2,0,0,1,1,1,1,1,1,1
13543,apache-httpcore,org.apache.http.impl.testnoconnectionreusestrategy.testgoodcall,0,0,0,0,0,0,0,0,0,3.0,1.0,1.0,1.293,3,2,0,0,1,1,1,1,1,1,0
13544,apache-httpcore,org.apache.http.impl.io.testidentityoutputstream.testconstructors,0,0,0,0,0,0,0,0,0,9.0,1.0,4.0,0.001,15,9,0,0,0,0,1,1,2,2,0
13545,apache-httpcore,org.apache.http.impl.io.testidentityoutputstream.testbasics,0,0,0,0,0,1,0,0,0,14.0,1.0,12.0,0.0,24,9,0,0,0,0,1,1,2,2,0
13546,apache-httpcore,org.apache.http.impl.io.testidentityoutputstream.testclose,0,1,0,0,0,0,0,0,0,20.0,2.0,7.0,0.0,21,9,0,0,0,0,1,1,2,2,0
13547,apache-httpcore,org.apache.http.impl.io.testidentityoutputstream.testconstructor,0,0,0,0,0,0,0,0,0,10.0,1.0,3.0,0.122,18,9,0,0,0,0,1,1,2,2,0
13548,apache-httpcore,org.apache.http.impl.io.testidentityoutputstream.testbasicwrite,0,1,0,1,0,1,0,0,0,16.0,3.0,11.0,0.009,24,9,0,0,0,0,1,1,2,2,0
13549,apache-httpcore,org.apache.http.impl.io.testidentityoutputstream.testclosedcondition,0,1,0,1,0,0,0,0,0,20.0,2.0,5.0,0.003,21,9,0,0,0,0,1,1,2,2,0
13550,apache-httpcore,org.apache.http.impl.io.testcontentlengthinputstream.testconstructors,0,1,0,0,0,0,0,0,0,15.0,2.0,4.0,0.001,22,9,0,0,0,0,1,1,2,2,0
13551,apache-httpcore,org.apache.http.impl.io.testcontentlengthinputstream.testbasics,0,0,0,0,0,1,0,0,0,15.0,1.0,11.0,0.001,31,10,0,0,0,0,1,1,2,2,0
13552,apache-httpcore,org.apache.http.impl.io.testcontentlengthinputstream.testskip,0,1,0,0,0,1,0,0,0,21.0,9.0,17.0,0.001,36,9,0,0,0,0,1,2,2,2,0
13553,apache-httpcore,org.apache.http.impl.io.testcontentlengthinputstream.testavailable,0,1,0,0,0,1,0,0,0,7.0,2.0,5.0,0.0,19,9,0,0,0,0,1,1,2,2,0
13554,apache-httpcore,org.apache.http.impl.io.testcontentlengthinputstream.testclose,0,1,0,0,0,1,0,0,0,28.0,4.0,8.0,0.106,23,10,0,0,0,0,1,1,2,2,0
13555,apache-httpcore,org.apache.http.impl.io.testcontentlengthinputstream.testtruncatedcontent,0,1,0,0,0,1,0,0,0,19.0,3.0,7.0,0.005,22,11,0,0,0,0,1,1,2,2,0
13556,apache-httpcore,org.apache.http.impl.io.testcontentlengthoutputstream.testconstructors,0,1,0,0,0,0,0,0,0,15.0,2.0,7.0,0.112,21,9,0,0,0,0,1,1,2,2,0
13557,apache-httpcore,org.apache.http.impl.io.testcontentlengthoutputstream.testbasics,0,0,0,0,0,1,0,0,0,18.0,1.0,17.0,0.003,31,9,0,0,0,0,1,1,2,2,0
13558,apache-httpcore,org.apache.http.impl.io.testcontentlengthoutputstream.testclose,0,1,0,0,0,0,0,0,0,20.0,2.0,9.0,0.0,21,9,0,0,0,0,1,1,2,2,0
13559,apache-httpcore,org.apache.http.impl.io.testidentityinputstream.testconstructor,0,0,0,0,0,0,0,0,0,10.0,1.0,7.0,0.0,18,9,0,0,0,0,1,1,2,2,0
13560,apache-httpcore,org.apache.http.impl.io.testidentityinputstream.testbasicread,0,1,0,0,0,1,0,0,0,14.0,8.0,15.0,0.001,28,9,0,0,0,0,1,1,2,2,0
13561,apache-httpcore,org.apache.http.impl.io.testidentityinputstream.testclosedcondition,0,1,0,1,0,1,0,0,0,15.0,5.0,14.0,0.092,23,9,0,0,0,0,1,1,2,2,0
13562,apache-httpcore,org.apache.http.impl.io.testidentityinputstream.testavailable,0,0,0,1,0,1,0,0,0,7.0,1.0,8.0,0.0,19,9,0,0,0,0,1,1,1,1,0
13565,apache-httpcore,org.apache.http.impl.pool.testbasicconnpool.testnullconstructor,0,0,0,0,0,1,0,0,0,3.0,0.0,4.0,0.003,9,3,0,0,1,1,1,1,1,1,0
13566,apache-httpcore,org.apache.http.impl.pool.testbasicconnpool.testhttpcreateconnection,1,1,0,0,0,1,0,0,0,7.0,2.0,24.0,0.006,115,31,0,0,1,1,1,1,2,2,0
13567,apache-httpcore,org.apache.http.impl.pool.testbasicconnpool.testhttpscreateconnection,0,1,0,0,0,1,0,0,0,8.0,2.0,23.0,2.562,111,31,0,0,1,1,1,1,2,2,0
13568,apache-httpcore,org.apache.http.impl.pool.testbasicconnpool.testhttpcreateentry,0,1,0,1,0,1,0,0,0,11.0,2.0,26.0,0.03,67,28,0,0,1,1,1,1,2,2,0
13569,apache-httpcore,org.apache.http.impl.entity.testentitydeserializer.testillegalgeneratearg,0,1,0,0,0,0,0,0,0,16.0,2.0,2.0,0.002,18,10,0,0,0,0,1,1,2,2,0
