idProject,nameProject,testCase,tloc,tmcCabe,assertionDensity,assertionRoulette,mysteryGuest,eagerTest,sensitiveEquality,resourceOptimism,conditionalTestLogic,fireAndForget,testRunWar,loc,lcom2,lcom5,cbo,wmc,rfc,mpc,halsteadVocabulary,halsteadLength,halsteadVolume,classDataShouldBePrivate,complexClass,functionalDecomposition,godClass,spaghettiCode,isFlaky
59,openapi-generator(bfce822c34144500eb573ab105502c3616d79dc3),org.openapitools.codegen.DefaultCodegenTest.testHasBodyParameter,11.0,1.0,0.2727272727272727,2.0,0.0,1,0.0,0,0.0,0.0,0.0,7152.0,46608.0,4.0,55.0,910.0,1645.0,1329.0,26294.0,4301.0,43771.69013365842,0,910,0,0.0,4489.0,0
59,openapi-generator(bfce822c34144500eb573ab105502c3616d79dc3),org.openapitools.codegen.DefaultCodegenTest.testParameterEmptyDescription,4.0,1.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,7152.0,46608.0,4.0,55.0,910.0,1645.0,1329.0,26294.0,4301.0,43771.69013365842,0,910,0,0.0,4489.0,0
59,openapi-generator(bfce822c34144500eb573ab105502c3616d79dc3),org.openapitools.codegen.DefaultCodegenTest.testGetConsumesInfoAndGetProducesInfo,35.0,2.0,0.9428571428571428,11.0,0.0,4,0.0,0,0.0,0.0,0.0,7152.0,46608.0,4.0,55.0,910.0,1645.0,1329.0,26294.0,4301.0,43771.69013365842,0,910,0,0.0,4489.0,0
59,openapi-generator(bfce822c34144500eb573ab105502c3616d79dc3),org.openapitools.codegen.DefaultCodegenTest.testGetProducesInfo,21.0,2.0,0.9047619047619048,6.0,0.0,2,0.0,0,0.0,0.0,0.0,7152.0,46608.0,4.0,55.0,910.0,1645.0,1329.0,26294.0,4301.0,43771.69013365842,0,910,0,0.0,4489.0,0
59,openapi-generator(bfce822c34144500eb573ab105502c3616d79dc3),org.openapitools.codegen.DefaultCodegenTest.testInitialConfigValues,6.0,2.0,0.5,2.0,0.0,3,0.0,0,0.0,0.0,0.0,7152.0,46608.0,4.0,55.0,910.0,1645.0,1329.0,26294.0,4301.0,43771.69013365842,0,910,0,0.0,4489.0,0
59,openapi-generator(bfce822c34144500eb573ab105502c3616d79dc3),org.openapitools.codegen.DefaultCodegenTest.testSettersForConfigValues,7.0,2.0,0.4285714285714285,2.0,0.0,4,0.0,0,0.0,0.0,0.0,7152.0,46608.0,4.0,55.0,910.0,1645.0,1329.0,26294.0,4301.0,43771.69013365842,0,910,0,0.0,4489.0,0
59,openapi-generator(bfce822c34144500eb573ab105502c3616d79dc3),org.openapitools.codegen.DefaultCodegenTest.testAdditionalPropertiesPutForConfigValues,7.0,2.0,0.4285714285714285,2.0,0.0,3,0.0,0,0.0,0.0,0.0,7152.0,46608.0,4.0,55.0,910.0,1645.0,1329.0,26294.0,4301.0,43771.69013365842,0,910,0,0.0,4489.0,0
59,openapi-generator(bfce822c34144500eb573ab105502c3616d79dc3),org.openapitools.codegen.DefaultCodegenTest.testArraySchemaIsNotIncludedInAliases,11.0,2.0,0.0909090909090909,1.0,0.0,1,0.0,0,0.0,0.0,0.0,7152.0,46608.0,4.0,55.0,910.0,1645.0,1329.0,26294.0,4301.0,43771.69013365842,0,910,0,0.0,4489.0,0
59,openapi-generator(bfce822c34144500eb573ab105502c3616d79dc3),org.openapitools.codegen.DefaultCodegenTest.testFormParameterHasDefaultValue,8.0,2.0,0.125,0.0,0.0,2,0.0,0,3.0,0.0,0.0,7152.0,46608.0,4.0,55.0,910.0,1645.0,1329.0,26294.0,4301.0,43771.69013365842,0,910,0,0.0,4489.0,0
59,openapi-generator(bfce822c34144500eb573ab105502c3616d79dc3),org.openapitools.codegen.DefaultCodegenTest.testOriginalOpenApiDocumentVersion,10.0,2.0,0.3,0.0,0.0,0,0.0,0,2.0,0.0,0.0,7152.0,46608.0,4.0,55.0,910.0,1645.0,1329.0,26294.0,4301.0,43771.69013365842,0,910,0,0.0,4489.0,0
