idProject,nameProject,testCase,tloc,tmcCabe,assertionDensity,assertionRoulette,mysteryGuest,eagerTest,sensitiveEquality,resourceOptimism,conditionalTestLogic,fireAndForget,testRunWar,loc,lcom2,lcom5,cbo,wmc,rfc,mpc,halsteadVocabulary,halsteadLength,halsteadVolume,classDataShouldBePrivate,complexClass,functionalDecomposition,godClass,spaghettiCode,isFlaky
34,esper,com.espertech.esper.common.client.configuration.TestConfiguration.setUp,4.0,1.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,314.0,90.0,2.0,13.0,54.0,43.0,27.0,1474.0,319.0,2327.339488207021,0,0,0,0.0,0.0,0
34,esper,com.espertech.esper.common.client.configuration.TestConfiguration.testString,4.0,2.0,0.0,1.0,1.0,5,0.0,0,0.0,0.0,0.0,314.0,90.0,2.0,13.0,54.0,43.0,27.0,1474.0,319.0,2327.339488207021,0,0,0,0.0,0.0,1
34,esper,com.espertech.esper.common.client.configuration.TestConfiguration.testURL,5.0,2.0,0.0,1.0,1.0,5,0.0,0,0.0,0.0,0.0,314.0,90.0,2.0,13.0,54.0,43.0,27.0,1474.0,319.0,2327.339488207021,0,0,0,0.0,0.0,1
34,esper,com.espertech.esper.common.client.configuration.TestConfiguration.testFile,6.0,2.0,0.0,1.0,4.0,5,0.0,1,0.0,0.0,0.0,314.0,90.0,2.0,13.0,54.0,43.0,27.0,1474.0,319.0,2327.339488207021,0,0,0,0.0,0.0,1
34,esper,com.espertech.esper.common.client.configuration.TestConfiguration.testAddeventTypeName,8.0,1.0,0.375,2.0,0.0,1,0.0,0,0.0,0.0,0.0,314.0,90.0,2.0,13.0,54.0,43.0,27.0,1474.0,319.0,2327.339488207021,0,0,0,0.0,0.0,0
34,esper,com.espertech.esper.common.client.configuration.TestConfiguration.assertDefaultConfig,10.0,1.0,0.7,1.0,0.0,1,0.0,0,0.0,0.0,0.0,314.0,90.0,2.0,13.0,54.0,43.0,27.0,1474.0,319.0,2327.339488207021,0,0,0,0.0,0.0,0
34,esper,com.espertech.esper.common.client.configuration.TestConfigurationCommonDBRef.testTypeMapping,5.0,1.0,0.0,0.0,0.0,2,0.0,0,0.0,0.0,0.0,666.0,204.0,2.0,8.0,61.0,36.0,11.0,3354.0,558.0,4529.7931898498,0,0,0,0.0,0.0,0
34,esper,com.espertech.esper.common.client.configuration.TestConfigurationCommonDBRef.tryInvalid,9.0,2.0,0.0,1.0,0.0,2,0.0,0,0.0,0.0,0.0,666.0,204.0,2.0,8.0,61.0,36.0,11.0,3354.0,558.0,4529.7931898498,0,0,0,0.0,0.0,0
34,esper,com.espertech.esper.common.client.configuration.TestConfigurationParser.testRegressionFileConfig,6.0,2.0,0.0,1.0,2.0,2,0.0,0,0.0,0.0,0.0,115.0,1.0,0.0,15.0,13.0,22.0,19.0,542.0,162.0,1019.8330922332228,0,0,0,0.0,0.0,1
34,esper,com.espertech.esper.common.client.configuration.TestConfigurationParser.testConfigurationDefaults,108.0,3.0,0.9166666666666666,99.0,0.0,0,0.0,0,16.0,0.0,0.0,115.0,1.0,0.0,15.0,13.0,22.0,19.0,542.0,162.0,1019.8330922332228,0,0,0,0.0,0.0,0
