idProject,nameProject,testCase,tloc,tmcCabe,assertionDensity,assertionRoulette,mysteryGuest,eagerTest,sensitiveEquality,resourceOptimism,conditionalTestLogic,fireAndForget,testRunWar,loc,lcom2,lcom5,cbo,wmc,rfc,mpc,halsteadVocabulary,halsteadLength,halsteadVolume,classDataShouldBePrivate,complexClass,functionalDecomposition,godClass,spaghettiCode,isFlaky
71,spring-ws,org.springframework.ws.jaxws.JaxWsProviderEndpointAdapterTest.setUp,7.0,2.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,81.0,6.0,0.0,13.0,14.0,24.0,20.0,262.0,106.0,590.2445173986762,0,0,0,0.0,0.0,0
71,spring-ws,org.springframework.ws.jaxws.JaxWsProviderEndpointAdapterTest.testSupports,8.0,2.0,0.25,0.0,0.0,1,0.0,0,0.0,0.0,0.0,81.0,6.0,0.0,13.0,14.0,24.0,20.0,262.0,106.0,590.2445173986762,0,0,0,0.0,0.0,0
71,spring-ws,org.springframework.ws.jaxws.JaxWsProviderEndpointAdapterTest.testInvokeMessageProvider,8.0,2.0,0.125,0.0,0.0,1,0.0,0,0.0,0.0,0.0,81.0,6.0,0.0,13.0,14.0,24.0,20.0,262.0,106.0,590.2445173986762,0,0,0,0.0,0.0,0
71,spring-ws,org.springframework.ws.jaxws.JaxWsProviderEndpointAdapterTest.testInvokeSourceProvider,5.0,2.0,0.0,0.0,0.0,1,0.0,0,0.0,0.0,0.0,81.0,6.0,0.0,13.0,14.0,24.0,20.0,262.0,106.0,590.2445173986762,0,0,0,0.0,0.0,0
71,spring-ws,org.springframework.ws.jaxws.JaxWsProviderEndpointAdapterTest.testInvokeDefaultProvider,5.0,2.0,0.0,0.0,0.0,1,0.0,0,0.0,0.0,0.0,81.0,6.0,0.0,13.0,14.0,24.0,20.0,262.0,106.0,590.2445173986762,0,0,0,0.0,0.0,0
71,spring-ws,org.springframework.ws.soap.AbstractSoapMessageTestCase.getNS,1.0,1.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,103.0,28.0,0.0,4.0,23.0,31.0,23.0,345.0,96.0,560.9802640350106,0,0,0,0.0,0.0,0
71,spring-ws,org.springframework.ws.soap.AbstractSoapMessageTestCase.getHeader,3.0,2.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,103.0,28.0,0.0,4.0,23.0,31.0,23.0,345.0,96.0,560.9802640350106,0,0,0,0.0,0.0,0
71,spring-ws,org.springframework.ws.soap.AbstractSoapMessageTestCase.createMimeMessage,4.0,3.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,103.0,28.0,0.0,4.0,23.0,31.0,23.0,345.0,96.0,560.9802640350106,0,0,0,0.0,0.0,0
71,spring-ws,org.springframework.ws.soap.AbstractSoapMessageTestCase.createSoapMessage,1.0,2.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,103.0,28.0,0.0,4.0,23.0,31.0,23.0,345.0,96.0,560.9802640350106,0,0,0,0.0,0.0,0
71,spring-ws,org.springframework.ws.soap.AbstractSoapMessageTestCase.testValidate,7.0,3.0,0.0,1.0,0.0,0,0.0,0,1.0,0.0,0.0,103.0,28.0,0.0,4.0,23.0,31.0,23.0,345.0,96.0,560.9802640350106,0,0,0,0.0,0.0,0
71,spring-ws,org.springframework.ws.soap.AbstractSoapMessageTestCase.testSoapAction,5.0,2.0,0.2,0.0,0.0,0,0.0,0,0.0,0.0,0.0,103.0,28.0,0.0,4.0,23.0,31.0,23.0,345.0,96.0,560.9802640350106,0,0,0,0.0,0.0,0
71,spring-ws,org.springframework.ws.soap.AbstractSoapMessageTestCase.testCharsetAttribute,14.0,4.0,0.0,0.0,0.0,0,0.0,0,2.0,0.0,0.0,103.0,28.0,0.0,4.0,23.0,31.0,23.0,345.0,96.0,560.9802640350106,0,0,0,0.0,0.0,0
71,spring-ws,org.springframework.ws.soap.AbstractSoapMessageTestCase.testSetStreamingPayload,26.0,5.0,0.0,1.0,0.0,1,1.0,0,3.0,0.0,0.0,103.0,28.0,0.0,4.0,23.0,31.0,23.0,345.0,96.0,560.9802640350106,0,0,0,0.0,0.0,0
71,spring-ws,org.springframework.ws.soap.AbstractSoapMessageTestCase.getName,3.0,2.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,103.0,28.0,0.0,4.0,23.0,31.0,23.0,345.0,96.0,560.9802640350106,0,0,0,0.0,0.0,0
71,spring-ws,org.springframework.ws.soap.AbstractSoapMessageTestCase.writeTo,8.0,2.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,103.0,28.0,0.0,4.0,23.0,31.0,23.0,345.0,96.0,560.9802640350106,0,0,0,0.0,0.0,0
71,spring-ws,org.springframework.ws.soap.AbstractSoapMessageTestCase.getSoapSchemas,1.0,1.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,103.0,28.0,0.0,4.0,23.0,31.0,23.0,345.0,96.0,560.9802640350106,0,0,0,0.0,0.0,0
71,spring-ws,org.springframework.ws.soap.AbstractSoapMessageTestCase.testGetVersion,1.0,2.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,103.0,28.0,0.0,4.0,23.0,31.0,23.0,345.0,96.0,560.9802640350106,0,0,0,0.0,0.0,0
71,spring-ws,org.springframework.ws.soap.AbstractSoapMessageTestCase.testWriteToTransportOutputStream,1.0,2.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,103.0,28.0,0.0,4.0,23.0,31.0,23.0,345.0,96.0,560.9802640350106,0,0,0,0.0,0.0,0
71,spring-ws,org.springframework.ws.soap.AbstractSoapMessageTestCase.testWriteToTransportResponseAttachment,1.0,2.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,103.0,28.0,0.0,4.0,23.0,31.0,23.0,345.0,96.0,560.9802640350106,0,0,0,0.0,0.0,0
71,spring-ws,org.springframework.ws.soap.AbstractSoapMessageTestCase.testToDocument,1.0,2.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,103.0,28.0,0.0,4.0,23.0,31.0,23.0,345.0,96.0,560.9802640350106,0,0,0,0.0,0.0,0
71,spring-ws,org.springframework.ws.soap.AbstractSoapMessageTestCase.testSetLiveDocument,1.0,2.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,103.0,28.0,0.0,4.0,23.0,31.0,23.0,345.0,96.0,560.9802640350106,0,0,0,0.0,0.0,0
71,spring-ws,org.springframework.ws.soap.AbstractSoapMessageTestCase.testSetOtherDocument,1.0,2.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,103.0,28.0,0.0,4.0,23.0,31.0,23.0,345.0,96.0,560.9802640350106,0,0,0,0.0,0.0,0
71,spring-ws,org.springframework.xml.stream.CompositeXMLEventReaderTest.createChainUp,12.0,3.0,0.0,0.0,0.0,0,0.0,0,1.0,0.0,0.0,101.0,0.0,2.0,5.0,27.0,24.0,16.0,360.0,89.0,523.8632587990638,0,0,0,0.0,0.0,0
71,spring-ws,org.springframework.xml.stream.CompositeXMLEventReaderTest.getEvents,11.0,5.0,0.0,0.0,0.0,2,0.0,0,2.0,0.0,0.0,101.0,0.0,2.0,5.0,27.0,24.0,16.0,360.0,89.0,523.8632587990638,0,0,0,0.0,0.0,0
71,spring-ws,org.springframework.xml.stream.CompositeXMLEventReaderTest.testChain,13.0,5.0,0.0769230769230769,0.0,0.0,3,0.0,0,1.0,0.0,0.0,101.0,0.0,2.0,5.0,27.0,24.0,16.0,360.0,89.0,523.8632587990638,0,0,0,0.0,0.0,0
71,spring-ws,org.springframework.xml.stream.CompositeXMLEventReaderTest.testEvent,6.0,3.0,0.5,0.0,0.0,3,0.0,0,0.0,0.0,0.0,101.0,0.0,2.0,5.0,27.0,24.0,16.0,360.0,89.0,523.8632587990638,0,0,0,0.0,0.0,0
71,spring-ws,org.springframework.ws.client.core.SimpleFaultMessageResolverTest.setUp,3.0,3.0,0.0,0.0,0.0,0,0.0,0,1.0,0.0,0.0,42.0,0.0,0.0,3.0,4.0,1.0,0.0,93.0,55.0,249.29297212342908,0,0,1,0.0,0.0,0
71,spring-ws,org.springframework.ws.client.core.SimpleFaultMessageResolverTest.testResolveFault,14.0,4.0,0.1428571428571428,0.0,0.0,1,0.0,0,1.0,0.0,0.0,42.0,0.0,0.0,3.0,4.0,1.0,0.0,93.0,55.0,249.29297212342908,0,0,1,0.0,0.0,0
71,spring-ws,org.springframework.ws.client.core.WebServiceTemplateTest.setUp,18.0,4.0,0.0,0.0,0.0,0,0.0,0,1.0,0.0,0.0,869.0,1327.0,5.0,40.0,185.0,190.0,136.0,4658.0,874.0,7382.102427688306,0,0,0,0.0,22.0,0
71,spring-ws,org.springframework.ws.client.core.WebServiceTemplateTest.createConnection,3.0,3.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,869.0,1327.0,5.0,40.0,185.0,190.0,136.0,4658.0,874.0,7382.102427688306,0,0,0,0.0,22.0,0
71,spring-ws,org.springframework.ws.client.core.WebServiceTemplateTest.supports,4.0,2.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,869.0,1327.0,5.0,40.0,185.0,190.0,136.0,4658.0,874.0,7382.102427688306,0,0,0,0.0,22.0,0
71,spring-ws,org.springframework.ws.client.core.WebServiceTemplateTest.testMarshalAndSendNoMarshallerSet,12.0,4.0,0.0,0.0,0.0,5,0.0,0,1.0,0.0,0.0,869.0,1327.0,5.0,40.0,185.0,190.0,136.0,4658.0,874.0,7382.102427688306,0,0,0,0.0,22.0,0
71,spring-ws,org.springframework.ws.client.core.WebServiceTemplateTest.testMarshalAndSendNoUnmarshallerSet,12.0,4.0,0.0,0.0,0.0,5,0.0,0,1.0,0.0,0.0,869.0,1327.0,5.0,40.0,185.0,190.0,136.0,4658.0,874.0,7382.102427688306,0,0,0,0.0,22.0,0
71,spring-ws,org.springframework.ws.client.core.WebServiceTemplateTest.testSendAndReceiveMessageResponse,16.0,3.0,0.0,0.0,0.0,10,0.0,0,1.0,0.0,0.0,869.0,1327.0,5.0,40.0,185.0,190.0,136.0,4658.0,874.0,7382.102427688306,0,0,0,0.0,22.0,0
71,spring-ws,org.springframework.ws.client.core.WebServiceTemplateTest.testSendAndReceiveMessageNoResponse,11.0,3.0,0.0,0.0,0.0,5,0.0,0,1.0,0.0,0.0,869.0,1327.0,5.0,40.0,185.0,190.0,136.0,4658.0,874.0,7382.102427688306,0,0,0,0.0,22.0,0
71,spring-ws,org.springframework.ws.client.core.WebServiceTemplateTest.testSendAndReceiveMessageFault,17.0,3.0,0.0,0.0,0.0,7,0.0,0,1.0,0.0,0.0,869.0,1327.0,5.0,40.0,185.0,190.0,136.0,4658.0,874.0,7382.102427688306,0,0,0,0.0,22.0,0
71,spring-ws,org.springframework.ws.client.core.WebServiceTemplateTest.testSendAndReceiveConnectionError,19.0,4.0,0.0,0.0,0.0,7,0.0,0,1.0,0.0,0.0,869.0,1327.0,5.0,40.0,185.0,190.0,136.0,4658.0,874.0,7382.102427688306,0,0,0,0.0,22.0,0
71,spring-ws,org.springframework.ws.client.core.WebServiceTemplateTest.testSendAndReceiveSourceResponse,14.0,3.0,0.0,0.0,0.0,8,0.0,0,1.0,0.0,0.0,869.0,1327.0,5.0,40.0,185.0,190.0,136.0,4658.0,874.0,7382.102427688306,0,0,0,0.0,22.0,0
71,spring-ws,org.springframework.ws.client.core.WebServiceTemplateTest.testSendAndReceiveSourceNoResponse,11.0,3.0,0.0,0.0,0.0,5,0.0,0,1.0,0.0,0.0,869.0,1327.0,5.0,40.0,185.0,190.0,136.0,4658.0,874.0,7382.102427688306,0,0,0,0.0,22.0,0
71,spring-ws,org.springframework.ws.client.core.WebServiceTemplateTest.testSendAndReceiveResultResponse,12.0,3.0,0.0,0.0,0.0,6,0.0,0,1.0,0.0,0.0,869.0,1327.0,5.0,40.0,185.0,190.0,136.0,4658.0,874.0,7382.102427688306,0,0,0,0.0,22.0,0
71,spring-ws,org.springframework.ws.client.core.WebServiceTemplateTest.testSendAndReceiveResultNoResponse,11.0,3.0,0.0,0.0,0.0,5,0.0,0,1.0,0.0,0.0,869.0,1327.0,5.0,40.0,185.0,190.0,136.0,4658.0,874.0,7382.102427688306,0,0,0,0.0,22.0,0
71,spring-ws,org.springframework.ws.client.core.WebServiceTemplateTest.testSendAndReceiveResultNoResponsePayload,14.0,3.0,0.0,0.0,0.0,6,0.0,0,1.0,0.0,0.0,869.0,1327.0,5.0,40.0,185.0,190.0,136.0,4658.0,874.0,7382.102427688306,0,0,0,0.0,22.0,0
71,spring-ws,org.springframework.ws.client.core.WebServiceTemplateTest.testSendAndReceiveMarshalResponse,18.0,3.0,0.0,0.0,0.0,8,0.0,0,1.0,0.0,0.0,869.0,1327.0,5.0,40.0,185.0,190.0,136.0,4658.0,874.0,7382.102427688306,0,0,0,0.0,22.0,0
