idProject,nameProject,testCase,tloc,tmcCabe,assertionDensity,assertionRoulette,mysteryGuest,eagerTest,sensitiveEquality,resourceOptimism,conditionalTestLogic,fireAndForget,testRunWar,loc,lcom2,lcom5,cbo,wmc,rfc,mpc,halsteadVocabulary,halsteadLength,halsteadVolume,classDataShouldBePrivate,complexClass,functionalDecomposition,godClass,spaghettiCode,isFlaky
82,mTracker,com.ccoe.build.alerts.connector.ConnectorTest.TestGetLastRecord,14.0,1.0,0.0,0.0,12.0,3,0.0,0,0.0,0.0,0.0,134.0,6.0,0.0,14.0,18.0,30.0,26.0,673.0,106.0,690.2450049423411,0,0,0,0.0,0.0,0
82,mTracker,com.ccoe.build.service.BuildServiceSchedulerTest.testIsSchedulerEnabled,4.0,1.0,0.0,1.0,0.0,1,0.0,0,0.0,0.0,0.0,116.0,10.0,0.0,9.0,15.0,25.0,20.0,435.0,97.0,589.3085650156023,0,0,0,0.0,0.0,0
82,mTracker,com.ccoe.build.service.track.MyResourceTest.setUp,5.0,3.0,0.0,0.0,0.0,0,0.0,0,1.0,0.0,0.0,42.0,0.0,0.0,4.0,2.0,1.0,0.0,63.0,47.0,194.72733214040204,0,0,1,0.0,0.0,0
82,mTracker,com.ccoe.build.service.track.MyResourceTest.tearDown,3.0,2.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,42.0,0.0,0.0,4.0,2.0,1.0,0.0,63.0,47.0,194.72733214040204,0,0,1,0.0,0.0,0
82,mTracker,com.ccoe.build.service.track.MyResourceTest.testGetIt,7.0,1.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,42.0,0.0,0.0,4.0,2.0,1.0,0.0,63.0,47.0,194.72733214040204,0,0,1,0.0,0.0,0
82,mTracker,com.ccoe.build.service.track.QueueServiceTest.setUp,7.0,3.0,0.0,0.0,0.0,0,0.0,0,1.0,0.0,0.0,142.0,0.0,2.0,21.0,17.0,32.0,28.0,573.0,133.0,844.6678003230604,0,0,0,0.0,0.0,0
82,mTracker,com.ccoe.build.service.track.QueueServiceTest.tearDown,3.0,2.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,142.0,0.0,2.0,21.0,17.0,32.0,28.0,573.0,133.0,844.6678003230604,0,0,0,0.0,0.0,0
82,mTracker,com.ccoe.build.service.track.QueueServiceTest.testGetIt,13.0,2.0,0.0,0.0,0.0,2,0.0,0,0.0,0.0,0.0,142.0,0.0,2.0,21.0,17.0,32.0,28.0,573.0,133.0,844.6678003230604,0,0,0,0.0,0.0,0
82,mTracker,com.ccoe.build.service.track.QueueServiceTest.testUploadArchive,9.0,2.0,0.0,0.0,7.0,2,0.0,1,0.0,0.0,0.0,142.0,0.0,2.0,21.0,17.0,32.0,28.0,573.0,133.0,844.6678003230604,0,0,0,0.0,0.0,0
82,mTracker,com.ccoe.build.service.track.QueueServiceTest.getSessions,12.0,4.0,0.0,0.0,2.0,0,0.0,0,1.0,0.0,0.0,142.0,0.0,2.0,21.0,17.0,32.0,28.0,573.0,133.0,844.6678003230604,0,0,0,0.0,0.0,0
82,mTracker,com.ccoe.build.core.filter.FilterFactoryTest.testBuild,48.0,2.0,0.0833333333333333,4.0,2.0,4,0.0,0,1.0,0.0,0.0,113.0,28.0,0.0,14.0,19.0,34.0,26.0,441.0,91.0,554.103083665663,0,0,0,0.0,0.0,0
82,mTracker,com.ccoe.build.core.filter.FilterFactoryTest.testLocalFilter,6.0,1.0,0.0,1.0,0.0,1,0.0,0,0.0,0.0,0.0,113.0,28.0,0.0,14.0,19.0,34.0,26.0,441.0,91.0,554.103083665663,0,0,0,0.0,0.0,0
82,mTracker,com.ccoe.build.core.filter.FilterMatcherTest.setUpBeforeClass,3.0,3.0,0.0,0.0,0.0,0,0.0,0,2.0,0.0,0.0,87.0,15.0,0.0,5.0,23.0,27.0,21.0,331.0,49.0,284.3038003934761,0,0,0,0.0,0.0,0
82,mTracker,com.ccoe.build.core.filter.FilterMatcherTest.testIsMatchHashMapOfStringStringFilter,35.0,1.0,0.2,4.0,0.0,2,0.0,0,0.0,0.0,0.0,87.0,15.0,0.0,5.0,23.0,27.0,21.0,331.0,49.0,284.3038003934761,0,0,0,0.0,0.0,0
82,mTracker,com.ccoe.build.core.filter.FilterMatcherTest.testIsMatchStringFilter,2.0,1.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,87.0,15.0,0.0,5.0,23.0,27.0,21.0,331.0,49.0,284.3038003934761,0,0,0,0.0,0.0,0
82,mTracker,com.ccoe.build.core.filter.FilterMatcherTest.testIsMatchCause,2.0,1.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,87.0,15.0,0.0,5.0,23.0,27.0,21.0,331.0,49.0,284.3038003934761,0,0,0,0.0,0.0,0
82,mTracker,com.ccoe.build.core.filter.FilterMatcherTest.testIsMatchContent,10.0,1.0,0.5,3.0,0.0,1,0.0,0,0.0,0.0,0.0,87.0,15.0,0.0,5.0,23.0,27.0,21.0,331.0,49.0,284.3038003934761,0,0,0,0.0,0.0,0
82,mTracker,com.ccoe.build.core.filter.FilterMatcherTest.testIsMatchKeyword,10.0,1.0,0.5,3.0,0.0,1,0.0,0,0.0,0.0,0.0,87.0,15.0,0.0,5.0,23.0,27.0,21.0,331.0,49.0,284.3038003934761,0,0,0,0.0,0.0,0
82,mTracker,com.ccoe.build.core.filter.FilterMatcherTest.testIsMatchPattern,10.0,2.0,0.5,3.0,0.0,1,0.0,0,3.0,0.0,0.0,87.0,15.0,0.0,5.0,23.0,27.0,21.0,331.0,49.0,284.3038003934761,0,0,0,0.0,0.0,0
82,mTracker,com.ccoe.build.core.filter.SessionTransformerTest.testTransform,8.0,3.0,0.125,0.0,0.0,1,0.0,0,8.0,0.0,0.0,48.0,0.0,1.0,4.0,6.0,12.0,10.0,135.0,44.0,215.8320902512909,0,0,2,0.0,0.0,0
82,mTracker,com.ccoe.build.core.readers.JsonProcessorTest.testProcessDefault,20.0,3.0,0.5,6.0,0.0,1,0.0,0,1.0,0.0,0.0,41.0,1.0,0.0,5.0,6.0,5.0,3.0,74.0,30.0,129.1219527961251,0,0,2,0.0,0.0,0
82,mTracker,com.ccoe.build.core.readers.JsonProcessorTest.testProcessException,22.0,4.0,0.5454545454545454,6.0,0.0,1,0.0,0,4.0,0.0,0.0,41.0,1.0,0.0,5.0,6.0,5.0,3.0,74.0,30.0,129.1219527961251,0,0,2,0.0,0.0,0
