idProject,nameProject,testCase,tloc,tmcCabe,assertionDensity,assertionRoulette,mysteryGuest,eagerTest,sensitiveEquality,resourceOptimism,conditionalTestLogic,fireAndForget,testRunWar,loc,lcom2,lcom5,cbo,wmc,rfc,mpc,halsteadVocabulary,halsteadLength,halsteadVolume,classDataShouldBePrivate,complexClass,functionalDecomposition,godClass,spaghettiCode,isFlaky
17,classgraph,nonapi.io.github.classgraph.json.JSONParserTest.test1,6.0,2.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,459.0,28.0,0.0,7.0,48.0,56.0,48.0,1005.0,390.0,2695.9696999923385,0,0,0,0.0,0.0,0
17,classgraph,nonapi.io.github.classgraph.json.JSONParserTest.test2,6.0,2.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,459.0,28.0,0.0,7.0,48.0,56.0,48.0,1005.0,390.0,2695.9696999923385,0,0,0,0.0,0.0,0
17,classgraph,io.github.classgraph.issues.GenericInnerClassTypedField.testGenericInnerClassTypedField,11.0,2.0,0.0909090909090909,0.0,0.0,0,1.0,0,1.0,0.0,0.0,53.0,0.0,0.0,6.0,2.0,14.0,13.0,130.0,55.0,267.71439477505703,0,0,0,0.0,0.0,0
17,classgraph,io.github.classgraph.issues.issue289.Issue289.issue289,12.0,3.0,0.0,1.0,0.0,0,0.0,0,1.0,0.0,0.0,37.0,0.0,0.0,7.0,3.0,8.0,7.0,82.0,42.0,185.08220838509865,0,0,1,0.0,0.0,0
17,classgraph,io.github.classgraph.issues.issue305.Issue305.issue305,27.0,3.0,0.0,0.0,24.0,0,0.0,0,4.0,0.0,0.0,88.0,0.0,0.0,11.0,3.0,17.0,16.0,242.0,103.0,565.3605857941387,0,0,1,0.0,0.0,0
17,classgraph,io.github.classgraph.issues.issue310.Issue310.issue310,16.0,1.0,0.125,2.0,0.0,0,0.0,0,0.0,0.0,0.0,52.0,0.0,0.0,4.0,1.0,21.0,20.0,175.0,51.0,263.4040846700992,0,0,0,0.0,0.0,0
17,classgraph,io.github.classgraph.issues.issue314.Issue314.issue314,19.0,1.0,0.2631578947368421,6.0,0.0,0,0.0,0,0.0,0.0,0.0,52.0,0.0,0.0,4.0,1.0,24.0,23.0,158.0,51.0,258.1923466843753,0,0,1,0.0,0.0,0
17,classgraph,io.github.classgraph.issues.issue318.Issue318.issue318,9.0,1.0,0.1111111111111111,2.0,0.0,0,0.0,0,0.0,0.0,0.0,88.0,0.0,0.0,9.0,1.0,16.0,15.0,102.0,39.0,180.37393971808652,0,0,1,0.0,0.0,0
17,classgraph,io.github.classgraph.issues.issue329.Issue329.test,9.0,1.0,0.0,1.0,0.0,0,0.0,0,0.0,0.0,0.0,37.0,0.0,0.0,5.0,1.0,12.0,11.0,102.0,36.0,166.49902127823376,0,0,1,0.0,0.0,0
17,classgraph,io.github.classgraph.issues.issue339.Issue339.test,11.0,1.0,0.0909090909090909,0.0,0.0,0,0.0,0,0.0,0.0,0.0,66.0,0.0,0.0,11.0,1.0,15.0,14.0,103.0,40.0,185.38915952918543,0,0,1,0.0,0.0,0
17,classgraph,io.github.classgraph.issues.issue340.Issue340.test,5.0,1.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,41.0,0.0,0.0,7.0,1.0,1.0,0.0,23.0,17.0,53.30340167079554,0,0,1,0.0,0.0,0
17,classgraph,io.github.classgraph.issues.issue345.Issue345.withIgnoreClassVisibility,13.0,1.0,0.2307692307692307,4.0,0.0,0,0.0,0,0.0,0.0,0.0,160.0,21.0,0.0,8.0,9.0,69.0,62.0,569.0,124.0,786.641173831665,0,0,0,0.0,0.0,0
17,classgraph,io.github.classgraph.issues.issue345.Issue345.withoutIgnoreClassVisibility,14.0,1.0,0.2142857142857142,4.0,0.0,0,0.0,0,0.0,0.0,0.0,160.0,21.0,0.0,8.0,9.0,69.0,62.0,569.0,124.0,786.641173831665,0,0,0,0.0,0.0,0
17,classgraph,io.github.classgraph.issues.issue345.Issue345.testExtensionToParent,10.0,1.0,0.1,2.0,0.0,0,0.0,0,0.0,0.0,0.0,160.0,21.0,0.0,8.0,9.0,69.0,62.0,569.0,124.0,786.641173831665,0,0,0,0.0,0.0,0
17,classgraph,io.github.classgraph.issues.issue345.Issue345.testExtensionToOuterClass,10.0,1.0,0.1,2.0,0.0,0,0.0,0,0.0,0.0,0.0,160.0,21.0,0.0,8.0,9.0,69.0,62.0,569.0,124.0,786.641173831665,0,0,0,0.0,0.0,0
17,classgraph,io.github.classgraph.issues.issue345.Issue345.testNonExtensionToInnerClass,10.0,1.0,0.1,2.0,0.0,0,0.0,0,0.0,0.0,0.0,160.0,21.0,0.0,8.0,9.0,69.0,62.0,569.0,124.0,786.641173831665,0,0,0,0.0,0.0,0
17,classgraph,io.github.classgraph.issues.issue345.Issue345.issue345b,14.0,2.0,0.0714285714285714,2.0,0.0,0,0.0,0,0.0,0.0,0.0,160.0,21.0,0.0,8.0,9.0,69.0,62.0,569.0,124.0,786.641173831665,0,0,0,0.0,0.0,0
17,classgraph,io.github.classgraph.issues.issue345.Issue345.issue345c,13.0,2.0,0.1538461538461538,0.0,0.0,0,0.0,0,4.0,0.0,0.0,160.0,21.0,0.0,8.0,9.0,69.0,62.0,569.0,124.0,786.641173831665,0,0,0,0.0,0.0,0
17,classgraph,io.github.classgraph.issues.issue348.Issue348.testWildcard,5.0,2.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,53.0,0.0,0.0,9.0,2.0,1.0,0.0,25.0,19.0,61.15864067249581,0,0,1,0.0,0.0,0
17,classgraph,io.github.classgraph.issues.issue350.Issue350.test,13.0,1.0,0.2307692307692307,4.0,0.0,0,0.0,0,0.0,0.0,0.0,73.0,0.0,0.0,6.0,1.0,16.0,15.0,184.0,49.0,255.53185212284032,0,0,1,0.0,0.0,0
17,classgraph,io.github.classgraph.issues.issue352.Issue352.test,20.0,2.0,0.2,3.0,6.0,0,0.0,1,0.0,0.0,0.0,48.0,0.0,0.0,8.0,2.0,17.0,16.0,116.0,39.0,185.3900174531482,0,0,1,0.0,0.0,0
17,classgraph,io.github.classgraph.issues.issue355.Issue355.test,24.0,2.0,0.3333333333333333,9.0,0.0,0,0.0,0,0.0,0.0,0.0,76.0,0.0,0.0,13.0,2.0,26.0,25.0,215.0,64.0,343.7208338001704,0,0,1,0.0,0.0,0
17,classgraph,io.github.classgraph.issues.issue93.Issue93.classRetentionIsDefault,9.0,1.0,0.1111111111111111,2.0,0.0,0,0.0,0,0.0,0.0,0.0,73.0,0.0,0.0,6.0,2.0,22.0,20.0,152.0,58.0,291.385070209084,0,0,2,0.0,0.0,0
17,classgraph,io.github.classgraph.issues.issue93.Issue93.classRetentionIsNotVisibleWithRetentionPolicyRUNTIME,10.0,1.0,0.1,2.0,0.0,0,0.0,0,0.0,0.0,0.0,73.0,0.0,0.0,6.0,2.0,22.0,20.0,152.0,58.0,291.385070209084,0,0,2,0.0,0.0,0
17,classgraph,io.github.classgraph.test.ClassGraphTest.scan,13.0,1.0,0.3076923076923077,5.0,0.0,4,0.0,0,0.0,0.0,0.0,1319.0,0.0,23.0,20.0,250.0,200.0,136.0,7338.0,1122.0,9986.721840714885,0,250,0,0.0,367.0,0
17,classgraph,io.github.classgraph.test.ClassGraphTest.scanWithWhitelist,13.0,1.0,0.3076923076923077,5.0,0.0,4,0.0,0,0.0,0.0,0.0,1319.0,0.0,23.0,20.0,250.0,200.0,136.0,7338.0,1122.0,9986.721840714885,0,250,0,0.0,367.0,0
