idProject,nameProject,testCase,tloc,tmcCabe,assertionDensity,assertionRoulette,mysteryGuest,eagerTest,sensitiveEquality,resourceOptimism,conditionalTestLogic,fireAndForget,testRunWar,loc,lcom2,lcom5,cbo,wmc,rfc,mpc,halsteadVocabulary,halsteadLength,halsteadVolume,classDataShouldBePrivate,complexClass,functionalDecomposition,godClass,spaghettiCode,isFlaky
53,nacos,com.alibaba.nacos.api.naming.pojo.ServiceInfoTest.setUp,5.0,3.0,0.0,0.0,0.0,0,0.0,0,1.0,0.0,0.0,256.0,424.0,2.0,9.0,61.0,52.0,19.0,807.0,197.0,1318.58476264918,0,0,0,0.0,0.0,0
53,nacos,com.alibaba.nacos.api.naming.pojo.ServiceInfoTest.testSerialize,14.0,2.0,0.7142857142857143,0.0,0.0,0,0.0,0,0.0,0.0,0.0,256.0,424.0,2.0,9.0,61.0,52.0,19.0,807.0,197.0,1318.58476264918,0,0,0,0.0,0.0,0
53,nacos,com.alibaba.nacos.api.naming.pojo.ServiceInfoTest.testDeserialize,13.0,2.0,0.6153846153846154,5.0,0.0,11,0.0,0,0.0,0.0,0.0,256.0,424.0,2.0,9.0,61.0,52.0,19.0,807.0,197.0,1318.58476264918,0,0,0,0.0,0.0,0
53,nacos,com.alibaba.nacos.api.naming.pojo.healthcheck.AbstractHealthCheckerTest.setUp,4.0,2.0,0.0,0.0,0.0,0,0.0,0,1.0,0.0,0.0,75.0,1.0,0.0,8.0,6.0,3.0,0.0,149.0,69.0,345.2722951102367,0,0,0,0.0,0.0,0
53,nacos,com.alibaba.nacos.api.naming.pojo.healthcheck.AbstractHealthCheckerTest.testSerialize,7.0,2.0,0.1428571428571428,0.0,0.0,0,0.0,0,0.0,0.0,0.0,75.0,1.0,0.0,8.0,6.0,3.0,0.0,149.0,69.0,345.2722951102367,0,0,0,0.0,0.0,0
53,nacos,com.alibaba.nacos.api.naming.pojo.healthcheck.AbstractHealthCheckerTest.testDeserialize,6.0,2.0,0.1666666666666666,1.0,0.0,1,0.0,0,0.0,0.0,0.0,75.0,1.0,0.0,8.0,6.0,3.0,0.0,149.0,69.0,345.2722951102367,0,0,0,0.0,0.0,0
53,nacos,com.alibaba.nacos.api.naming.pojo.healthcheck.HealthCheckerFactoryTest.testSerialize,5.0,1.0,0.0,0.0,0.0,1,0.0,0,0.0,0.0,0.0,98.0,4.0,0.0,8.0,14.0,12.0,7.0,304.0,94.0,537.4006039321848,0,0,0,0.0,0.0,0
53,nacos,com.alibaba.nacos.api.naming.pojo.healthcheck.HealthCheckerFactoryTest.testSerializeExtend,6.0,1.0,0.0,0.0,0.0,3,0.0,0,0.0,0.0,0.0,98.0,4.0,0.0,8.0,14.0,12.0,7.0,304.0,94.0,537.4006039321848,0,0,0,0.0,0.0,0
53,nacos,com.alibaba.nacos.api.naming.pojo.healthcheck.HealthCheckerFactoryTest.testDeserialize,5.0,1.0,0.0,1.0,0.0,1,0.0,0,0.0,0.0,0.0,98.0,4.0,0.0,8.0,14.0,12.0,7.0,304.0,94.0,537.4006039321848,0,0,0,0.0,0.0,0
53,nacos,com.alibaba.nacos.api.naming.pojo.healthcheck.HealthCheckerFactoryTest.testDeserializeExtend,5.0,1.0,0.0,1.0,0.0,1,0.0,0,0.0,0.0,0.0,98.0,4.0,0.0,8.0,14.0,12.0,7.0,304.0,94.0,537.4006039321848,0,0,0,0.0,0.0,1
53,nacos,com.alibaba.nacos.api.naming.pojo.healthcheck.impl.HttpTest.setUp,4.0,2.0,0.0,0.0,0.0,0,0.0,0,1.0,0.0,0.0,122.0,15.0,2.0,8.0,22.0,28.0,17.0,352.0,96.0,562.9085928574173,0,0,0,0.0,0.0,0
