idProject,nameProject,testCase,tloc,tmcCabe,assertionDensity,assertionRoulette,mysteryGuest,eagerTest,sensitiveEquality,resourceOptimism,conditionalTestLogic,fireAndForget,testRunWar,loc,lcom2,lcom5,cbo,wmc,rfc,mpc,halsteadVocabulary,halsteadLength,halsteadVolume,classDataShouldBePrivate,complexClass,functionalDecomposition,godClass,spaghettiCode,isFlaky
11,cloudhopper-commons,com.cloudhopper.commons.charset.CharSequenceAccessorTest.usage,25.0,3.0,0.76,10.0,0.0,1,0.0,0,0.0,0.0,0.0,149.0,0.0,0.0,2.0,14.0,8.0,5.0,680.0,132.0,860.91624935846,0,0,0,0.0,0.0,0
11,cloudhopper-commons,com.cloudhopper.commons.charset.CharsetUtilTest.encode,121.0,2.0,1.0826446280991735,0.0,0.0,2,0.0,0,0.0,0.0,0.0,158.0,43.0,0.0,1.0,24.0,24.0,14.0,701.0,158.0,1035.2962461514653,31,0,0,0.0,0.0,0
11,cloudhopper-commons,com.cloudhopper.commons.charset.CharsetUtilTest.decode,95.0,2.0,0.8736842105263158,42.0,0.0,4,0.0,0,0.0,0.0,0.0,158.0,43.0,0.0,1.0,24.0,24.0,14.0,701.0,158.0,1035.2962461514653,31,0,0,0.0,0.0,0
11,cloudhopper-commons,com.cloudhopper.commons.charset.CharsetUtilTest.verifyDecodeDoesNotChangeByteArray,8.0,4.0,0.125,0.0,0.0,5,0.0,0,3.0,0.0,0.0,158.0,43.0,0.0,1.0,24.0,24.0,14.0,701.0,158.0,1035.2962461514653,31,0,0,0.0,0.0,0
11,cloudhopper-commons,com.cloudhopper.commons.charset.CharsetUtilTest.verifyNullByteArray,5.0,5.0,0.2,0.0,0.0,5,0.0,0,2.0,0.0,0.0,158.0,43.0,0.0,1.0,24.0,24.0,14.0,701.0,158.0,1035.2962461514653,31,0,0,0.0,0.0,0
11,cloudhopper-commons,com.cloudhopper.commons.charset.CharsetUtilTest.decodeToStringBuilderAllCharsets,9.0,3.0,0.1111111111111111,0.0,0.0,7,1.0,0,1.0,0.0,0.0,158.0,43.0,0.0,1.0,24.0,24.0,14.0,701.0,158.0,1035.2962461514653,31,0,0,0.0,0.0,0
11,cloudhopper-commons,com.cloudhopper.commons.charset.CharsetUtilTest.decodeToStringAllCharsets,8.0,3.0,0.125,0.0,0.0,7,0.0,0,1.0,0.0,0.0,158.0,43.0,0.0,1.0,24.0,24.0,14.0,701.0,158.0,1035.2962461514653,31,0,0,0.0,0.0,0
11,cloudhopper-commons,com.cloudhopper.commons.charset.CharsetUtilTest.normalize,31.0,3.0,1.4516129032258065,0.0,0.0,3,0.0,0,1.0,0.0,0.0,158.0,43.0,0.0,1.0,24.0,24.0,14.0,701.0,158.0,1035.2962461514653,31,0,0,0.0,0.0,0
11,cloudhopper-commons,com.cloudhopper.commons.charset.GSMBitPackerTest.unpackAndPack,47.0,2.0,0.9148936170212766,21.0,0.0,2,0.0,0,0.0,0.0,0.0,197.0,1.0,0.0,0.0,9.0,3.0,1.0,642.0,246.0,1590.2887227077304,0,0,2,0.0,0.0,0
11,cloudhopper-commons,com.cloudhopper.commons.charset.GSMCharsetTest.canRepresent,27.0,4.0,0.8518518518518519,2.0,0.0,1,1.0,0,4.0,0.0,0.0,249.0,8.0,1.0,2.0,25.0,15.0,10.0,630.0,267.0,1721.0071917759494,0,0,0,0.0,0.0,0
11,cloudhopper-commons,com.cloudhopper.commons.charset.MobileTextUtilTest.replaceSafeUnicodeChars,25.0,2.0,0.6,5.0,0.0,1,4.0,0,0.0,0.0,0.0,116.0,1.0,0.0,1.0,8.0,10.0,8.0,368.0,156.0,921.6609383543532,0,0,0,0.0,0.0,0
11,cloudhopper-commons,com.cloudhopper.commons.charset.MobileTextUtilTest.replaceAccentedChars,25.0,2.0,0.6,5.0,0.0,1,4.0,0,0.0,0.0,0.0,116.0,1.0,0.0,1.0,8.0,10.0,8.0,368.0,156.0,921.6609383543532,0,0,0,0.0,0.0,0
11,cloudhopper-commons,com.cloudhopper.commons.charset.ModifiedUTF8CharsetTest.createStringWithCharRange,8.0,3.0,0.0,0.0,0.0,0,0.0,0,1.0,0.0,0.0,340.0,55.0,0.0,1.0,46.0,29.0,18.0,1930.0,462.0,3495.1571802373064,0,0,0,0.0,0.0,0
11,cloudhopper-commons,com.cloudhopper.commons.charset.ModifiedUTF8CharsetTest.compareAgainstJVM,22.0,4.0,0.4090909090909091,4.0,0.0,6,1.0,0,2.0,0.0,0.0,340.0,55.0,0.0,1.0,46.0,29.0,18.0,1930.0,462.0,3495.1571802373064,0,0,0,0.0,0.0,0
11,cloudhopper-commons,com.cloudhopper.commons.charset.ModifiedUTF8CharsetTest.calculateByteLength,15.0,3.0,1.0,1.0,0.0,2,0.0,0,8.0,0.0,0.0,340.0,55.0,0.0,1.0,46.0,29.0,18.0,1930.0,462.0,3495.1571802373064,0,0,0,0.0,0.0,0
11,cloudhopper-commons,com.cloudhopper.commons.charset.ModifiedUTF8CharsetTest.emoticons,13.0,3.0,0.1538461538461538,1.0,0.0,4,0.0,0,0.0,0.0,0.0,340.0,55.0,0.0,1.0,46.0,29.0,18.0,1930.0,462.0,3495.1571802373064,0,0,0,0.0,0.0,0
11,cloudhopper-commons,com.cloudhopper.commons.charset.TMobileNlGSMCharsetTest.canRepresent,21.0,4.0,1.0,2.0,0.0,1,1.0,0,2.0,0.0,0.0,176.0,1.0,1.0,2.0,20.0,11.0,8.0,506.0,214.0,1332.4788472275177,0,0,0,0.0,0.0,0
11,cloudhopper-commons,com.cloudhopper.commons.charset.TMobileNlGSMCharsetTest.testEncodeDecode,34.0,4.0,0.6176470588235294,10.0,0.0,2,3.0,0,3.0,0.0,0.0,176.0,1.0,1.0,2.0,20.0,11.0,8.0,506.0,214.0,1332.4788472275177,0,0,0,0.0,0.0,0
11,cloudhopper-commons,com.cloudhopper.commons.charset.UTF8CharsetTest.emoticons,5.0,2.0,0.2,0.0,0.0,0,0.0,0,0.0,0.0,0.0,62.0,6.0,0.0,0.0,10.0,6.0,2.0,155.0,75.0,378.2568837689435,0,0,0,0.0,0.0,0
