,id,id,projectName,test_name,isFlaky,java_keywords,prediction
9,9295.0,0.0,qos-ch-logback,ch.qos.logback.core.asyncappenderbasetest.invalidqueuecapacityshouldresultinnonstartedappender,0.0,"['new', 'public', 'void']",False
13,9302.0,0.0,qos-ch-logback,ch.qos.logback.core.outputstreamappendertest.nullpresentationfooter,0.0,"['null', 'public', 'void']",False
35,9329.0,0.0,qos-ch-logback,ch.qos.logback.core.subst.tokenizertest.nested,0.0,"['new', 'new', 'new', 'new', 'public', 'void', 'throws']",False
39,9333.0,0.0,qos-ch-logback,ch.qos.logback.core.subst.tokenizertest.defaultseparatoroutsidevariable,0.0,"['new', 'new', 'new', 'public', 'void', 'throws']",False
40,9334.0,0.0,qos-ch-logback,ch.qos.logback.core.subst.parsertest.literal,0.0,"['new', 'new', 'new', 'public', 'void', 'throws']",False
48,9342.0,0.0,qos-ch-logback,ch.qos.logback.core.subst.parsertest.withdefault,0.0,"['new', 'new', 'new', 'new', 'new', 'public', 'void', 'throws']",False
59,9357.0,0.0,qos-ch-logback,ch.qos.logback.core.boolex.matchertest.testcaseinsensitive,0.0,"['false', 'public', 'void', 'throws']",False
69,9373.0,0.0,qos-ch-logback,ch.qos.logback.core.status.statusutiltest.statuslistshouldreturnlastresettime,0.0,"['new', 'this', 'long', 'new', 'this', 'new', 'this', 'public', 'void']",False
72,9376.0,0.0,qos-ch-logback,ch.qos.logback.core.status.statusbasetest.testeffectivelevel,0.0,"['new', 'this', 'new', 'this', 'new', 'this', 'new', 'this', 'new', 'this', 'new', 'this', 'new', 'this', 'public', 'void']",False
75,9383.0,0.0,qos-ch-logback,ch.qos.logback.core.pattern.spacepaddertest.longstring,0.0,"['new', 'new', 'public', 'void']",False
88,9398.0,0.0,qos-ch-logback,ch.qos.logback.core.pattern.parser.compilertest.testunknownword,0.0,"['new', 'new', 'public', 'void', 'throws']",False
91,9403.0,0.0,qos-ch-logback,ch.qos.logback.core.pattern.parser.samplepatternlayouttest.testescapeclosingparentheses,0.0,"['new', 'new', 'public', 'void']",False
97,9410.0,0.0,qos-ch-logback,ch.qos.logback.core.pattern.parser.tokenstreamtest.testbasic,0.0,"['new', 'new', 'new', 'new', 'new', 'new', 'new', 'new', 'new', 'new', 'new', 'new', 'public', 'void', 'throws']",False
111,9424.0,0.0,qos-ch-logback,ch.qos.logback.core.pattern.parser.parsertest.testbasic,0.0,"['new', 'public', 'void', 'throws']",False
125,9438.0,0.0,qos-ch-logback,ch.qos.logback.core.spi.cyclicbuffertrackertest.destroy,0.0,"['long', 'new', 'public', 'void']",False
150,9473.0,0.0,qos-ch-logback,ch.qos.logback.core.net.defaultsocketconnectortest.testconnect,0.0,"['true', 'public', 'void', 'throws']",False
