id,projectName,test_name,isFlaky,tokenList,java_keywords,javaKeysCounter,abstract_keyword,assert_keyword,boolean_keyword,break_keyword,byte_keyword,case_keyword,catch_keyword,char_keyword,class_keyword,continue_keyword,default_keyword,do_keyword,double_keyword,else_keyword,enum_keyword,exports_keyword,extends_keyword,final_keyword,finally_keyword,float_keyword,for_keyword,if_keyword,implements_keyword,import_keyword,instanceof_keyword,int_keyword,interface_keyword,long_keyword,modules_keyword,native_keyword,new_keyword,package_keyword,private_keyword,protected_keyword,public_keyword,requires_keyword,return_keyword,short_keyword,static_keyword,strictfp_keyword,super_keyword,switch_keyword,synchronized_keyword,this_keyword,throw_keyword,throws_keyword,transient_keyword,try_keyword,void_keyword,volatile_keyword,while_keyword,true_keyword,null_keyword,false_keyword,const_keyword,goto_keyword
12665,apache-hbase,org.apache.hadoop.hbase.testkeyvalue.testcolumncompare,0,"['assertfalse', 'put', 'to', 'keyvalue', 'type', 'asserttrue', 'key', 'false', 'bytes', 'null', 'assert', 'tobytes', 'testcolumncompare', 'nullqualifier', 'exception', 'matchingcolumn', 'compare', 'column', 'family', '0l', 'test', 'qualifier', 'value', 'aaa', 'matching', 'true']","['final', 'byte', 'byte', 'byte', 'byte', 'byte', 'new', 'new', 'byte', 'new', 'byte', 'new', 'null', 'public', 'void', 'throws']",16,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0
12666,apache-hbase,org.apache.hadoop.hbase.testkeyvalue.testbasics,0,"['to', 'keyvalue', 'basics', 'hconstants', 'empty', 'key', 'bytes', 'get', 'array', 'tobytes', 'lowestkey', 'check', 'getname', 'info', 'log', 'constants', 'string', 'testbasics', 'exception', 'byte', 'tostring', 'name', 'lowkey', 'test', 'value']","['null', 'null', 'null', 'null', 'public', 'void', 'throws']",7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,4,0,0,0
12668,apache-hbase,org.apache.hadoop.hbase.testkeyvalue.testplaincompare,0,"['length', 'to', 'keyvalue', 'type', 'asserttrue', 'key', 'keybbb', 'bbb', 'bytes', 'get', 'testplaincompare', 'keyabb', 'tobytes', 'col', 'exception', 'compare', 'plain', 'qf', 'umn', 'comparator', 'getkey', 'test', 'delete', 'value', 'aaa', 'fam', 'assert', 'true']","['final', 'byte', 'final', 'byte', 'final', 'byte', 'final', 'byte', 'new', 'new', 'byte', 'byte', 'new', 'new', 'new', 'new', 'public', 'void', 'throws']",19,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
12669,apache-hbase,org.apache.hadoop.hbase.testkeyvalue.testmorecomparisons,0,"['to', 'aaaa', 'keyvalue', 'testmorecomparisons', 'more', 'asserttrue', 'key', 'testscanmultipleversions', 'row', 'bbb', 'multiple', 'bytes', 'currenttimemillis', 'tobytes', 'bb', 'aa', 'regioninfo', 'info', 'kvcomparator', 'metacomparisons', 'exception', 'root', 'current', '1236034574912l', 'meta', 'compare', '9223372036854775807l', 'system', 'millis', 'metacomparator', 'scan', 'comparisons', '1236024396271l', 'comparator', 'test', 'versions', 'value', 'aaa', 'rootcomparator', 'time', 'assert', 'true', '1235943454602l']","['long', 'new', 'new', 'new', 'new', 'new', 'byte', 'null', 'new', 'new', 'new', 'new', 'byte', 'null', 'new', 'byte', 'null', 'new', 'byte', 'null', 'new', 'new', 'new', 'new', 'public', 'void', 'throws']",27,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,15,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,4,0,0,0
12670,apache-hbase,org.apache.hadoop.hbase.testkeyvalue.testkeyvaluebordercases,0,"['www', 'to', 'testtable', 'keyvalue', 'ioexception', 'testkeyvaluebordercases', 'asserttrue', 'org', 'key', 'row', 'bytes', 'tobytes', 'cases', 'max', 'exception', 'root', 'rowa', 'meta', 'hbase', 'long', 'border', 'true', 'rowb', 'comparator', 'test', 'value', 'fam', 'assert', 'compare']","['new', 'byte', 'null', 'new', 'byte', 'null', 'new', 'byte', 'null', 'new', 'byte', 'null', 'new', 'byte', 'null', 'new', 'byte', 'null', 'public', 'void', 'throws']",21,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,6,0,0,0
12673,apache-hbase,org.apache.hadoop.hbase.testkeyvalue.testbinarykeys,0,"['length', 'to', 'keyvalue', 'assertionfailederror', 'aaaaa', 'asserttrue', 'framework', 'key', 'junit', 'add', 'bytes', 'get', 'failed', 'tobytes', 'error', 'col', 'rootkeys', 'count', 'exception', 'root', 'meta', 'set', 'testbinarykeys', 'tree', 'keys', 'metacomparator', 'qf', 'umn', 'comparator', 'treeset', 'test', 'value', 'binary', 'fam', 'nb', 'assertion', 'timestamp', 'rootcomparator', 'assert', 'true', 'gettimestamp']","['new', 'final', 'byte', 'final', 'byte', 'final', 'byte', 'new', 'byte', 'new', 'new', 'new', 'new', 'new', 'new', 'for', 'int', 'boolean', 'false', 'int', 'try', 'for', 'catch', 'true', 'new', 'new', 'for', 'int', 'for', 'new', 'new', 'new', 'new', 'new', 'new', 'new', 'new', 'for', 'int', 'false', 'try', 'for', 'catch', 'true', 'new', 'new', 'for', 'int', 'for', 'public', 'void', 'throws']",52,0,0,1,0,4,0,2,0,0,0,0,0,0,0,0,0,0,3,0,0,8,0,0,0,0,5,0,0,0,0,20,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2,1,0,0,2,0,2,0,0
12674,apache-hbase,org.apache.hadoop.hbase.testkeyvalue.teststackedupkeyvalue,0,"['stacked', 'teststackedupkeyvalue', 'test', 'value', 'key', 'up']","['public', 'void']",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
12675,apache-hbase,org.apache.hadoop.hbase.testhmsg.testlist,0,"['to', 'equals', 'hmsg', 'type', 'msgs', 'add', 'of', 'bytes', 'region', 'array', 'tobytes', 'assert', 'descriptor', 'assertnotsame', 'same', 'info', 'testlist', 'list', 'hregioninfo', 'msg', 'htabledescriptor', 'indexof', 'index', 'remove', 'open', 'table', 'size', 'test', 'assertequals', 'not', 'arraylist']","['new', 'null', 'final', 'int', 'for', 'int', 'byte', 'new', 'new', 'new', 'int', 'byte', 'new', 'new', 'new', 'byte', 'new', 'new', 'new', 'public', 'void']",21,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,3,0,0,0,0,10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
12676,apache-hbase,org.apache.hadoop.hbase.testhmsg.testserialization,0,"['to', 'bbytes', 'equals', 'hmsg', 'writable', 'parentbytes', 'type', 'ioexception', 'asserttrue', 'daughtera', 'getbytes', 'abytes', 'testserialization', 'bytes', 'get', 'splithmsg', 'region', 'split', 'tobytes', 'descriptor', 'info', 'getwritable', 'hregioninfo', 'msg', 'exception', 'daughterb', 'serialization', 'htabledescriptor', 'report', 'table', 'test', 'includes', 'daughters', 'parent', 'close', 'assert', 'true', 'writables']","['byte', 'byte', 'byte', 'new', 'new', 'new', 'byte', 'new', 'new', 'new', 'new', 'new', 'new', 'new', 'public', 'void', 'throws']",17,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
12699,apache-hbase,org.apache.hadoop.hbase.io.testheapsize.testnativesizes,0,"['skip', 'map', 'arraylist', 'equals', 'classsize', 'ioexception', 'lock', 'bytebuffer', 'atomic', 'atomicboolean', 'buffer', 'unchecked', 'hashmap', 'reentrant', 'write', 'skiplistmap', 'array', 'assert', 'boolean', 'list', 'actual', 'suppress', 'string', 'treemap', 'integer', 'exception', 'reentrantreadwritelock', 'estimate', 'byte', 'concurrent', 'long', 'set', 'class', 'tree', 'arrayset', 'native', 'concurrenthashmap', 'expected', 'read', 'warnings', 'estimatebase', 'object', 'size', 'cl', 'copyonwrite', '0l', 'test', 'copyonwritearrayset', 'on', 'atomicinteger', 'concurrentskiplistmap', 'suppresswarnings', 'assertequals', 'hash', 'sizes', 'atomiclong', 'base', 'copy', 'testnativesizes', 'copyonwritearraylist']","['null', 'long', 'long', 'class', 'false', 'if', 'true', 'class', 'false', 'if', 'true', 'class', 'false', 'if', 'true', 'class', 'false', 'if', 'true', 'class', 'false', 'if', 'true', 'class', 'false', 'if', 'true', 'class', 'false', 'if', 'true', 'class', 'false', 'if', 'true', 'class', 'false', 'if', 'true', 'class', 'false', 'if', 'true', 'class', 'false', 'if', 'true', 'class', 'false', 'if', 'true', 'class', 'false', 'if', 'true', 'class', 'false', 'if', 'true', 'public', 'void', 'throws']",62,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,14,1,14,0,0
